"crossing_id","percentile_left","percentile_right","rank_left","rank_right","crossing_percentile","crossing_rank","regime_difference_left","regime_difference_right"
"crossing_1",0.11,0.115,3348,3500,0.114471394126846,3484,0.0208615023610699,-0.0024662358893075
"crossing_2",0.12,0.125,3652,3804,0.121330334992493,3692,-0.0243834225129079,0.0672604966897723
"crossing_3",0.135,0.14,4108,4260,0.137079053169435,4171,0.0186568074746564,-0.0262117118805429
