"feature_id","rank_trt","iod_local_amplitude_trt","cv2_local_amplitude_trt","window_left_trt","window_right_trt","window_n_trt","rank_ctrl","iod_local_amplitude_ctrl","cv2_local_amplitude_ctrl","window_left_ctrl","window_right_ctrl","window_n_ctrl","combined_rank","composite_iod_amplitude","composite_cv2_amplitude","regime_difference","local_window_left_rank","local_window_right_rank","local_window_n"
"73573",21,0.264549997879385,0.11559813437907,1,99,99,27,0.39391456114663,0.11324113831688,1,101,101,24,0.658464559026015,0.22883927269595,0.429625286330065,1,101,101
"39594",18,0.308631002844777,0.12019810493166,1,96,96,192,0.160941100489026,0.0370734054731656,118,266,149,105,0.469572103333803,0.157271510404826,0.312300592928977,1,266,149
"523782",130,0.108909197571393,0.030416465531971,52,208,157,87,0.327723478232201,0.0270241415125838,13,161,149,108,0.436632675803594,0.0574406070445548,0.379192068759039,13,208,157
"2591",204,0.0848825538674731,0.0249084114125253,126,282,157,52,0.479341870426651,0.102386953959922,1,126,126,128,0.564224424294125,0.127295365372447,0.436929058921677,1,282,157
"299528",154,0.113265271052114,0.0295775764811879,76,232,157,118,0.126180026324164,0.0263028829357381,44,192,149,136,0.239445297376278,0.055880459416926,0.183564837959352,44,232,157
"93859",113,0.230234341971936,0.14726279253091,35,191,157,170,0.119615908103469,0.0556070551822359,96,244,149,142,0.349850250075406,0.202869847713146,0.14698040236226,35,244,157
"539047",221,0.0997141086349984,0.0570187387847909,143,299,157,253,0.0866551171589407,0.112737996769283,179,327,149,237,0.186369225793939,0.169756735554074,0.016612490239865,143,327,157
"205134",157,0.1153480419689,0.0313227028671008,79,235,157,352,0.0896842776812719,0.0630821009954161,278,426,149,254,0.205032319650172,0.0944048038625169,0.110627515787655,79,426,157
"329429",121,0.175298197699135,0.081633719792535,43,199,157,387,0.0902550773453186,0.0496139726187721,313,461,149,254,0.265553275044454,0.131247692411307,0.134305582633147,43,461,157
"549534",433,0.0784887386435003,0.129986035535694,355,511,157,98,0.219292703695828,0.0292360101482387,24,172,149,266,0.297781442339328,0.159222045683933,0.138559396655396,24,511,157
"286858",513,0.0965483551044599,0.0846070358329598,435,591,157,46,0.473809880729277,0.141852440862749,1,120,120,280,0.570358235833737,0.226459476695709,0.343898759138028,1,591,157
"12092",347,0.0569510346181232,0.0853288897715174,269,425,157,313,0.0233221467792646,0.0692806807164743,239,387,149,330,0.0802731813973878,0.154609570487992,-0.0743363890906039,239,425,157
"120304",500,0.141473074627356,0.0755692359398381,422,578,157,174,0.133521401208554,0.05695618536447,100,248,149,337,0.274994475835911,0.132525421304308,0.142469054531603,100,578,157
"352228",311,0.109179902125106,0.0775630600001023,233,389,157,389,0.0887015080179481,0.0627294554760738,315,463,149,350,0.197881410143054,0.140292515476176,0.0575888946668783,233,463,157
"89919",330,0.0287358307712111,0.0285075372106576,252,408,157,375,0.100591839338449,0.0629866399835919,301,449,149,352,0.12932767010966,0.0914941771942495,0.0378334929154107,252,449,157
"436651",695,0.103693473964086,0.214199624082539,617,773,157,78,0.297883538177075,0.0591286493186232,4,152,149,386,0.401577012141161,0.273328273401162,0.128248738739998,4,773,157
