"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","mu_ctrl","mu_trt","alpha_gene_wise","alpha_mu_ctrl","alpha_mu_trt","log_alpha_mu_ctrl","log_alpha_mu_trt","gene_symbol"
"20",0.0102210800372854,0.0114226561188593,1904,1498,5.2,10.2,2.18694633925343,11.3721209641178,22.306852660385,2.43116483074571,3.10489392544855,"-"
"25",0.00163598604151344,0.0028824400425799,26522,18501,11.6,16.2,0.376458877901218,4.36692298365413,6.09863382199973,1.47405863836305,1.80806478248907,"-"
"31",0.00374660932297913,0.00337740071602611,18385,16828,24.2,28.6,0.029022826871717,0.702352410295552,0.830052848531108,-0.35331999195265,-0.186265907289483,"Pcmt1"
"35",0.00318613938047224,0.000200513698626897,21308,28979,107,88.2,0.0702693844377748,7.51882413484191,6.19775970741174,2.01740976068784,1.82418788923868,"Pcmt1"
"37",0.00316462272990966,0.00599267801848494,21445,8644,123.4,77,0.136872499289724,16.890066412352,10.5391824453088,2.82672566286361,2.355099973246,"Pcmt1"
"38",0.00429550436317571,0.00248885729145701,15660,20115,53.2,27.8,0.113276160530807,6.02629174023896,3.14907726275645,1.79613185311718,1.14710947746618,"Pcmt1"
"89",0.0026851248748728,0.000572046493689407,23447,27617,47.2,40.4,0.148840795656083,7.02528555496711,6.01316814450574,1.94951586278758,1.79395175516317,"Tab2"
"90",0.0156230566478099,0.00231812130051351,62,20639,22.6,9.4,0.717206452338781,16.2088658228564,6.74174065198454,2.78555836555491,1.90831814855262,"Tab2"
"143",0.00334373250848922,0.00427073280788501,20693,13289,9.2,21.8,2.0369801197586,18.7402171017791,44.4061666107374,2.93067186168336,3.79337834742341,"Ust"
"214",0.00210721148294752,0.00367631451201577,25207,15486,2.8,0.6,3.61273366129388,10.1156542516229,2.16764019677633,2.31408414985499,0.773639108907839,"LOC365036"
"224",0.00381876759373675,0.000424110598541999,17963,28115,48.6,37.6,0.0746608872374717,3.62851911974112,2.80724936012893,1.28882460904589,1.03220512853529,"Sash1"
"304",0.00336204617703886,0,20380,30210,0.6,0,1e-08,6e-09,0,-18.9315063677184,NA,"Sash1"
"576",0.00101826045613676,0.00670600568198755,28007,7094,3.2,2.6,2.44282748430892,7.81704794978854,6.35135145920319,2.05630698325911,1.84866761848086,"-"
"615",0,0.00218419673896333,30655,21229,0,0.6,10,0,6,NA,1.79175946922805,"-"
"672",0.000294507581604037,0,29789,30211,1,0,10,10,0,2.30258509299405,NA,"-"
"673",0.002822354224712,0.0041580061024171,22951,13867,5.8,2.6,8.08571632269615,46.8971546716377,21.02286243901,3.84795700562972,3.04561053310478,"-"
"708",0.00310863694417156,0.0110170517442821,21717,1771,6.4,3.4,1.72281640574673,11.0260249967791,5.8575757795389,2.40025838724084,1.76773582849733,"-"
"774",0.00383594391402299,0.00715830542041622,17897,6428,9.8,5.8,0.235645052770065,2.30932151714663,1.36674130606638,0.836953765869913,0.312429297745761,"-"
"829",0.00368944771540966,0.0132632975702063,18658,639,1.6,4.4,3.19791728139016,5.11666765022426,14.0708360381167,1.63250337759132,2.6441042892698,"-"
"833",0.00340577945591951,0.00463915471110804,19955,12407,0.6,3.6,10,6,36,1.79175946922805,3.58351893845611,"Stxbp5"
"842",0.00539381334407285,0.00519472096507158,10917,10800,21.4,16.2,0.45435961853869,9.72329583672797,7.36062582032678,2.27452463885112,1.99614495906165,"Stxbp5"
"845",0.00775604562546072,0,5132,30212,5.6,0,0.966940295964691,5.41486565740227,0,1.6891480708012,NA,"Stxbp5"
"926",0.00311127187431547,0,21696,30213,1.6,0,10,16,0,2.77258872223978,NA,"-"
"964",0.00455275369011839,0.00456492300345268,14386,12606,1.8,6.4,7.44266835077804,13.3968030314005,47.6330774449795,2.59501609874596,3.86352742420946,"-"
"969",0.0106138162288367,0.0052696811452683,1565,10623,5.2,1.6,3.85423709423702,20.0420328900325,6.16677935077924,2.9978317126902,1.81917671634855,"LOC120098778"
"984",0.00900824231970384,0.00329068887435825,3327,17071,11.6,7.2,0.883307730801901,10.2463696773021,6.35981566177369,2.32692346502445,1.84999939293414,"Grm1"
"986",0.0075154089851463,0.00215598348464457,5518,21513,3,3.4,0.589542569862638,1.76862770958791,2.00444473753297,0.570203940563571,0.695367083517577,"Grm1"
"1106",0.00690218878933385,0.0118478006544705,6742,1239,22.2,13.4,0.765113652080142,16.9855230761791,10.2525229378739,2.83236139749862,2.32752381557725,"-"
"1110",0.00390321473738759,0,17504,30214,0.8,0,1e-08,8e-09,0,-18.6438242952666,NA,"Epm2a"
"1132",0.0103761056714521,0.00493470092810502,1796,11453,3,2.2,2.92779469072966,8.78338407218899,6.44114831960526,2.17286176302239,1.86270683471855,"-"
"1137",0.00392441303896822,0.00315883910816581,17405,17490,68.4,45.8,0.0687356039582458,4.70151531074402,3.14809066128766,1.54788486329547,1.14679612978711,"Utrn"
"1138",0.0052230848320897,0.00284035715974377,11556,18627,3.4,3.4,3.82835571891563,13.0164094443132,13.0164094443132,2.56621082642206,2.56621082642206,"Utrn"
"1272",0.00126662581272454,0.011511749716636,27422,1448,11.4,8.8,0.818613330398362,9.33219196654133,7.20379730750559,2.23346992473001,1.97460829081372,"-"
"1282",0.0065966602672177,0.00157951517021803,7421,23683,8,10.4,0.286055327945312,2.28844262356249,2.97497541063124,0.827871509161907,1.0902357736294,"Ltv1"
"1293",0.00735769248924995,0.0082514688452955,5805,4786,8.4,7.6,0.700417587234703,5.88350773277151,5.32317366298374,1.77215313723585,1.67206967867887,"Phactr2"
"1295",0.00406811527015535,0.000804594126099183,16610,26751,18.4,10.6,0.16883888747509,3.10663552954165,1.78969220723595,1.13354031729944,0.582043653802517,"Phactr2"
"1345",0.0044019545768107,0.00853647449927692,14977,4310,0.8,5.2,3.18024799750865,2.54419839800692,16.537289587045,0.933815629075015,2.80561780597661,"Pex3"
"1346",0.00509536062798312,0.00321317697324136,12116,17348,19.2,10.2,0.320400507425379,6.15168974256728,3.26808517573887,1.8167267989692,1.18420424022569,"Pex3"
"1367",0.00472516328336235,0.000609588837340774,13656,27474,282.8,190.2,0.125388835270017,35.4599626143609,23.8489564683573,3.56840424634096,3.17174046242984,"Aig1"
"1369",0.00258158086875597,0.00190587399183797,23794,22373,11.6,3.8,0.989592714035481,11.4792754828116,3.76045231333483,2.44054327764647,1.3245392462665,"Aig1"
"1473",6.19926869510731e-05,0.00890175292071928,30545,3830,8,4.8,0.969379066114551,7.75503252891641,4.65301951734985,2.04834199119307,1.53751636742707,"Adgrg6"
"1501",0.00254366280852049,0.00113012437577536,23928,25530,13.8,12.8,0.0670130650066831,0.924780297092227,0.857767232085544,-0.0781990863383122,-0.1534225075759,"Vta1"
"1540",0.00548671459506086,0.00651209031078991,10547,7416,7.8,27.8,0.948981366545716,7.40205465905659,26.3816819899709,2.00175761829992,3.27266990530097,"-"
"1576",0,0.00973786460758472,30656,2920,0,2.4,4.97752850802618,0,11.9460684192628,NA,2.48040222167215,"-"
"1579",0.00583011350972861,0.0134837001800637,9467,570,5.4,12.8,1.78893727212814,9.66026126949193,22.8983970832401,2.26802069438993,3.13106691174527,"-"
"1634",0.00517562013426724,0.00264196342336885,11708,19370,134.4,108.2,0.0461351918657349,6.20056978675477,4.99182775987252,1.82464118891788,1.60780212724121,"Heca"
"1655",0.00116748488609563,0.00664269137394855,27670,7194,83,37.4,0.311046603542555,25.816868094032,11.6331429724915,3.25102808038636,2.45385817701025,"Abracl"
"1656",0.00366299602618397,0.00435408824338762,18796,13105,10.2,7.6,0.375237393086498,3.82742140948228,2.85180418745738,1.34219131521865,1.04795184222071,"Abracl"
"1683",0.00157257380345437,0.00714359738838269,26717,6452,21.2,35.6,0.363278437324983,7.70150287128964,12.9327123687694,2.04141548790444,2.55975994408446,"Ccdc28a"
"1693",0.00865877143016338,0.00258187291761634,3817,19601,45.2,16.6,0.338040084234687,15.2794118074078,5.6114653982958,2.72650628871786,1.72481189724217,"LOC102549339"
"1713",0.00799015951368953,0.00765527075879865,4740,5729,4.6,7.2,1.25210229541133,5.7596705588921,9.01513652696155,1.75088027843534,2.1989050009623,"Hebp2"
"1741",0.00308427852994235,0.00216612248362311,21850,21486,86.2,65,0.195215132841004,16.8275444508945,12.6889836346652,2.82301709446183,2.54073418668782,"-"
"1742",0.00509693052953102,0.00366763311091312,12108,15912,5,2.2,1.77169251686764,8.85846258433818,3.8977235371088,2.1813732263477,1.36039267427787,"-"
"1866",0.00554484911732539,0.000534199408180265,10373,27749,5.2,3.4,2.05562112196011,10.6892298341925,6.98911181466436,2.36923667699652,1.94435348303125,"Tnfaip3"
"1895",0.0037916372918725,0.00253577388648016,18078,19875,0.6,0.8,10,6,8,1.79175946922805,2.07944154167984,"-"
"1910",0.00148516753440358,0.00699851707617752,26952,6636,18.4,2.6,2.69190139837854,49.5309857301651,6.9989436357842,3.9025984480812,1.94575922849369,"Slc35d3"
"1918",0.00506695244206642,0.00464029539875341,12209,12404,5.4,8,0.618500713113325,3.33990385081196,4.9480057049066,1.2059420193922,1.59898460750181,"Pex7"
"1922",0.00289186690919852,0.00715850314666568,22686,6427,178.6,325.6,0.734538197042673,131.188521991821,239.165636957094,4.87663538786453,5.47715635355052,"LOC102547604"
"1929",0.00336204617703886,0.0100383306827076,20381,2554,0.6,4.6,4.88127996642214,2.92876797985329,22.4538878455419,1.07458184990879,3.11146377716983,"Map3k5"
"1941",0.0174806024768993,0.0124764231222581,14,923,32.8,14.2,5.54789441423977,181.970936787064,78.7801006822047,5.20384698634215,4.36666043555927,"Map7"
"1946",0.00535830986809337,0.00549097748045775,11030,10127,22.4,11.4,0.125030563630397,2.80068462532089,1.42534842538652,1.02986389633687,0.354416292876323,"-"
"1955",0.00461951274745156,0.000713570307559705,14138,27084,35.2,37.4,0.208559425155142,7.34129176546101,7.80012250080232,1.99351481698685,2.05413943880329,"Pde7b"
"2081",0.00478061585950915,0,13322,30215,1.2,0,10,12,0,2.484906649788,NA,"Pde7b"
"2104",0.0103987624245982,5.47735425835039e-06,1769,29965,12.4,0.6,6.44078383011439,79.8657194934184,3.86447029806863,4.38034671807154,1.35182462169456,"LOC120098802"
"2155",0.00448653572797387,0.0015868858054209,14663,23663,18.2,6.4,0.305761148347638,5.56485289992701,1.95687134942488,1.71647055130124,0.671346947584117,"Ptprk"
"2159",0.0104133873700324,0.000328367161604021,1748,28499,9.2,11.6,0.206240607080614,1.89741358514165,2.39239104213513,0.640491687823281,0.872293301880606,"Ptprk"
"2181",0.00498049248731062,0.00189174565507639,12563,22489,6.2,1.2,0.789676684958872,4.89599544674501,0.947612021950647,1.5884176152147,-0.0538101200423907,"Ptprk"
"2244",0.00665300386352431,0.00408141974829807,7312,14100,2.8,0.6,10,28,6,3.3322045101752,1.79175946922805,"-"
"2383",0.00542939785812342,0.00201890534132284,10723,22039,249.2,181.6,0.168397563238339,41.9646727589942,30.5809974840824,3.73682813955357,3.42037881880747,"Epb41l2"
"2456",0.00342789830945496,0.00395076907721104,19880,14735,57.6,26.6,0.165061445097679,9.50753923762634,4.39063443959827,2.25208508783005,1.47947373591585,"Med23"
"2485",0.00640879679675905,0.00294499669943706,7911,18297,12,25.2,0.426620753981717,5.1194490477806,10.7508430003393,1.63304682540592,2.3749841701353,"Ccn2"
"2500",0.000900500555278602,0.00498454820401811,28329,11335,12.8,16.2,0.297439386173326,3.80722414301857,4.81851805600788,1.33690035221529,1.57246642352806,"Moxd1"
"2513",0.00254242498429904,0.00367069711053639,23931,15853,109.2,77.6,0.141826641835131,15.4874692883963,11.0057474064062,2.74003126396032,2.39841762783869,"Stx7"
