"feature_id","gene_symbol","rank","abs_loading","mu","alpha","alpha_mu","log_alpha_mu","log_mu","log_alpha"
"90347","Ywhae",1,0.033963158208265,260.2,4.36440060904587,1135.61703847374,7.03493142842579,5.56145056607841,1.47348086234739
"77636","Dusp3",2,0.0301623744386928,97,7.91775386651683,768.022125052132,6.64381854139434,4.57471097850338,2.06910756289096
"49798","Pgm2l1",3,0.025655753164433,40,5.22075520429738,208.830208171895,5.3415215206968,3.68887945411394,1.65264206658286
"386531","LOC120102252",4,0.0233474012011672,37,3.55517115692489,131.541332806221,4.87932112014832,3.61091791264422,1.2684032075041
"178462","Nefm",5,0.0230988827502067,65,2.14175538288475,139.214099887508,4.93601303506592,4.17438726989564,0.761625765170284
"73573","Psmd11",6,0.0223404339386574,26.8,8.38384745103214,224.687111687661,5.41470881968093,3.28840188751681,2.12630693216412
"324904","Zeb2",7,0.0220678131717123,26.8,1.93413558536981,51.8348336879108,3.94806238827973,3.28840188751681,0.659660500762924
"140286","LOC100910850",8,0.021887375122198,24.6,2.09911434885979,51.638212981951,3.94426196007275,3.20274644293832,0.741515517134433
"433694","Stk40",9,0.0212525035259725,18.6,3.00645602832869,55.9200821269137,4.02392356657458,2.92316158071916,1.10076198585542
"506428","Rnf214",10,0.0211952586601947,18.2,6.32289129626722,115.076621592063,4.74559818121439,2.90142159408275,1.84417658713164
"426214","-",11,0.0210747208861,30,3.20599571276843,96.1798713830529,4.56622009859611,3.40119738166216,1.16502271693395
"205134","Ccdc124",12,0.0208090863203582,47,3.10984296259101,146.162619241778,4.98471983228259,3.85014760171006,1.13457223057254
"247243","Ldlrad4",13,0.0205429103195364,15.4,8.37465739258998,128.969723845886,4.85957767794648,2.73436750941958,2.1252101685269
"523232","-",14,0.0204149704829052,32.6,6.5487705852375,213.489921078743,5.36358962349225,3.48431228837266,1.87927733511959
"386526","LOC120102252",15,0.0204070155831595,27.6,3.17803874054159,87.7138692389479,4.47408003099039,3.3178157727231,1.15626425826728
"416922","-",16,0.0204046084275767,18.2,10,182,5.2040066870768,2.90142159408275,2.30258509299405
"546046","Hsp90ab1",17,0.0202446534523514,16.2,3.19891946972268,51.8224954095073,3.94782432931045,2.78501124223834,1.16281308707211
"546051","Hsp90ab1",18,0.0199479618523293,14.6,6.35119460793502,92.7274412758513,4.52966445115904,2.68102152871429,1.84864292244475
"415650","Taf12",19,0.0198795168972233,15,4.94245509585099,74.1368264377648,4.3059123918127,2.70805020110221,1.59786219071049
"229213","-",20,0.0198577452746885,30.4,3.6659628659922,111.445271126163,4.71353362848003,3.41444260841218,1.29909102006785
"174560","-",21,0.0197005455943922,15.2,7.22228310155723,109.77870314367,4.69846654982251,2.72129542785223,1.97717112197028
"435219","-",22,0.019691999748902,16.8,6.65156677892288,111.746321885904,4.71623131917934,2.82137888640921,1.89485243277013
"279714","Prpf38b",23,0.019673630412725,121,1.48138633050074,179.24774599059,5.18876890473171,4.79579054559674,0.392978359134971
"508551","Loxl1",24,0.0195961659314978,14.6,1.61153583694227,23.5284232193572,3.15820918899187,2.68102152871429,0.477187660277578
"39274","Pnma8b",25,0.0194715835111948,17.8,3.83423729738314,68.2494238934199,4.22316899290739,2.87919845729804,1.34397053560935
"102677","Tomm70",26,0.0194170858779229,21.4,1.8558157305854,39.7144566345276,3.68171526837316,3.06339092202781,0.618324346345356
"25174","Snx32",27,0.0193917747681317,816,1.97822477987299,1614.23142037636,7.38661422168433,6.70441435496411,0.682199866720219
"449384","Dglucy",28,0.0193685329338823,15.8,5.47905697170137,86.5691001528816,4.46094294072849,2.76000994003292,1.70093300069557
"540830","Scg2",29,0.0193674009336668,15.2,4.61189709037688,70.1008357737286,4.24993471656189,2.72129542785223,1.52863928870966
"158994","Ppp2r2c",30,0.0191515894994843,19.2,1.75268278531213,33.6515094779928,3.51605791327165,2.95491027903374,0.56114763423791
"463187","Rbm25",31,0.0190891738860414,13.2,10,132,4.88280192258637,2.58021682959233,2.30258509299405
"572051","-",32,0.0189849247011536,15.4,1.58868270177652,24.4657136073584,3.19727269281594,2.73436750941958,0.462905183396352
"95319","Nsf",33,0.0188941321561723,11.4,10,114,4.7361984483945,2.43361335540045,2.30258509299405
"55979","Sptbn2",34,0.0187414643945451,12.4,3.61328136838915,44.8046889680255,3.80231279840885,2.51769647261099,1.28461632579786
"143545","-",35,0.0187406948391913,12,3.6536738859818,43.8440866317816,3.78063985526115,2.484906649788,1.29573320547315
"248000","Smad2",36,0.018705117288053,12,2.07273283162853,24.8727939795423,3.21377459487247,2.484906649788,0.728867945084473
"15735","Lrrc28",37,0.0186935994045853,12.8,1.44549472081118,18.5023324263831,2.91789680123902,2.54944517092557,0.368451630313447
"106665","Osbpl11",38,0.0186654129371581,10.4,1.70938191104035,17.7775718748196,2.87793765578914,2.34180580614733,0.536131849641812
"303313","Elapor1",39,0.0186587116339237,10.8,7.38160075560472,79.721288160531,4.37853665377565,2.37954613413017,1.99899051964547
"338003","Zfp335",40,0.0186516322562432,9.8,4.8460091364679,47.4908895373854,3.86053789343184,2.28238238567653,1.57815550775531
"355309","Kat14",41,0.0186510249446632,12.8,2.47194130984537,31.6408487660207,3.45444896826723,2.54944517092557,0.905003797341661
"415098","Ak2",42,0.0186038215750766,13,2.6401168137058,34.3215185781753,3.5357725212567,2.56494935746154,0.970823163795159
"398573","Atn1",43,0.0185943312787133,11.2,10,112,4.71849887129509,2.41591377830105,2.30258509299405
"18054","Dlg2",44,0.0185834871332754,52.2,2.73616963025363,142.82805469924,4.96164149208872,3.95508249488859,1.00655899720013
"233923","Ubbp4",45,0.0184725168504419,24,2.46228350553764,59.0948041329033,4.07914300401423,3.17805383034795,0.901089173666283
"315620","Pfdn6",46,0.0183160149851315,12,5.92060013479972,71.0472016175967,4.26334446766748,2.484906649788,1.77843781787948
"225502","Nrn1",47,0.0182793076091615,28.6,5.15492013249741,147.430715789426,4.99335834196373,3.35340671782581,1.63995162413792
"355829","Xrn2",48,0.0182757372818164,10.4,3.73942447563928,38.8900145466485,3.66073752221358,2.34180580614733,1.31893171606625
"417259","Padi2",49,0.0182719450596731,22,6.91348260778296,152.096617371225,5.02451595951252,3.09104245335832,1.93347350615421
"241222","Mapre2",50,0.0182276377652262,32.4,1.61625681100649,52.3667206766102,3.95827128797314,3.47815842279828,0.480112865174857
"261879","Tcf25",51,0.0181875136318532,36.8,2.04251173333496,75.1644317867264,4.31967813750524,3.60549784517489,0.714180292330359
"89852","-",52,0.0180683368993923,10.6,9.49337334231331,100.629757428521,4.61144801341388,2.36085400111802,2.25059401229585
"264270","Scamp1",53,0.0180210989896542,8.8,4.37139772956254,38.4683000201504,3.64983452603346,2.17475172148416,1.4750828045493
"343726","Prpf40a",54,0.0179832226182552,42.8,1.42176963283757,60.8517402854479,4.10844041862109,3.75653810258775,0.351902316033338
"410816","Focad",55,0.0179601119365811,10.6,2.77664485321624,29.4324354440921,3.38209731261326,2.36085400111802,1.02124331149524
"485480","Cbx5",56,0.0179579235773889,9.6,5.75393396660977,55.2377660794538,4.01164688745279,2.26176309847379,1.749883788979
"92007","Taf15",57,0.017863357703758,26.8,1.29289445540522,34.6495714048599,3.5452853562913,3.28840188751681,0.256883468774487
"214297","-",58,0.0178288639892845,9.4,2.62311743413812,24.6573038808984,3.20507316008421,2.24070968927596,0.964363470808254
"65376","E4f1",59,0.0177978808662946,9.2,2.72477383953054,25.0679193236809,3.22158891405826,2.21920348405499,1.00238543000327
"435225","Dhdds",60,0.0177899610441193,77.2,1.42084031116156,109.688872021673,4.69764792204165,4.34639945703073,0.351248465010919
"450194","Setd3",61,0.0176153845823881,125.2,1.85727794263844,232.531198418332,5.44902440277069,4.829912458666,0.619111944104692
"18321","Thrsp",62,0.0175736960907595,48.8,1.7474600036406,85.2760481776614,4.44589361996369,3.8877303128591,0.558163307104588
"510799","Tmod2",63,0.0175305073793919,42.8,1.5474139344068,66.2293163926109,4.19312321072553,3.75653810258775,0.436585108137778
"368174","Dgki",64,0.0174965287987885,18.6,1.162427042283,21.6211429864638,3.07367167790263,2.92316158071916,0.150510097183473
"52693","Rbbp6",65,0.017424871034937,9.2,2.0812178157418,19.1472039048246,2.9521566947742,2.21920348405499,0.732953210719207
"452174","Nrxn1",66,0.0174090185849567,8.8,5.61699610034499,49.4295656830359,3.90054874077482,2.17475172148416,1.72579701929066
"386547","LOC120102252",67,0.0173661691138589,8.8,5.95383435250969,52.3937423020853,3.95878716247973,2.17475172148416,1.78403544099557
"95969","Psmc5",68,0.0173642047688268,18.4,3.47125055380207,63.8710101899581,4.15686558379347,2.91235066461494,1.24451491917853
"62451","Fam160b1",69,0.0173459859591322,8,3.59175942383999,28.7340753907199,3.35808371433117,2.07944154167984,1.27864217265133
"211256","Smim19",70,0.0173090867366061,10,1.16706765573133,11.6706765573133,2.45707941868087,2.30258509299405,0.154494325686821
"417472","Ddi2",71,0.0172970193221928,9,3.62958187844968,32.6662369060471,3.48634203397859,2.19722457733622,1.28911745664237
"572826","Pbdc1",72,0.0172774335237147,9.6,3.37181140205245,32.3693894597035,3.4772132064598,2.26176309847379,1.21545010798601
"233165","Fhod3",73,0.0171695487940573,8.6,2.12644900230057,18.2874614197849,2.90621565669452,2.15176220325946,0.754453453435061
"301690","Anp32e",74,0.017165078590118,10,1.95939604640965,19.5939604640965,2.9752213791648,2.30258509299405,0.672636286170754
"572137","Stard8",75,0.0171642711936196,11,1.4363642054779,15.800006260257,2.76001033625164,2.39789527279837,0.362115063453267
