"feature_id","gene_symbol","R4_1","R4_2","R4_3","R4_4","R4_5","ZT10_1","ZT10_2","ZT10_3","ZT10_4","ZT10_5"
"222484","LOC102552000",109,109,20,102,30,34,31,36,27,26
"19810","Dennd5a",878,899,275,720,281,237,270,202,150,233
"53777","Stx4",189,204,66,150,71,96,58,45,78,52
"301535","Ctss",2369,1872,477,1277,654,480,430,355,465,317
"71470","Tnfsf13",94,107,15,65,27,18,36,25,10,28
"183977","Fgf14",168,121,20,107,40,65,68,38,32,65
"124577","Pet100",948,587,176,492,216,155,171,161,161,117
"33025","Bclaf1",97,75,31,87,31,39,37,37,32,30
"360094","Phactr3",38,54,29,70,21,39,27,35,10,42
"29375","Tm9sf3",269,409,175,334,140,128,195,124,133,119
"72624","Vps53",438,419,117,417,140,103,116,94,92,84
"368626","Hipk2",28,14,4,23,7,19,29,13,11,23
"574429","Tceal9",476,425,90,330,134,113,114,89,79,96
"326530","-",14,8,4,3,3,0,0,0,0,0
"26471","Dtx4",181,205,70,188,72,58,71,48,36,60
"191285","Dach1",11,42,8,0,4,0,0,0,0,0
"149824","Copa",548,578,158,541,194,263,355,268,199,267
"490173","Mgat4c",28,33,5,36,9,8,8,7,3,9
"500652","Znf740",33,26,19,36,14,3,7,3,5,3
"284247","-",135,129,36,112,43,58,36,41,30,41
"4319","-",7,30,6,17,5,0,0,0,0,0
"295631","Larp1b",11,28,5,23,6,8,21,8,8,11
"554659","-",15,8,5,11,5,0,0,0,0,0
"475298","-",9,14,3,6,3,0,0,0,0,0
"322462","Dnm1",19,11,4,5,4,0,0,0,0,0
"484406","Asb8",13,27,9,10,6,0,0,0,0,0
"75822","-",16,17,3,5,4,0,0,0,0,0
"567942","LOC102547042",8,3,3,11,3,0,0,0,0,0
"415309","Khdrbs1",7,8,3,10,3,0,0,0,0,0
"88390","Gas7",42,13,9,11,8,0,0,0,0,0
"545747","Rrp36",38,21,3,19,7,0,0,0,0,0
