"percentile","center_rank","lo_rank","hi_rank","iod_local_amplitude","cv2_local_amplitude","iod_local_midpoint","cv2_local_midpoint","iod_peak_rank","iod_trough_rank","cv2_peak_rank","cv2_trough_rank","local_window_n","iod_local_amplitude_scaled","cv2_local_amplitude_scaled"
0.005,150,75,225,0.102093706614943,0.0211933086063242,1.58182953035181,0.60162496514018,75,225,177,225,151,0.203848208687406,0.0165704639809658
0.01,299,224,374,0.0610010035243088,0.0589339027980846,1.43084880749996,0.541630919526091,374,224,272,224,151,0.121799332288562,0.0460787945720752
0.015,449,374,524,0.0442236370049468,0.0862475625935477,1.30349772248823,0.534199307314325,463,423,374,524,151,0.088300341754669,0.0674345924909533
0.02,598,523,673,0.109728145360052,0.141832634727118,1.23998988867751,0.506654208252703,573,673,645,605,151,0.219091720889327,0.110895028649273
0.025,748,673,823,0.0807787651725081,0.1017234736928,1.22707032647416,0.491601977508746,710,823,783,742,151,0.161289144320148,0.0795347809139286
0.03,897,822,972,0.108248092441321,0.0971449381864306,1.19064282681516,0.491576189661689,888,972,943,846,151,0.216136532501624,0.075954950170973
0.035,1047,972,1122,0.087212080447425,0.0893612581209393,1.17989250533427,0.515624015189004,1122,1088,1040,1085,151,0.174134400293264,0.0698691052205486
0.04,1196,1121,1271,0.10149956975151,0.0515719086815593,1.12217526556003,0.49243645511018,1178,1271,1186,1230,151,0.202661908969806,0.0403226542448606
0.045,1346,1271,1421,0.0971184551209482,0.178856367814067,1.13434879354351,0.50550353528258,1421,1379,1393,1421,151,0.193914235884897,0.13984286529688
0.05,1496,1421,1571,0.152083447879939,0.128745968013355,1.09724496518504,0.40562132714675,1421,1571,1559,1455,151,0.303661601182306,0.100662924571545
0.055,1645,1570,1720,0.142249133200973,0.142928061738452,1.02835348465524,0.402720167343963,1570,1720,1719,1603,151,0.284025646161724,0.111751512843047
0.06,1795,1720,1870,0.076633126452615,0.266845840557254,1.07801792921247,0.391041383430719,1831,1789,1763,1720,151,0.153011640692008,0.208639409332485
0.065,1944,1869,2019,0.131460800953225,0.152835120718136,1.02546940755253,0.382884017085254,1896,2012,1926,1873,151,0.262484825710152,0.119497569253096
0.07,2094,2019,2169,0.210857516578137,0.268748335489266,1.02548748260522,0.382575988923062,2073,2116,2019,2120,151,0.421014462770394,0.210126917693283
0.075,2243,2168,2318,0.0849473007457886,0.203459949867848,1.01472608286536,0.483356334752324,2318,2290,2234,2274,151,0.169612365580669,0.159079728110422
0.08,2393,2318,2468,0.285477861543274,0.449915169577169,1.10118441605029,0.605304561360428,2318,2362,2318,2402,151,0.570007227918497,0.351776272900776
0.085,2542,2467,2617,0.209382494746392,0.411559378614606,0.939513502720491,0.494251870027934,2514,2617,2467,2550,151,0.418069319840967,0.321786936907388
0.09,2692,2617,2767,0.211145771782222,0.366149662080792,0.994598856653358,0.478320576687325,2621,2730,2617,2662,151,0.421590015455725,0.286282330892974
0.095,2842,2767,2917,0.138455993525673,0.231432088058666,0.883556979743643,0.247515418209099,2816,2917,2767,2917,151,0.276451969450901,0.180950372141115
0.1,2991,2916,3066,0.25580573480223,0.392785311099182,1.06485792636034,0.474270932718585,2916,2987,2916,3066,151,0.510761559555016,0.30710801086902
0.105,3141,3066,3216,0.166203443357759,0.227680697051968,0.977013621495074,0.323216616394847,3092,3139,3141,3096,151,0.331854678701607,0.178017262889054
0.11,3290,3215,3365,0.366175205413093,0.490266504828304,1.00134765886729,0.477703246779951,3365,3253,3365,3215,151,0.731133800154113,0.383325869982719
0.115,3440,3365,3515,0.204091958025258,0.532822522550269,1.11067157030167,0.629380268025279,3365,3451,3365,3482,151,0.407505824113793,0.416599247534762
0.12,3589,3514,3664,0.0426565388012262,0.340763822283342,0.968349696735838,0.390680315906768,3525,3648,3657,3541,151,0.0851713520034149,0.266433842306124
0.125,3739,3664,3814,0.443832189308198,0.33298283811888,0.701937878066412,0.379852684467011,3664,3814,3756,3814,151,0.886189753982781,0.260350105206424
0.13,3888,3813,3963,0.266356047720393,0.600729555558428,0.970404180150048,0.623965911136235,3866,3912,3864,3963,151,0.53182713216245,0.469693885347953
0.135,4038,3963,4113,0.0919205863279617,0.136155040430299,0.976201839753407,0.210140098049454,4113,4084,3963,4079,151,0.18353576812646,0.106455874124533
0.14,4188,4113,4263,0.262074329877059,0.186875029708584,0.861486376245055,0.223505509631855,4113,4263,4263,4177,151,0.52327792240792,0.146112436064088
0.145,4337,4262,4412,0.267110058952972,0.546871305477488,0.863586075487737,0.658936484739923,4412,4262,4412,4363,151,0.533332649438565,0.427583603767012
0.15,4487,4412,4562,0.0866261087019722,0.493515969153005,1.00856324778526,0.59566923278532,4473,4527,4423,4537,151,0.172964403683164,0.385866536593586
0.155,4636,4561,4711,0.126049234188283,0.151604545845918,0.993383062011154,0.231771268404174,4661,4618,4673,4621,151,0.251679672015551,0.11853541667113
