"percentile","center_rank","lo_rank","hi_rank","iod_local_amplitude","cv2_local_amplitude","iod_local_midpoint","cv2_local_midpoint","iod_peak_rank","iod_trough_rank","cv2_peak_rank","cv2_trough_rank","local_window_n","iod_local_amplitude_scaled","cv2_local_amplitude_scaled"
0.005,157,78,236,0.126202026548077,0.0463910107571098,1.52949600716292,0.139505779199063,109,222,118,236,159,0.194114669357187,0
0.01,314,235,393,0.0722922470982689,0.0790176045765207,1.41241280551686,0.148993096206568,393,353,393,235,159,0.085584254794348,0.0235116492557624
0.015,471,392,550,0.0717541952841789,0.0678549875348511,1.29292379941683,0.142299423425251,425,545,397,451,159,0.084501056401859,0.0154675506865765
0.02,628,549,707,0.0961424525889137,0.135701388086634,1.21306632872713,0.117477567217807,630,674,627,582,159,0.133599155165412,0.0643595920032048
0.025,785,706,864,0.0719918385300082,0.109234867406345,1.12264051912119,0.0497520241958196,864,823,864,829,159,0.084979476463138,0.0452870662378852
0.03,942,863,1021,0.0629188380233987,0.064719258791509,1.0999356884223,0.0479116665785821,1021,966,1014,962,159,0.066713838644531,0.0132078555807144
0.035,1099,1020,1178,0.0420741919609201,0.0539370686416335,1.09844733059181,0.0518566141058408,1020,1123,1031,1078,159,0.0247496885095318,0.00543790342401748
0.04,1256,1177,1335,0.14546493068504,0.0537341515660151,1.03365483878035,0.0272128459824758,1243,1335,1335,1303,159,0.232894478753647,0.00529167562174204
0.045,1413,1334,1492,0.14183180844469,0.35058353874905,1.07478369295204,0.206685179842113,1354,1467,1354,1402,159,0.225580327834707,0.219209766853294
0.05,1570,1491,1649,0.142710303466912,0.155556734198723,1.0241158826056,-0.0475146113211378,1520,1565,1523,1491,159,0.227348901735885,0.0786679177887011
0.055,1727,1648,1806,0.159576183650536,0.13969490276765,0.933912325111297,-0.0473613777113357,1648,1806,1648,1806,159,0.261303056009509,0.0672374319946392
0.06,1884,1805,1963,0.133737501731787,0.163716438895324,0.921634808081976,-0.003147607328499,1909,1957,1908,1805,159,0.209284982683685,0.0845480325171639
0.065,2041,1962,2120,0.124601089801245,0.0783088904388236,0.883775075255647,-0.0319675561023686,2120,1962,2120,2093,159,0.190891685872634,0.0230009297390281
0.07,2198,2119,2277,0.283434721514852,0.0823649351684696,0.892319039905523,-0.0629375146416267,2277,2119,2222,2119,159,0.510653333431376,0.0259238306577377
0.075,2355,2276,2434,0.233991011477787,0.170958498673442,0.903533871798298,-0.00228381441269518,2276,2395,2276,2395,159,0.411113947393939,0.0897668662800397
0.08,2512,2433,2591,0.0652004667985747,0.0972351544459724,0.859108194078122,-0.00434905772505596,2591,2433,2433,2527,159,0.0713071818074148,0.0366397325978574
0.085,2670,2591,2749,0.188989427097607,0.0853854423919441,0.906254790796956,-0.0651879003377918,2749,2591,2628,2679,159,0.320517386647246,0.0281004938670789
0.09,2827,2748,2906,0.232581430489224,0.489685628004049,0.862722133711024,0.294362578210961,2748,2826,2748,2906,159,0.408276198647609,0.319450679263878
0.095,2984,2905,3063,0.113298608305018,0.0974165929813246,0.814985228015398,-0.0487249082662398,2927,2968,3004,2963,159,0.168137688084229,0.0367704823545832
0.1,3141,3062,3220,0.251375146463497,0.192815699803259,0.754548216052932,-0.136738720064412,3220,3062,3151,3062,159,0.446111444992164,0.1055177855921
0.105,3298,3219,3377,0.181696999905794,0.15591124836804,0.829157819939907,-0.0202770985390173,3333,3377,3337,3377,159,0.305836374141273,0.0789233907581238
0.11,3455,3376,3534,0.328337622221989,0.269115272470399,0.816533400099968,0.0104494998092479,3534,3376,3534,3376,159,0.601051225586672,0.160501422586013
0.115,3612,3533,3691,0.143175630971754,0.163428201062942,0.922200921390576,0.0223801169167695,3533,3632,3533,3566,159,0.228285692565366,0.084340320156667
0.12,3769,3690,3848,0.112992663153391,0.250259475998239,0.950729338342814,0.129223846760713,3740,3690,3848,3815,159,0.167521763580764,0.146913400632348
0.125,3926,3847,4005,0.165688497581845,0.267879589077292,0.900008245674227,0.21503370252785,3847,4005,3847,3932,159,0.273608280992313,0.159610954071564
0.13,4083,4004,4162,0.11477858802371,0.498104985208474,0.976639173349441,0.270229285945335,4162,4128,4162,4004,159,0.171117162570187,0.325517906956879
0.135,4240,4161,4319,0.153011697177104,0.730610935030481,1.04575809236577,0.623398669107921,4161,4197,4161,4274,159,0.24808752358432,0.493068291540409
0.14,4397,4318,4476,0.157476460291908,0.16016919632539,0.954457790425023,0.0070920762523614,4476,4318,4351,4318,159,0.25707592228897,0.0819917888715349
0.145,4554,4475,4633,0.14306772244676,0.121113078762709,0.885872780240433,0.0313651835859682,4523,4565,4512,4571,159,0.228068452630944,0.0538468423745683
0.15,4711,4632,4790,0.131515884657324,0.143162607134157,0.989664062208615,0.0101360538796112,4784,4718,4776,4664,159,0.204812454237973,0.0697363581540554
0.155,4868,4789,4947,0.198988225558407,0.0821451945514943,1.03775211828771,0.0426966402649761,4947,4789,4854,4900,159,0.340646827968578,0.0257654793342081
0.16,5025,4946,5104,0.0816501976651829,0.233440607624448,1.03824580216003,0.0862658851832727,4946,5017,5102,5045,159,0.104423550091991,0.134793246862323
0.165,5182,5103,5261,0.158422368128401,0.152810774915939,1.03638249675848,-0.00944414023423441,5253,5140,5136,5103,159,0.258980210725698,0.0766891016154661
0.17,5339,5260,5418,0.0858197416267994,0.184376328523378,0.988368725107026,0.105443456248108,5262,5307,5302,5355,159,0.112817617723329,0.0994361351884448
0.175,5496,5417,5575,0.0944043729115038,0.147664483745623,0.98278087541141,0.0410692303701078,5507,5573,5532,5575,159,0.130100077449686,0.0729805381768733
0.18,5653,5574,5732,0.0900716727267329,0.211088673953233,1.0158788627071,0.0401288031345024,5695,5652,5690,5732,159,0.121377545990111,0.118685809243352
0.185,5810,5731,5889,0.0610047743169309,0.231647201802539,1.05139898591668,0.146716893689972,5852,5889,5854,5889,159,0.0628604723410009,0.13350086774082
0.19,5967,5888,6046,0.120596846293119,0.105981753803903,0.99897501552991,0.0186791314007634,5896,5954,5986,5930,159,0.182830398804078,0.0429427802718682
