"feature_id","gene_symbol_trt","pc1_loading_trt","pc1_loading_abs_trt","rank_trt","gene_symbol_ctrl","pc1_loading_ctrl","pc1_loading_abs_ctrl","rank_ctrl","gene_symbol","combined_rank","in_treatment_leading_edge","in_control_leading_edge","in_leading_edge_union","in_remainder"
"73573","Psmd11",-0.0190708381057438,0.0190708381057438,21,"Psmd11",-0.0213718376264494,0.0213718376264494,27,"Psmd11",24,TRUE,TRUE,TRUE,FALSE
"39594","Snrpd2",-0.0191567869722485,0.0191567869722485,18,"Snrpd2",0.0171087086360753,0.0171087086360753,192,"Snrpd2",105,TRUE,TRUE,TRUE,FALSE
"523782","Anp32a",-0.0165739979121748,0.0165739979121748,130,"Anp32a",0.0189906996899076,0.0189906996899076,87,"Anp32a",108,TRUE,TRUE,TRUE,FALSE
"2591","LOC120098884",-0.0157891517041356,0.0157891517041356,204,"LOC120098884",-0.0199783466006708,0.0199783466006708,52,"LOC120098884",128,TRUE,TRUE,TRUE,FALSE
"299528","Fbxw7",0.0163066093424825,0.0163066093424825,154,"Fbxw7",-0.0181547430702214,0.0181547430702214,118,"Fbxw7",136,TRUE,TRUE,TRUE,FALSE
"93859","Calcoco2",-0.0168618775507601,0.0168618775507601,113,"Calcoco2",-0.0174821315180873,0.0174821315180873,170,"Calcoco2",142,TRUE,TRUE,TRUE,FALSE
"539047","-",-0.0156672918111495,0.0156672918111495,221,"-",-0.0164789886415557,0.0164789886415557,253,"-",237,TRUE,TRUE,TRUE,FALSE
"329429","Mdk",0.0167898101501518,0.0167898101501518,121,"Mdk",-0.0154528889195955,0.0154528889195955,387,"Mdk",254,TRUE,TRUE,TRUE,FALSE
"205134","Ccdc124",0.0162778801961276,0.0162778801961276,157,"Ccdc124",0.0156265256588343,0.0156265256588343,352,"Ccdc124",254,TRUE,TRUE,TRUE,FALSE
"549534","Tmem258b",-0.0143775812907437,0.0143775812907437,433,"Tmem258b",0.0186473175891464,0.0186473175891464,98,"Tmem258b",266,TRUE,TRUE,TRUE,FALSE
"286858","Arsb",-0.0138972339790479,0.0138972339790479,513,"Arsb",-0.0202289024690426,0.0202289024690426,46,"Arsb",280,TRUE,TRUE,TRUE,FALSE
"12092","Nell1",-0.0148143114224883,0.0148143114224883,347,"Nell1",0.0159393751704799,0.0159393751704799,313,"Nell1",330,TRUE,TRUE,TRUE,FALSE
"120304","Ywhag",-0.0139691636191645,0.0139691636191645,500,"Ywhag",-0.0173508881034367,0.0173508881034367,174,"Ywhag",337,TRUE,TRUE,TRUE,FALSE
"352228","Eid1",-0.0150292647990574,0.0150292647990574,311,"Eid1",0.0154449418178462,0.0154449418178462,389,"Eid1",350,TRUE,TRUE,TRUE,FALSE
"89919","Cluh",-0.0149155752613315,0.0149155752613315,330,"Cluh",0.0155022492904355,0.0155022492904355,375,"Cluh",352,TRUE,TRUE,TRUE,FALSE
"436651","Kazn",-0.0132182161435412,0.0132182161435412,695,"Kazn",-0.019310194214105,0.019310194214105,78,"Kazn",386,TRUE,TRUE,TRUE,FALSE
"351465","Tubgcp4",-0.0160296133424248,0.0160296133424248,180,"Tubgcp4",0.0145102760879242,0.0145102760879242,600,"Tubgcp4",390,TRUE,TRUE,TRUE,FALSE
"539062","Pard3b",-0.0147986106584359,0.0147986106584359,352,"Pard3b",-0.0148137943704627,0.0148137943704627,526,"Pard3b",439,TRUE,TRUE,TRUE,FALSE
"270943","LOC682402",-0.0184455037067857,0.0184455037067857,45,"LOC682402",0.0136579743187302,0.0136579743187302,864,"LOC682402",454,TRUE,TRUE,TRUE,FALSE
