"crossing_id","idx_left","idx_right","percentile_left","percentile_right","rank_left","rank_right","regime_difference_left","regime_difference_right","crossing_percentile","crossing_rank","left_window_positive_frac","right_window_negative_frac","stable_crossing"
"crossing_1",12,13,0.16,0.17,4905,5212,0.0434563996239596,-0.0346380377342359,0.165564596031935,5076,1,0,FALSE
"crossing_2",15,16,0.19,0.2,5825,6131,-0.0612464358556768,0.0303209517942845,0.196688673492555,6030,1,0.666666666666667,FALSE
"crossing_3",16,17,0.2,0.21,6131,6438,0.0303209517942845,-0.0614149033817021,0.203305245450224,6232,1,1,TRUE
"crossing_4",85,86,0.89,0.9,27284,27590,-0.19002905770095,0.163437696583415,0.895376150809025,27449,0,1,FALSE
"crossing_5",88,89,0.92,0.93,28204,28510,0.0338164980682805,-0.146268017429516,0.921877812646735,28261,0,0.333333333333333,FALSE
