"dataset_name","feature_id","gene_symbol","baseMean","lfc_shrunk","regulation_direction","lfdr","pvalue","wald_pvalue","padj","empirical_p","empirical_q","HBFSS","hc_p_threshold_dataset","hbfss_threshold_dataset","resLA_padj","resGA_padj","hc_empirical_pass","deseq2_strong_call","deseq2_weak_call_raw","deseq2_weak_call","standard_significant","HBFSS_significant","effect_class","log2FoldChange","lfcSE","stat","raw_lfc_pass","shrunk_lfc_pass","neglog10_wald_pvalue","padj_strong_effect","padj_weak_effect","HBFSS_only_call","overlap_call","R0_1","R0_2","R0_3","R0_4","R0_5","ZT6_1","ZT6_2","ZT6_3","ZT6_4","ZT6_5","dispGeneEst","dispFit","dispersion","dispIter","dispOutlier","neglog10_padj","neglog10_empirical_p","hc_threshold_source"
"RT0_ZT6_remainder_dataset","379599","Slco1c1",26.2992205633868,1.51311176246685,"upregulated",0.329336035538292,0.000583847969094018,0.000583847969094018,0.179981816619007,0.000496049203459137,0.142997292207338,5.00004035957971,0.0382798771872104,1.41702946423381,0.968584934777965,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"intermediate",1.91600214757974,0.557137880470032,3.43900893251648,TRUE,TRUE,3.23370022613971,1,0.968584934777965,TRUE,FALSE,49.3251761818454,78.5019016629738,8.70634475989648,63.8123370490875,6.49253135306486,6.56926342550012,7.36803256125789,20.918988889761,7.28162138210267,14.016008368378,0.566059154626938,0.162035310091128,0.319150846063295,10,FALSE,0.744771369012939,3.30447524340705,"hc.thresh_primary"
"RT0_ZT6_remainder_dataset","407710","Ecpas",28.0515998191136,-0.721586441973872,"downregulated",0.612872768615043,0.00666138418971075,0.00666138418971075,0.498722335561526,0.00599730613186256,0.432351705355723,1.60339666662136,0.0382798771872104,1.41702946423381,0.852121255281977,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"intermediate",-1.27822803349855,0.471094673957341,-2.71331455047251,TRUE,FALSE,2.17643551805313,1,0.852121255281977,TRUE,FALSE,6.16564702273067,9.95094528122203,44.6200168944695,10.9152681794492,10.3880501649038,46.4540770803223,39.2961736600421,20.918988889761,63.1073853115565,28.6994457066787,0.339051286864969,0.150754158671734,0.221639781224301,9,FALSE,0.302141181222377,2.22204378208012,"hc.thresh_primary"
"RT0_ZT6_remainder_dataset","268475","-",31.2934559462987,3.06823802813411,"upregulated",0.000623633493524858,6.64774722995132e-12,6.64774722995132e-12,5.60139181595698e-08,3.58602036953926e-12,2.97384832109619e-08,35.1171724006049,0.0382798771872104,1.41702946423381,0.999999999898316,0.0191527946233618,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",3.21165880492586,0.467828836403825,6.86502958991092,TRUE,TRUE,11.1773255022691,0.0191527946233618,0.999999999898316,FALSE,TRUE,48.0920467772992,29.8528358436661,91.416619978913,67.1708811043026,44.1492132008411,5.16156412003581,9.82404341501052,8.36759555590441,8.89975946701437,0,0.347455001640767,0.133989586266621,0.182576721981973,12,FALSE,7.2517040474783,11.4453872478599,"hc.thresh_primary"
"RT0_ZT6_remainder_dataset","293479","LOC682357",41.4753110689756,0.767154517247565,"upregulated",0.329336035538292,0.00153471271472973,0.00153471271472973,0.262124783803636,0.00133450930662016,0.22186902414925,2.20532251495957,0.0382798771872104,1.41702946423381,0.800824051688228,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"intermediate",1.00677975739804,0.317792793015302,3.1680383555758,TRUE,FALSE,2.81397290884119,1,0.800824051688228,TRUE,FALSE,59.1902114182144,50.8603869929126,30.4722066596377,76.4068772561442,59.7312884481967,28.6232192111077,23.33210311065,34.8649814829351,14.5632427642053,36.7085933457519,0.0870783259484832,0.100817213848709,0.0953584839876224,9,FALSE,0.581491914725651,2.87467839317682,"hc.thresh_primary"
"RT0_ZT6_remainder_dataset","529314","Zmynd10",31.5769263461733,-0.884058065518093,"downregulated",0.612872768615043,0.00324325303255056,0.00324325303255056,0.383707163458409,0.00287081449658233,0.327345297014489,2.24727106680134,0.0382798771872104,1.41702946423381,0.861512536609286,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"intermediate",-1.28904777202429,0.43790210000219,-2.94368940459031,TRUE,FALSE,2.48901916716002,1,0.861512536609286,TRUE,FALSE,3.6993882136384,23.2188723228514,43.5317237994824,10.9152681794492,10.3880501649038,49.2694756912509,44.2081953675474,29.2865844456654,59.8711091417331,41.3805961352112,0.305005175888155,0.132729725733062,0.19025731151743,10,FALSE,0.41600009284907,2.541994869403,"hc.thresh_primary"
"RT0_ZT6_remainder_dataset","282293","Cisd2",26.3454208914496,1.47894687876234,"upregulated",0.134938937576362,0.000134938826249533,0.000134938826249533,0.0710621593736603,0.000110651700780062,0.0573514196590971,5.85077582962025,0.0382798771872104,1.41702946423381,0.968819803577547,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"intermediate",1.75958069439342,0.460953161224798,3.81726570595164,TRUE,TRUE,3.86986307182685,1,0.968819803577547,TRUE,FALSE,46.8589173727531,32.064157017271,75.0922235541072,21.8305363588983,27.2686316828724,4.69233101821437,19.648086830021,4.18379777795221,17.7995189340287,14.016008368378,0.275276803708245,0.16171364979214,0.20485758327466,10,FALSE,1.14836159969194,3.95604190633031,"hc.thresh_primary"
"RT0_ZT6_remainder_dataset","116251","-",25.5990493188933,0.73437443571361,"upregulated",0.612872768615043,0.00669663920478675,0.00669663920478675,0.498722335561526,0.00602979271701209,0.433038910114897,1.63008918502326,0.0382798771872104,1.41702946423381,0.877435415412072,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"intermediate",1.39698625092112,0.515195543904233,2.71156508912042,TRUE,FALSE,2.17414309894215,1,0.877435415412072,TRUE,FALSE,60.4233408227606,25.4301934964563,18.50098261478,69.6897891457139,10.3880501649038,5.63079722185725,12.2800542687632,18.1297903711262,27.508347443499,8.00914763907313,0.424697850391584,0.167088129307088,0.272271753332315,8,FALSE,0.302141181222377,2.21969761711443,"hc.thresh_primary"
"RT0_ZT6_remainder_dataset","307934","Ankrd13c",33.7894468490172,0.651982358819054,"upregulated",0.612872768615043,0.00625987309375932,0.00625987309375932,0.498722335561526,0.00562760930002892,0.424144539163747,1.46674910504581,0.0382798771872104,1.41702946423381,0.810371103482414,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"intermediate",1.0688946366803,0.390985240466774,2.73384907165346,TRUE,FALSE,2.2034344711408,1,0.810371103482414,TRUE,FALSE,62.8895996318528,72.9735987289616,19.5892757097671,48.6988888006194,23.3731128710335,15.015459258286,18.4200814031447,34.8649814829351,15.3723118066612,26.6971587969104,0.191692059271451,0.123731302991951,0.151054546675338,7,FALSE,0.302141181222377,2.24967606133171,"hc.thresh_primary"
"RT0_ZT6_remainder_dataset","59411","Cstf2t",28.8947297969321,1.19709044925329,"upregulated",0.329336035538292,0.000644035179326779,0.000644035179326779,0.187946803209216,0.000548479780519306,0.151173732317452,3.90351967581034,0.0382798771872104,1.41702946423381,0.929011182732125,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"intermediate",1.51768195951789,0.444760499095276,3.41235780291894,TRUE,TRUE,3.19109040939451,1,0.929011182732125,TRUE,FALSE,50.5583055863915,69.6566169685542,14.1478102348318,36.9439846073664,41.5522006596151,9.85389513825018,4.91202170750526,32.0757829643003,14.5632427642053,14.6834373383007,0.278843484748569,0.145933117363099,0.194815613090895,10,FALSE,0.725965056810529,3.26083937788097,"hc.thresh_primary"
"RT0_ZT6_remainder_dataset","346418","Ola1",15.9587012671384,1.43491995098945,"upregulated",0.329336035538292,0.00136322421935168,0.00136322421935168,0.258048717087082,0.00118203963269625,0.212907570642299,4.20053869215664,0.0382798771872104,1.41702946423381,0.962170158288915,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"intermediate",1.9200259988832,0.59957222898109,3.20232643554236,TRUE,TRUE,2.86543270673425,1,0.962170158288915,TRUE,FALSE,44.3926585636608,18.7962299756416,5.4414654749353,21.8305363588983,36.3581755771632,5.63079722185725,0,8.36759555590441,8.09069042455852,10.6788635187642,0.442146835386473,0.295935472458946,0.344077521003056,10,FALSE,0.588298295723602,2.92736796171811,"hc.thresh_primary"
