"percentile","center_rank","lo_rank","hi_rank","iod_amplitude","cv2_amplitude","iod_center","cv2_center","iod_residual_sd","cv2_residual_sd","center_distance","center_agreement","local_fourier_score"
0.01,310,1,2171,0.70263116735715,0.067950831420947,1086,1086,0.256319654069224,0.427525826111525,0,1,2.06911605212527
0.02,620,1,2481,0.686911653654415,0.0306270127712144,1241,1241,0.259504407410197,0.435978891191057,0,1,1.96088670559241
0.03,930,1,2791,0.707672787950259,0.0359241745448282,1396,947.5,0.263417323807153,0.443478835820438,448.5,0.00222469410456062,1.00505392681832
0.04,1241,1,3102,0.708878957330132,0.0330169174349266,1551.5,1022.5,0.265435992361535,0.444505690352134,529,0.00188679245283019,0.999772525742062
0.05,1551,1,3412,0.709747436116992,0.0338321291533575,1706.5,1065.5,0.267421904307828,0.45002546593681,641,0.00155763239875389,1.0025605979178
0.06,1861,1,3722,0.71417715222451,0.0343896167754874,1861.5,2802.5,0.270949427570584,0.455590462440965,941,0.00106157112526539,1.00969886434756
0.07,2171,310,4032,0.469810510212899,0.0381874348260684,2171,3046,0.26856181943755,0.468179174447852,875,0.00114155251141553,0.667944631800696
0.08,2481,620,4342,0.369768685337361,0.0382998162830303,2481,3038.5,0.273939933923142,0.478382109467031,557.5,0.0017905102954342,0.525338133529634
0.09,2791,930,4652,0.314331718636206,0.044425061924695,2791,3193.5,0.279562902186034,0.489361995403545,402.5,0.00247831474597274,0.46056058982765
0.1,3102,1241,4963,0.224793540298772,0.0771704021315699,3102,3594.5,0.284725124445085,0.499222880451896,492.5,0.00202634245187437,0.406832004585474
0.11,3412,1551,5273,0.244635312749891,0.0652773319522226,3412,3485.5,0.290249683365802,0.504829794828174,73.5,0.0134228187919463,0.419390897464531
0.12,3722,1861,5583,0.184637403330591,0.0944507135049723,3722,3722,0.299304779876425,0.518030643170738,0,1,1.38686834146938
0.13,4032,2171,5893,0.17677928497149,0.0939523421601298,4032,4032,0.302887515750975,0.526372082983313,0,1,1.37445155807135
0.14,4342,2481,6203,0.150172764580223,0.0977241288203893,4342,4342,0.308305834971516,0.533657684403064,0,1,1.34494196308496
0.15,4652,2791,6513,0.152291639138438,0.101859453235754,4652,4652,0.311487895396936,0.539652175862906,0,1,1.35747445771008
0.16,4963,3102,6824,0.140555273284185,0.0833739405013041,4963,5051.5,0.318359177519975,0.554582830996103,88.5,0.0111731843575419,0.30937676942999
0.17,5273,3412,7134,0.129885193416426,0.0796619722532724,5273,4988.5,0.326460101198737,0.568003856450448,284.5,0.00350262697022767,0.277878560229302
0.18,5583,3722,7444,0.0992877260158307,0.100199984973268,5583,5583,0.329620010921797,0.57351911125922,0,1,1.27762911001754
0.19,5893,4032,7754,0.0946934428371867,0.101651179006197,5893,5893,0.335455614126048,0.584434433495388,0,1,1.27436975978193
0.2,6203,4342,8064,0.100875515690875,0.098881760495919,6203,6203,0.340149759231876,0.591490312010917,0,1,1.27688078197937
0.21,6513,4652,8374,0.115043911476784,0.0900914920700799,6513,6612,0.344834889552481,0.597846201061385,99,0.01,0.287027220601185
0.22,6824,4963,8685,0.0617818486306833,0.158064757669975,6810.5,6824,0.350641732605479,0.607835191131713,13.5,0.0689655172413793,0.425623368636731
0.23,7134,5273,8995,0.0787320919408734,0.0951645684747779,7134,7134,0.354002584198309,0.616837623328157,0,1,1.23658223270065
0.24,7444,5583,9305,0.0628233198214707,0.110145488650648,7444,7444,0.356923880032583,0.622032861207432,0,1,1.24815019337968
0.25,7754,5893,9615,0.0534844666886183,0.128517143184356,7310.5,7754,0.36245515902649,0.630644309317602,443.5,0.00224971878515186,0.279176290491199
0.26,8064,6203,9925,0.0676411740823965,0.0866340758243782,8064,8142.5,0.367100527893407,0.637343853110297,78.5,0.0125786163522013,0.21366826603339
0.27,8374,6513,10235,0.049993307854826,0.099141449728496,8374,8374,0.371033683917018,0.644410265230738,0,1,1.20448463967863
0.28,8684,6823,10545,0.0463126764891567,0.0950253782718998,8684,8196.5,0.376611663149291,0.651752689200987,487.5,0.00204708290685773,0.191803030538836
0.29,8995,7134,10856,0.0603102323120758,0.11466124634498,8995,8995,0.378755677136742,0.656077908307921,0,1,1.25491128771367
0.3,9305,7444,11166,0.0533951846411843,0.122545802718666,9305,9305,0.384724277792309,0.66752187000983,0,1,1.26309090739293
0.31,9615,7754,11476,0.0602404136490486,0.0805540181949331,9615,9618.5,0.385357770407677,0.668751507386435,3.5,0.222222222222222,0.398738073598537
0.32,9925,8064,11786,0.0382465278754511,0.122084510647919,9857,9925,0.391197456591452,0.680346020232542,68,0.0144927536231884,0.254793467603374
0.33,10235,8374,12096,0.0353224168243664,0.110023801283066,9695.5,10235,0.393569995825278,0.685045945771988,539.5,0.00185013876040703,0.210270001018508
0.34,10545,8684,12406,0.0330661160426647,0.152426229755796,10212.5,10545,0.394505937550967,0.685902269853359,332.5,0.00299850074962519,0.305519053129964
0.35,10856,8995,12717,0.0651253906722429,0.0992036443891162,10856,11082,0.398566121198876,0.692313559201614,226,0.00440528634361234,0.230740190427966
0.36,11166,9305,13027,0.0654090075925118,0.104232894292691,11166,11176.5,0.400548591123663,0.697185828084935,10.5,0.0869565217391304,0.325243242279932
0.37,11476,9615,13337,0.0506624457249517,0.112358430937469,11476,11058.5,0.40149389224993,0.697850809173138,417.5,0.002389486260454,0.238174435622897
0.38,11786,9925,13647,0.0628264880090839,0.102779835059994,11786,11786,0.404310239502326,0.702605983158493,0,1,1.23124641897156
0.39,12096,10235,13957,0.0549230251200732,0.216744563132699,13547,12096,0.408375140296484,0.707029705391713,1451,0.00068870523415978,0.482210508449707
0.4,12406,10545,14267,0.0465629902379652,0.111612611422535,11792.5,12504.5,0.407278805631285,0.70660834148696,712,0.00140252454417952,0.229594588750572
0.41,12717,10856,14578,0.0301926573161648,0.139037728936404,13692,12717,0.408925093762803,0.70886709011556,975,0.00102459016393443,0.268688924850761
0.42,13027,11166,14888,0.0448578860022592,0.116498443484616,14480,12726.5,0.409345785121968,0.710578955822904,1753.5,0.000569962952408094,0.237531730153895
0.43,13337,11476,15198,0.0411362416395775,0.102115681341435,13634,12809,0.41016309576291,0.714435846475291,825,0.00121065375302663,0.199817062666287
0.44,13647,11786,15508,0.0415219156335942,0.111985176438055,14574,12960,0.408790518675728,0.710416371235094,1614,0.000619195046439629,0.222434910880923
0.45,13957,12096,15818,0.0574015375598654,0.0703734384432422,13957,13496.5,0.409955453716086,0.712513375033356,460.5,0.00216684723726977,0.15124007469141
0.46,14267,12406,16128,0.0643530479963771,0.0791820563228769,14267,14495.5,0.413443828818423,0.719480591164764,228.5,0.00435729847494553,0.183623440680509
0.47,14578,12717,16439,0.0594121830737298,0.0744001557186388,15268.5,14516,0.41252287569208,0.716292930073154,752.5,0.0013271400132714,0.162528289316059
0.48,14888,13027,16749,0.0400055315746178,0.079322093017297,15274.5,14596,0.41063981456175,0.713628883639286,678.5,0.00147167034584253,0.146131926788623
0.49,15198,13337,17059,0.039281587324676,0.051822957371657,15323,15621.5,0.411238734291382,0.715252638015824,298.5,0.00333889816360601,0.0838346429887938
0.5,15508,13647,17369,0.0766243602261764,0.0514852707913543,15508,15602.5,0.409651027736048,0.714082268156282,94.5,0.0104712041884817,0.143761258953925
0.51,15818,13957,17679,0.0348369071674439,0.174868618821416,15561.5,15818,0.407693040845505,0.716839297709454,256.5,0.00388349514563107,0.360462218365932
0.52,16128,14267,17989,0.0601194669961418,0.119996385383598,16128,16300.5,0.408457326777708,0.715649691973853,172.5,0.00576368876080692,0.272648462989365
0.53,16438,14577,18299,0.0272050762235241,0.115581891923035,16438,16284.5,0.406039647742817,0.711787760107102,153.5,0.00647249190938511,0.216006695486944
0.54,16749,14888,18610,0.0221788628514342,0.110443552386572,18008.5,16264,0.405915205488457,0.70905161930494,1744.5,0.000572901747350329,0.191101449239114
0.55,17059,15198,18920,0.0216474810580002,0.156693728110996,18590.5,17059,0.406891988229928,0.7074510899527,1531.5,0.00065252854812398,0.296588966591604
0.56,17369,15508,19230,0.017086841038531,0.117521424267128,17904,17369,0.407467854024441,0.710243400133703,535,0.00186567164179104,0.20133723724284
0.57,17679,15818,19540,0.0474531435037794,0.0759655164122695,17679,17828,0.407313984287317,0.708955557786235,149,0.00666666666666667,0.154305546395892
0.58,17989,16128,19850,0.0344524699920339,0.160155165076342,19250.5,18209,0.40372026910674,0.709353423054993,1041.5,0.000959232613908873,0.323210812615925
0.59,18299,16438,20160,0.0631144885554834,0.130644419184612,18299,18177,0.405501517597927,0.712219239032619,122,0.00813008130081301,0.303754545549513
0.6,18610,16749,20471,0.0243256249973828,0.144646200668674,17912,18112,0.410386533680681,0.719120775359394,200,0.00497512437810945,0.277097597878361
0.61,18920,17059,20781,0.0318734188178597,0.128377388116953,19023,18269.5,0.408656672061954,0.715783740513479,753.5,0.00132538104705103,0.246929345619894
0.62,19230,17369,21091,0.055998696578858,0.103726832972882,19230,18901.5,0.409531530481431,0.717496783971504,328.5,0.00303490136570561,0.226660512000482
0.63,19540,17679,21401,0.0277136354737536,0.0941815972699838,19968.5,18968,0.410404691718173,0.715419554803408,1000.5,0.000998502246630055,0.162136534416667
0.64,19850,17989,21711,0.0263497282626267,0.0978086698541525,19915.5,18952.5,0.41031717025113,0.717732880895992,963,0.00103734439834025,0.168544977173138
0.65,20160,18299,22021,0.0599771923446637,0.280149081181005,20160,20160,0.408634225453048,0.725022304510652,0,1,1.63432122326496
0.66,20471,18610,22332,0.0391371195424091,0.21606052865849,21473,20471,0.407390032541861,0.729334103556046,1002,0.000997008973080758,0.45830314432027
0.67,20781,18920,22642,0.0297242482619108,0.125833809275597,21171,21313,0.405575114587312,0.726734282632928,142,0.00699300699300699,0.243674967980572
0.68,21091,19230,22952,0.0409595789896703,0.137969208616706,21804.5,21829,0.406066999466267,0.729405519614013,24.5,0.0392156862745098,0.319872684662978
0.69,21401,19540,23262,0.0640635034821304,0.183379430166372,20039.5,20056.5,0.406262900452416,0.733306819485811,17,0.0555555555555556,0.473597935924009
0.7,21711,19850,23572,0.0456356989719682,0.143627699281735,22700.5,20947.5,0.405102252396617,0.726869619568379,1753,0.000570125427594071,0.300924598410263
0.71,22021,20160,23882,0.0350212619616578,0.118442956242719,22492.5,22021,0.407018562949395,0.734641885655632,471.5,0.00211640211640212,0.229430945055175
0.72,22332,20471,24193,0.0405362825887086,0.120867948960052,21078.5,21394.5,0.400732040632809,0.732090314419662,316,0.00315457413249211,0.243947326340414
0.73,22642,20781,24503,0.0320359320522161,0.153288212160843,22591.5,22642,0.40030450388865,0.739451203468995,50.5,0.0194174757281553,0.322438928396877
0.74,22952,21091,24813,0.0484675990616051,0.125966964340785,24340.5,22952,0.398432789790906,0.736217252179331,1388.5,0.000719683339330694,0.264595290773074
0.75,23262,21401,25123,0.0492284572157465,0.0878181165327841,23262,22611.5,0.395085231539352,0.732471808373185,650.5,0.00153491941673062,0.178928933809426
0.76,23572,21711,25433,0.0397888514159431,0.187814537325136,24298.5,24236.5,0.392340698488034,0.735489345935265,62,0.0158730158730159,0.409273640240902
0.77,23882,22021,25743,0.0590791420683228,0.166946405680079,23882,23882,0.393727383687313,0.729224570652926,0,1,1.37316910543025
0.78,24192,22331,26053,0.0936651067859124,0.2632550542715,24192,24192,0.392294450667598,0.737004602003179,0,1,1.64386639668584
0.79,24503,22642,26364,0.0416207996681584,0.119184059606459,24503,25846.5,0.395825627605678,0.747538250387385,1343.5,0.000743770918557084,0.239226826627297
0.8,24813,22952,26674,0.0407513918529596,0.0767494046676471,26251.5,23842.5,0.392247368427708,0.751373399086213,2409,0.0004149377593361,0.140239389107663
0.81,25123,23262,26984,0.154891117774289,0.466250061269795,25123,25123,0.385734711746248,0.749043041213219,0,1,2.19768496925643
0.82,25433,23572,27294,0.0534303062957616,0.122783608823468,25433,25433,0.392173162063484,0.763601921864548,0,1,1.26368718942536
0.83,25743,23882,27604,0.0393027383474958,0.157218408238004,25168.5,25743,0.386474970824688,0.765724210389703,574.5,0.00173761946133797,0.324205566737859
