"percentile","center_rank","lo_rank","hi_rank","iod_amplitude","cv2_amplitude","iod_center","cv2_center","iod_residual_sd","cv2_residual_sd","center_distance","center_agreement","local_fourier_score"
0.84,26053,24192,27914,0.0358058932586167,0.159203148167042,26053,26663.5,0.382036068567639,0.775896669430313,610.5,0.00163532297628782,0.323643020691197
0.85,26364,24503,28225,0.08043885058665,0.370316508067275,27764,26364,0.377988684822488,0.771913089053926,1400,0.000713775874375446,0.871372928336612
0.86,26674,24813,28535,0.044454801510424,0.238174119126811,27348,28168.5,0.379427887567505,0.784119636661406,820.5,0.00121728545343883,0.51691495062936
0.87,26984,25123,28845,0.298738617910383,0.198727394957,26984,28378.5,0.381442285594558,0.777682544655186,1394.5,0.000716589036187746,0.790640698078303
0.88,27294,25433,29155,0.165085824258061,0.273682294458019,27633.5,26662.5,0.389303033700533,0.76459482607014,971,0.00102880658436214,0.771287059273547
0.89,27604,25743,29465,0.152453594551165,0.271419281767621,27529,28666.5,0.392948493343528,0.768718779823974,1137.5,0.000878348704435661,0.747820346487063
0.9,27914,26053,29775,0.168518813918321,0.292061104890327,29370,28581,0.392257428834502,0.756434329807882,789,0.00126582278481013,0.81863852787851
0.91,28225,26364,30086,0.184619178226714,0.283975399311592,27641,28527,0.391413797273745,0.748913500217451,886,0.00112739571589628,0.823035382806894
0.92,28535,26674,30396,0.215487139246239,0.365690068834529,27804,28535,0.392735313716854,0.739915132152593,731,0.00136612021857923,1.05513640125045
0.93,28845,26984,30706,0.161710815309876,0.449670130071897,28350,27430.5,0.394287275583377,0.715669688831148,919.5,0.00108636610537751,1.17049415495575
0.94,29155,27294,31016,0.177809841138209,0.303584045068374,29943,29111,0.390182966284241,0.719296070325538,832,0.00120048019207683,0.858353114127985
0.95,29465,27604,31016,0.171152067320517,0.417675016545136,28375.5,28713,0.392625282619598,0.708911858908499,337.5,0.00295420974889217,1.11245901134064
0.96,29775,27914,31016,0.238089150279019,0.372232619148894,28367,28881,0.39823850437544,0.700651292308828,514,0.00194174757281553,1.10315422406866
0.97,30086,28225,31016,0.136640555972587,0.280668137932629,29836.5,29620.5,0.406634372736164,0.679869972536132,216,0.00460829493087558,0.750097274389937
0.98,30396,28535,31016,0.139018381544682,0.177078198547576,29761,28970.5,0.408933341748383,0.683123977711632,790.5,0.00126342387871131,0.512366279951122
0.99,30706,28845,31016,0.288710984857306,0.0934704440472511,29930.5,30048,0.400604787312417,0.698272170462966,117.5,0.00843881856540084,0.542354018237655
1,31016,29155,31016,0.0936775880202805,0.232476049975588,30085.5,30085.5,0.399775742624923,0.704564856683026,0,1,1.57322916875207
