"comparison_name","dataset_name","n_features","hc_p_threshold","hbfss_threshold","n_standard_significant","n_HBFSS_significant","n_overlap_significant","n_strong_effect","n_weak_effect","evs_fixed_top_n","evs_cutoff_mode_main","evs_primary_preprocessing","shared_cutoff_rank","shared_cutoff_method","shared_cutoff_quantile","shared_selected_reason"
"RT8_ZT14","RT8_ZT14_leading_edge_dataset",4557,0.095682391886149,1.01916797664609,137,42,0,0,137,5000,"combined_fourier_first_stable_crossing","normalized",4557,"first_stable_crossing",0.855699810006333,"first_crossing_fallback"
