"index","rank","d1_here","d2_here","d1_left","d1_right","var_fit_here","gap_from_terminal","left_med_log_nb2","right_med_log_nb2","log_nb2_diff","left_med_gap","right_med_gap","gap_diff","left_med_amu","right_med_amu","amu_diff","variance_trough_score_raw","terminal_proximity_raw","passes_support_gate","nb2_score","gap_score","amu_score","trough_score","prox_score","candidate_score","role"
23381,23381,0.00163827364238797,-3.83099397078895e-09,0.00163826862780988,0.00163826096582193,3.71570723877279,1195,2.59525470695687,2.84490938381941,0.249654676862542,0.882553337436071,1.49751999623011,0.614966658794044,1.09861228866811,1.67592765370293,0.577315365034824,0.160940779579797,-1195,TRUE,0,1,1,1,1,0.7,"cutoff_center"
24576,24576,-0.00156230693232287,1.58875035440414e-08,-0.00156231392947917,-0.00156228215447208,3.65451231514324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terminal_start"
