"index","rank","d1_here","d2_here","d1_left","d1_right","var_fit_here","gap_from_terminal","left_med_log_nb2","right_med_log_nb2","log_nb2_diff","left_med_gap","right_med_gap","gap_diff","left_med_amu","right_med_amu","amu_diff","variance_trough_score_raw","terminal_proximity_raw","passes_support_gate","nb2_score","gap_score","amu_score","trough_score","prox_score","candidate_score","role"
21205,21205,8.68208284715946e-05,-1.26634377677033e-08,8.68224577435077e-05,8.67971308679723e-05,4.17130350901472,4752,0.916290731874155,3.58351893845611,2.66722820658195,0.127833371509885,1.51982575374441,1.39199238223453,0.22314355131421,1.62019070421036,1.39704715289615,0.00509312283331909,-4752,TRUE,1,1,1,0,0,0.75,"cutoff_center"
25957,25957,-0.000396639086418007,3.96144786693482e-09,-0.000396639688654841,-0.000396631765759107,3.88634483771123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terminal_start"
