"role","index","rank","d1_here","d2_here","var_fit_here"
"cutoff_anchor",26389,26389,0.000188128502074236,-2.34658127621419e-09,3.20391637386844
"leading_edge_5000_reference",26758,26758,-0.000222221341976601,-1.38155007392699e-06,3.21836033728014
"terminal_start",27049,27049,-0.00044889393543128,-6.60323135766199e-11,3.11291772293386
