"crossing_rank","crossing_type"
26.47905387989,"sign_change"
1121.90397178627,"sign_change"
3000.4419369932,"sign_change"
3636.92858089836,"sign_change"
3816.35108116989,"sign_change"
4118.52580641619,"sign_change"
4703.58174084102,"sign_change"
5322.04145308387,"sign_change"
6012.38996691935,"sign_change"
6013.85282041059,"sign_change"
6609.88372372737,"sign_change"
7351.68609629539,"sign_change"
8534.4031563132,"sign_change"
9433.66595622133,"sign_change"
11528.7776047678,"sign_change"
12458.5297616929,"sign_change"
13634.3370959448,"sign_change"
14541.8631740077,"sign_change"
15563.8416767847,"sign_change"
15580.4883310781,"sign_change"
16423.9672046428,"sign_change"
17137.5173264918,"sign_change"
18225.1166671635,"sign_change"
19046.1936792617,"sign_change"
20103.0579021605,"sign_change"
20901.6337567328,"sign_change"
21636.5759496749,"sign_change"
21825.8802427535,"sign_change"
22085.7121363589,"sign_change"
22764.2276336695,"sign_change"
23541.1377479321,"sign_change"
23645.8902229824,"sign_change"
23789.5280540978,"sign_change"
24481.1211372038,"sign_change"
24576.3735496737,"sign_change"
25062.4746353869,"sign_change"
26083.9616637875,"sign_change"
26611.0628902069,"sign_change"
27119.3395263465,"sign_change"
28148.3008746947,"sign_change"
29155.0102686079,"sign_change"
31743.8501692566,"sign_change"
