"crossing_rank","crossing_type"
26.4700987220263,"sign_change"
1097.01745428434,"sign_change"
2199.16147702406,"sign_change"
3117.99811757712,"sign_change"
3378.9150987692,"sign_change"
3863.16740240758,"sign_change"
4759.67510906253,"sign_change"
5104.22027135293,"sign_change"
5971.0371967496,"sign_change"
7012.37391828863,"sign_change"
7977.48356515576,"sign_change"
8752.49998512058,"sign_change"
9654.71345056889,"sign_change"
10398.1456162738,"sign_change"
11014.4764944506,"sign_change"
11342.5077757284,"sign_change"
12503.4010700939,"sign_change"
13152.8168765551,"sign_change"
13788.3739369408,"sign_change"
14883.9797378409,"sign_change"
15511.896019737,"sign_change"
16179.1259273156,"sign_change"
17004.9941356314,"sign_change"
17456.1951088794,"sign_change"
18192.5598628412,"sign_change"
18785.7731318051,"sign_change"
19271.4763399546,"sign_change"
19781.7947868089,"sign_change"
20593.2923055359,"sign_change"
21035.588305193,"sign_change"
21519.8436201198,"sign_change"
22032.3342696152,"sign_change"
22788.5422427271,"sign_change"
22838.7458473225,"sign_change"
23162.6434535949,"sign_change"
23578.6157635267,"sign_change"
24394.7673793632,"sign_change"
25039.2959808267,"sign_change"
25403.969000568,"sign_change"
25596.3816313754,"sign_change"
26125.0752722759,"sign_change"
26631.9348996914,"sign_change"
27315.4728326733,"sign_change"
27934.1137420684,"sign_change"
28707.6737169964,"sign_change"
29858.183854523,"sign_change"
30113.0196581331,"sign_change"
31738.4929888406,"sign_change"
