"comparison_name","arm","analysis_track","ranking_method","metric_matrix_used","cutoff_anchor_rank","fixed_leading_edge_reference_rank","terminal_start_rank","interval_min_rank","interval_max_rank","left_n","right_n","left_median_log_nb1","right_median_log_nb1","right_left_log_nb1_diff","left_median_log_nb2","right_median_log_nb2","right_left_log_nb2_diff","left_median_nb_gap","right_median_nb_gap","right_left_nb_gap_diff","left_median_log_alpha_mu","right_median_log_alpha_mu","right_left_log_alpha_mu_diff","pre_evs_remainder_size","pre_evs_leading_edge_size","directional_call_nb2","directional_call_gap","directional_call_alpha_mu"
"RT0_ZT6","treatment","deseq2_sensitivity","DESeq2 sensitivity: log-transformed DESeq2 normalized counts","deseq2_normalized_counts",26632,26758,27315,26632,27315,5126,5126,1.84927486689909,1.8765532584687,0.027278391569614,2.92589262400629,3.41369701365037,0.487804389644079,1.17144300382597,1.61313065024307,0.441687646417097,1.6285769890137,1.96300865989184,0.334431670878132,26631,5126,"more_NB2_like_on_right","more_NB2_like_on_right","more_NB2_like_on_right"
