"comparison_name","arm","cutoff_anchor_rank","fixed_leading_edge_5000_rank","terminal_start_rank","interval_min_rank","interval_max_rank","left_n","right_n","left_median_log_nb1","right_median_log_nb1","right_left_log_nb1_diff","left_median_log_nb2","right_median_log_nb2","right_left_log_nb2_diff","left_median_nb_gap","right_median_nb_gap","right_left_nb_gap_diff","left_median_log_alpha_mu","right_median_log_alpha_mu","right_left_log_alpha_mu_diff","pre_evs_remainder_size","pre_evs_leading_edge_size","directional_call_nb2","directional_call_gap","directional_call_alpha_mu"
"RT0_ZT6","treatment",26611,26758,27119,26611,27119,5147,5147,2.15176220325946,2.28238238567653,0.130620182417065,3.75419892023458,4.21803603456465,0.463837114330071,1.74192709548018,1.94591014905531,0.203983053575134,2.07047287169708,2.1639989297079,0.0935260580108235,26610,5147,"more_NB2_like_on_right","more_NB2_like_on_right","more_NB2_like_on_right"
