"rank","feature_id","mu","empirical_variance.x","log_nb1","log_nb2","log_alpha_mu","nb_gap","abs_pc1_loading","empirical_variance.y","log1p_empirical_variance","smooth_log1p_empirical_variance","d1_spline","d2_spline"
1,"615",0,0,0,0,0,0,0,0,0,-0.49458019380752,0.000872020428019085,-1.07570960824829e-07
2,"1576",0,0,0,0,0,0,0,0,0,-0.493708226461325,0.00087191496802677,-1.03349023804251e-07
3,"2563",0,0,0,0,0,0,0,0,0,-0.492836362464154,0.000871813729971476,-9.91270867836718e-08
4,"4092",0,0,0,0,0,0,0,0,0,-0.49196459759407,0.000871716713853203,-9.49051497630931e-08
5,"4175",0,0,0,0,0,0,0,0,0,-0.491092927629135,0.00087162391967195,-9.06832127425145e-08
6,"4303",0,0,0,0,0,0,0,0,0,-0.490221348347413,0.000871535347427718,-8.64612757219357e-08
7,"5091",0,0,0,0,0,0,0,0,0,-0.489349855526967,0.000871450997120506,-8.2239338701357e-08
8,"6569",0,0,0,0,0,0,0,0,0,-0.48847844494586,0.000871370868750315,-7.80174016807783e-08
9,"7344",0,0,0,0,0,0,0,0,0,-0.487607112382154,0.000871294962317145,-7.37954646601997e-08
10,"7829",0,0,0,0,0,0,0,0,0,-0.486735853613913,0.000871223277820995,-6.9573527639621e-08
11,"7955",0,0,0,0,0,0,0,0,0,-0.4858646644192,0.000871155815261865,-6.53515906190423e-08
12,"8233",0,0,0,0,0,0,0,0,0,-0.484993540576077,0.000871092574639757,-6.11296535984636e-08
13,"8739",0,0,0,0,0,0,0,0,0,-0.484122477862608,0.000871033555954669,-5.69077165778849e-08
14,"9340",0,0,0,0,0,0,0,0,0,-0.483251472056856,0.000870978759206601,-5.26857795573062e-08
15,"10879",0,0,0,0,0,0,0,0,0,-0.482380518936882,0.000870928184395554,-4.84638425367275e-08
16,"11859",0,0,0,0,0,0,0,0,0,-0.481509614280752,0.000870881831521528,-4.42419055161488e-08
17,"11945",0,0,0,0,0,0,0,0,0,-0.480638753866527,0.000870839700584522,-4.00199684955701e-08
18,"12443",0,0,0,0,0,0,0,0,0,-0.479767933472271,0.000870801791584537,-3.57980314749914e-08
19,"14901",0,0,0,0,0,0,0,0,0,-0.478897148876046,0.000870768104521572,-3.15760944544127e-08
20,"15086",0,0,0,0,0,0,0,0,0,-0.478026395855915,0.000870738639395628,-2.7354157433834e-08
21,"15183",0,0,0,0,0,0,0,0,0,-0.477155670189942,0.000870713396206704,-2.31322204132553e-08
22,"15943",0,0,0,0,0,0,0,0,0,-0.47628496765619,0.000870692374954801,-1.89102833926766e-08
23,"15997",0,0,0,0,0,0,0,0,0,-0.47541428403272,0.000870675575639919,-1.46883463720979e-08
24,"16805",0,0,0,0,0,0,0,0,0,-0.474543615097597,0.000870662998262057,-1.04664093515192e-08
25,"17276",0,0,0,0,0,0,0,0,0,-0.473672956628884,0.000870654642821216,-6.2444723309405e-09
26,"17327",0,0,0,0,0,0,0,0,0,-0.472802304404643,0.000870650509317395,-2.02253531036182e-09
27,"17662",0,0,0,0,0,0,0,0,0,-0.471931654202937,0.000870650597750595,2.19940171021689e-09
28,"18017",0,0,0,0,0,0,0,0,0,-0.471061001801829,0.000870654908120816,6.42133873079558e-09
29,"18057",0,0,0,0,0,0,0,0,0,-0.470190342979383,0.000870663440428057,1.06432757513743e-08
30,"18159",0,0,0,0,0,0,0,0,0,-0.469319673513661,0.000870676194672318,1.4865212771953e-08
31,"18903",0,0,0,0,0,0,0,0,0,-0.468448989182726,0.0008706931708536,1.90871497925317e-08
32,"18905",0,0,0,0,0,0,0,0,0,-0.467578285764641,0.000870714368971903,2.33090868131104e-08
33,"19175",0,0,0,0,0,0,0,0,0,-0.46670755903747,0.000870739789027227,2.75310238336891e-08
34,"20285",0,0,0,0,0,0,0,0,0,-0.465836804779274,0.000870769431019571,3.17529608542678e-08
35,"22275",0,0,0,0,0,0,0,0,0,-0.464966018768118,0.000870803294948935,3.59748978748465e-08
36,"22781",0,0,0,0,0,0,0,0,0,-0.464095196782064,0.00087084138081532,4.01968348954252e-08
37,"22831",0,0,0,0,0,0,0,0,0,-0.463224334599175,0.000870883688618726,4.44187719160039e-08
38,"22963",0,0,0,0,0,0,0,0,0,-0.462353427997514,0.000870930218359152,4.86407089365826e-08
39,"23058",0,0,0,0,0,0,0,0,0,-0.461482472755144,0.000870980970036599,5.28626459571613e-08
40,"23773",0,0,0,0,0,0,0,0,0,-0.460611464650129,0.000871035943651067,5.7084582977739e-08
