"crossing_id","rank_left","rank_right","crossing_rank","regime_difference_left","regime_difference_right"
"crossing_1",1226,1380,1378,0.214397381290624,-0.00347573901831555
"crossing_2",1380,1533,1385,-0.00347573901831555,0.110808618999092
"crossing_3",1686,1840,1757,0.0450601024795109,-0.05333505979715
"crossing_4",1840,1993,1856,-0.05333505979715,0.464266782781157
"crossing_5",2300,2453,2444,0.447093466199465,-0.0276826050045106
"crossing_6",2453,2606,2478,-0.0276826050045106,0.143345299521469
"crossing_7",2606,2760,2703,0.143345299521469,-0.084430476772822
"crossing_8",2760,2913,2786,-0.084430476772822,0.414175494598121
"crossing_9",3526,3679,3672,0.437600109400884,-0.0202734068759515
"crossing_10",3679,3832,3710,-0.0202734068759515,0.0797781643960292
"crossing_11",4292,4446,4402,0.58984627124356,-0.237306816090958
"crossing_12",4599,4752,4614,-0.0589164652472673,0.530507370153666
"crossing_13",6746,6898,6891,0.58154202442525,-0.0277103239057253
"crossing_14",7052,7205,7073,-0.0695626399928022,0.442377833866935
"crossing_15",7818,7972,7875,0.165164380877766,-0.278270374516972
"crossing_16",7972,8125,8036,-0.278270374516972,0.387999664676145
"crossing_17",9504,9658,9639,0.434354129839267,-0.0615600302469186
"crossing_18",9811,9964,9861,-0.161629539985158,0.333293522609639
"crossing_19",10118,10271,10178,0.0476497319894321,-0.0739419450804973
"crossing_20",10424,10578,10467,-0.189666543663403,0.495762302285135
"crossing_21",11498,11650,11581,0.120108775709136,-0.100517565590543
"crossing_22",11650,11804,11679,-0.100517565590543,0.439966042527825
"crossing_23",12570,12724,12705,0.217627283303874,-0.0300301575161818
"crossing_24",12724,12878,12732,-0.0300301575161818,0.561679949380276
"crossing_25",12878,13030,12970,0.561679949380276,-0.369818512679493
"crossing_26",13184,13337,13268,-0.2269207330349,0.188184066231144
"crossing_27",13490,13644,13565,0.170122442175592,-0.17695341516564
"crossing_28",13644,13797,13710,-0.17695341516564,0.230536708741789
"crossing_29",13797,13950,13847,0.230536708741789,-0.468454265493545
"crossing_30",13950,14104,14042,-0.468454265493545,0.313387698564771
"crossing_31",14104,14257,14195,0.313387698564771,-0.211045604575856
"crossing_32",14410,14564,14482,-0.19471977288774,0.218961377288613
"crossing_33",14717,14870,14809,0.309078861290015,-0.202232154676168
"crossing_34",14870,15024,14920,-0.202232154676168,0.423552799457955
"crossing_35",15024,15177,15138,0.423552799457955,-0.143113158129604
"crossing_36",15177,15330,15199,-0.143113158129604,0.868503628890101
"crossing_37",15790,15943,15799,0.0199098488176983,-0.324585897835696
"crossing_38",15943,16096,16019,-0.324585897835696,0.328482796697377
"crossing_39",16403,16556,16469,0.513890804351898,-0.685181137751014
"crossing_40",16556,16710,16630,-0.685181137751014,0.741767419947702
"crossing_41",16710,16863,16853,0.741767419947702,-0.0507298100564707
"crossing_42",17170,17323,17234,-0.380466897327367,0.529340195564867
"crossing_43",17476,17630,17612,0.359409575076109,-0.0482113615264456
"crossing_44",17630,17782,17655,-0.0482113615264456,0.243250960563485
"crossing_45",17782,17936,17825,0.243250960563485,-0.622549443965023
"crossing_46",18242,18396,18242,-8.58489736810242e-06,0.503271379799621
"crossing_47",19010,19162,19135,0.216902938598431,-0.0460352314106326
"crossing_48",19162,19316,19206,-0.0460352314106326,0.116796296398016
"crossing_49",19469,19622,19564,0.0671705382299109,-0.04114376582581
"crossing_50",19776,19929,19829,-0.209543352756905,0.398308536583205
"crossing_51",20082,20236,20129,0.195344139054296,-0.450161999769552
"crossing_52",20236,20389,20307,-0.450161999769552,0.523277858261998
"crossing_53",20696,20849,20716,0.0755444977443007,-0.495260104095302
"crossing_54",20849,21002,20950,-0.495260104095302,0.257975399251841
"crossing_55",21309,21462,21353,0.112814249164876,-0.275228970977134
"crossing_56",21768,21922,21916,-0.234339937896009,0.00936489331989254
"crossing_57",21922,22075,21924,0.00936489331989254,-0.631425195696897
"crossing_58",22688,22842,22735,-0.164828690548613,0.375478439613623
"crossing_59",23148,23302,23214,0.519402843764659,-0.684856995997416
"crossing_60",23608,23762,23729,-0.538386395541874,0.146321722612262
"crossing_61",23762,23914,23796,0.146321722612262,-0.507812751344574
"crossing_62",24068,24222,24128,-0.208088642028804,0.329263069648097
"crossing_63",24222,24374,24318,0.329263069648097,-0.191958851503405
"crossing_64",24528,24682,24614,-0.545087119106995,0.425995063917605
"crossing_65",25142,25294,25218,0.221677608772358,-0.221048567304865
"crossing_66",25908,26061,26024,-0.454076671846885,0.145440570591925
"crossing_67",26061,26214,26111,0.145440570591925,-0.297548620261412
"crossing_68",26214,26368,26353,-0.297548620261412,0.0315467125082184
"crossing_69",26521,26674,26575,0.105220632456957,-0.194527668649404
"crossing_70",26674,26828,26757,-0.194527668649404,0.166270602931643
"crossing_71",26981,27134,27114,0.337059676679273,-0.0520666512936843
"crossing_72",27134,27288,27214,-0.0520666512936843,0.0479453594208454
"crossing_73",27288,27441,27380,0.0479453594208454,-0.0317900584591678
"crossing_74",27441,27594,27494,-0.0317900584591678,0.0600678170113602
"crossing_75",28207,28360,28286,0.195767715658895,-0.183480394793061
"crossing_76",28360,28514,28407,-0.183480394793061,0.417322306731308
"crossing_77",29280,29434,29390,0.666147850898996,-0.263328149319548
"crossing_78",29587,29740,29640,-0.0479765531772308,0.0911748929309243
"crossing_79",29740,29894,29765,0.0911748929309243,-0.475675732754035
"crossing_80",29894,30046,30000,-0.475675732754035,0.207115053250494
"crossing_81",30200,30354,30327,0.404339754007488,-0.0848491521604084
"crossing_82",30354,30506,30380,-0.0848491521604084,0.410350279744458
