"rank","feature_id","abs_pc1_loading","mu","empirical_variance.x","nb1_mu","nb2_variance_minus_mu","alpha_hat","alpha_mu","log_nb1","log_nb2","nb_gap","log_alpha_mu","combined_nb_support","empirical_variance.y","log1p_empirical_variance","smooth_log1p_empirical_variance","d1","d2"
12001,"404898",0.00223370204806416,1,5,1,4,4,4,0.693147180559945,1.6094379124341,0.916290731874155,1.6094379124341,0.40956936289687,5,1.79175946922805,1.79175946922805,0,0
12002,"412521",0.00223370204806416,1,5,1,4,4,4,0.693147180559945,1.6094379124341,0.916290731874155,1.6094379124341,0.40956936289687,5,1.79175946922805,1.79175946922805,0,0
12003,"415445",0.00223370204806416,1,5,1,4,4,4,0.693147180559945,1.6094379124341,0.916290731874155,1.6094379124341,0.40956936289687,5,1.79175946922805,1.79175946922805,0,0
12004,"424825",0.00223370204806416,1,5,1,4,4,4,0.693147180559945,1.6094379124341,0.916290731874155,1.6094379124341,0.40956936289687,5,1.79175946922805,1.79175946922805,0,0
12005,"428318",0.00223370204806416,1,5,1,4,4,4,0.693147180559945,1.6094379124341,0.916290731874155,1.6094379124341,0.40956936289687,5,1.79175946922805,1.79175946922805,0,0
12006,"438599",0.00223370204806416,1,5,1,4,4,4,0.693147180559945,1.6094379124341,0.916290731874155,1.6094379124341,0.40956936289687,5,1.79175946922805,1.79175946922805,0,0
12007,"442699",0.00223370204806416,1,5,1,4,4,4,0.693147180559945,1.6094379124341,0.916290731874155,1.6094379124341,0.40956936289687,5,1.79175946922805,1.79175946922805,0,0
12008,"482191",0.00223370204806416,1,5,1,4,4,4,0.693147180559945,1.6094379124341,0.916290731874155,1.6094379124341,0.40956936289687,5,1.79175946922805,1.79175946922805,0,0
12009,"496580",0.00223370204806416,1,5,1,4,4,4,0.693147180559945,1.6094379124341,0.916290731874155,1.6094379124341,0.40956936289687,5,1.79175946922805,1.79175946922805,0,0
12010,"510160",0.00223370204806416,1,5,1,4,4,4,0.693147180559945,1.6094379124341,0.916290731874155,1.6094379124341,0.40956936289687,5,1.79175946922805,1.79175946922805,0,0
12011,"512858",0.00223370204806416,1,5,1,4,4,4,0.693147180559945,1.6094379124341,0.916290731874155,1.6094379124341,0.40956936289687,5,1.79175946922805,1.79175946922805,0,0
12012,"574139",0.00223370204806416,1,5,1,4,4,4,0.693147180559945,1.6094379124341,0.916290731874155,1.6094379124341,0.40956936289687,5,1.79175946922805,1.79175946922805,0,0
12013,"578092",0.00223370204806416,1,5,1,4,4,4,0.693147180559945,1.6094379124341,0.916290731874155,1.6094379124341,0.40956936289687,5,1.79175946922805,1.79175946922805,0,0
12014,"453442",0.00223387200227391,61.2,432.7,61.2,371.5,0.0991872783971976,6.0702614379085,4.13035499974513,5.92023703781961,1.78988203807448,1.95589745771256,0.402653040768089,432.7,6.07235305084132,1.79175946922805,0,0
12015,"395392",0.00223439641895177,173.8,5829.2,173.8,5655.4,0.187224975866074,32.5397008055236,5.16364246322143,8.64054292643362,3.47690046321219,3.51272983582825,0.48148009135316,5829.2,8.67080658407345,1.79175946922805,0,0
12016,"509868",0.00223448459035991,4.8,2.7,4.8,0,0,0,1.75785791755237,0,-1.75785791755237,0,0.274757278748594,2.7,1.30833281965018,1.79175946922805,0,0
12017,"440686",0.00223545966248122,9,4,9,0,0,0,2.30258509299405,0,-2.30258509299405,0,0.252115571078226,4,1.6094379124341,1.79175946922805,0,0
12018,"381643",0.00223593719854988,8.4,28.8,8.4,20.4,0.289115646258503,2.42857142857143,2.24070968927596,3.06339092202781,0.822681232751847,1.23214368129263,0.377811058498868,28.8,3.39450839351136,1.98787434815435,0,0
12019,"96633",0.00223598077122906,34.8,191.2,34.8,156.4,0.129145197516184,4.49425287356322,3.57794789340665,5.0587903359833,1.48084244257665,1.70370261383687,0.393526270422934,191.2,5.25853649653619,1.98787434815435,0,0
12020,"507644",0.00223630044028399,13.2,22.7,13.2,9.5,0.0545224977043159,0.71969696969697,2.65324196460721,2.35137525716348,-0.301866707443737,0.542148094895032,0.321193681231885,22.7,3.16547504814109,1.98787434815435,0,0
12021,"208507",0.00223632022933985,10,70.5,10,60.5,0.605,6.05,2.39789527279837,4.11903717481247,1.7211419020141,1.95302761682418,0.421673196838176,70.5,4.26969744969996,1.98787434815435,0,0
12022,"232327",0.00223644942364028,47.6,202.3,47.6,154.7,0.0682773109243698,3.25,3.88362353090645,5.04793107883995,1.1643075479335,1.44691898293633,0.373596895463029,202.3,5.3146827206343,2.10413415427021,0,0
12023,"415407",0.00223695280380721,15.2,98.7,15.2,83.5,0.361409279778393,5.49342105263158,2.78501124223834,4.43675153436313,1.65174029212479,1.87078951858721,0.412704559628487,98.7,4.60216567696779,2.10413415427021,0,0
12024,"220992",0.00223738362558807,143.6,2333.8,143.6,2190.2,0.106212319891993,15.2520891364903,4.97397130972466,7.69220461794887,2.7182333082242,2.78822146275788,0.442023082392359,2333.8,7.75568151332964,2.27212588550934,0,0
12025,"149365",0.00223742046203328,12.2,28.7,12.2,16.5,0.110857296425692,1.35245901639344,2.58021682959233,2.86220088092947,0.281984051337143,0.855461171026365,0.347660166019102,28.7,3.39114704580865,2.39789527279837,0,0
12026,"237431",0.00223742100063579,6.8,7.2,6.8,0.4,0.00865051903114188,0.0588235294117648,2.05412373369555,0.336472236621213,-1.71765149707433,0.0571584138399487,0.27386424906166,7.2,2.10413415427021,2.65324196460721,0,0
12027,"502863",0.00223777507736091,103.4,2082.8,103.4,1979.4,0.185136687256116,19.1431334622824,4.64822967544854,7.59105412348727,2.94282444803873,3.00286345921441,0.458362877315573,2082.8,7.64194842897808,2.87919845729804,0,0
12028,"189874",0.00223787206192448,8.6,17.3,8.6,8.7,0.11763115197404,1.01162790697674,2.26176309847379,2.27212588550934,0.0103627870355467,0.698944298244271,0.339353765939283,17.3,2.90690105984738,2.89037175789616,0,0
12029,"355624",0.00223810862248226,393.4,14998.3,393.4,14604.9,0.0943691137629556,37.1248093543467,5.97736562272848,9.58918083565518,3.6118152129267,3.64086523437335,0.478970615046069,14998.3,9.61575881232876,2.89037175789616,0,0
12030,"171699",0.00223824530436806,9,49.5,9,40.5,0.5,4.5,2.30258509299405,3.72569342723665,1.42310833424261,1.70474809223843,0.407403548216031,49.5,3.92197333628131,2.90690105984738,0,0
12031,"71183",0.00223859962743032,10.2,20.2,10.2,10,0.0961168781237985,0.980392156862745,2.41591377830105,2.39789527279837,-0.018018505502678,0.683294884116934,0.336220297447092,20.2,3.05400118167797,2.92852352386054,0,0
12032,"535183",0.00223862274799068,9.8,40.7,9.8,30.9,0.321740941274469,3.1530612244898,2.37954613413017,3.4626060097908,1.08305987566062,1.42384570677202,0.388922642217355,40.7,3.73050112880476,2.95491027903374,0,0
12033,"563787",0.00223876694590677,3,17,3,14,1.55555555555556,4.66666666666667,1.38629436111989,2.70805020110221,1.32175583998232,1.73460105538811,0.416397436681053,17,2.89037175789616,2.98061863574394,0,0
12034,"412578",0.00223902737992472,45.4,333.3,45.4,287.9,0.139678627568942,6.34140969162996,3.83729945923221,5.66608060747219,1.82878114823998,1.99353088026639,0.40837972133009,333.3,5.81203879342605,2.98061863574394,0,0
12035,"558980",0.00223946901665213,44,10,44,0,0,0,3.80666248977032,0,-3.80666248977032,0,0.189598255499458,10,2.39789527279837,3.05400118167797,0,0
12036,"169952",0.00223968158643701,24.4,86.3,24.4,61.9,0.103970706799248,2.53688524590164,3.23474917402449,4.1415461637064,0.906796989681904,1.26324646579023,0.369002245749638,86.3,4.46935046284556,3.16547504814109,0,0
12037,"488280",0.00223984397702385,9.2,17.7,9.2,8.5,0.100425330812854,0.923913043478261,2.32238772029023,2.2512917986065,-0.0710959216837299,0.654361155524789,0.33502302224091,17.7,2.92852352386054,3.39114704580865,0,0
12038,"8286",0.00223995844676421,315,8174.5,315,7859.5,0.0792088687326783,24.9507936507936,5.75574221358691,8.96960549663157,3.21386328304466,3.25620219298983,0.459637993905209,8174.5,9.00889715597464,3.39450839351136,0.0033613477027048,0
12039,"101100",0.00224010669887228,167,3985,167,3818,0.136899852988634,22.8622754491018,5.12396397940326,8.24774388722552,3.12377990782226,3.17229877880756,0.462436152567176,3985,8.29054350077274,3.39450839351136,0.0033613477027048,0
12040,"337825",0.00224073805819319,189.6,5629.3,189.6,5439.7,0.151320679556339,28.6904008438819,5.2501769912201,8.60166300804247,3.35148601682237,3.39082378965731,0.473463068110454,5629.3,8.63591800568212,3.46573590279973,0.0033613477027048,0
12041,"310387",0.00224088140046085,12,31,12,19,0.131944444444444,1.58333333333333,2.56494935746154,2.99573227355399,0.430782916092454,0.949080554697146,0.354734850598706,31,3.46573590279973,3.47506723022861,0.0033613477027048,0
