"rank","feature_id","mu","empirical_variance","nb1_mu","nb2_variance_minus_mu","alpha_hat","alpha_mu","log_nb1","log_nb2","log_alpha_mu","nb_gap","combined_nb_support","abs_pc1_loading"
1,"5091",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
2,"7312",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
3,"7636",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
4,"7955",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
5,"9908",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
6,"12336",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
7,"15183",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
8,"17644",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
9,"19727",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
10,"24391",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
11,"24944",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
12,"30561",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
13,"32323",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
14,"37050",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
15,"38204",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
16,"38230",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
17,"38281",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
18,"41100",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
19,"44116",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
20,"45293",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
21,"49195",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
22,"49779",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
23,"50560",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
24,"54742",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
25,"55981",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
26,"56261",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
27,"57848",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
28,"59667",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
29,"59804",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
30,"62174",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
31,"62330",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
32,"66062",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
33,"70033",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
34,"71027",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
35,"71677",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
36,"71688",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
37,"71789",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
38,"71934",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
39,"76292",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
40,"77109",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
41,"78544",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
42,"79891",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
43,"79977",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
44,"80927",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
45,"83130",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
46,"83265",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
47,"83889",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
48,"84675",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
49,"85273",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
50,"86259",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
51,"86690",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
52,"88480",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
53,"89131",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
54,"90388",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
55,"91474",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
56,"91901",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
57,"92470",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
58,"92712",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
59,"94918",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
60,"101737",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
61,"102854",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
62,"107795",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
63,"108286",0,0,0,0,0,0,0,0,0,0,0.31382895254594,0
