"comparison_name","dataset_key","dataset_label","dataset_name","n_features","n_standard_significant","n_HBFSS_significant","n_overlap","n_strong_effect","n_weak_effect","hc_p_threshold","hbfss_threshold","evs_fixed_top_n","evs_cutoff_mode_main","evs_primary_preprocessing"
"RT8_ZT14","raw_dataset","Original dataset","RT8_ZT14_raw_dataset",31580,4,0,0,0,8714,NA,NA,5000,"matched_curvature_wave","normalized"
"RT8_ZT14","leading_edge_dataset","Leading-edge dataset","RT8_ZT14_leading_edge_dataset",6212,1,0,0,0,4615,NA,NA,5000,"matched_curvature_wave","normalized"
"RT8_ZT14","remainder_dataset","Remainder dataset","RT8_ZT14_remainder_dataset",25368,28,0,0,0,4945,NA,NA,5000,"matched_curvature_wave","normalized"
