"crossing_rank","crossing_type"
26.5313365630822,"sign_change"
1195.81153151435,"sign_change"
3529.19416741061,"sign_change"
4204.92359913321,"sign_change"
5878.944472767,"sign_change"
6546.97012650129,"sign_change"
7161.5643479199,"sign_change"
7515.28713480314,"sign_change"
8169.95842972323,"sign_change"
8545.80348482795,"sign_change"
8696.85045015633,"sign_change"
9368.03660982067,"sign_change"
11013.2697328058,"sign_change"
11460.1687374655,"sign_change"
11908.9660011331,"sign_change"
12447.5218163166,"sign_change"
13018.8779778448,"sign_change"
13457.0316837273,"sign_change"
13907.6197208531,"sign_change"
14380.6677252278,"sign_change"
15170.6879755474,"sign_change"
15716.1977537513,"sign_change"
17307.675921835,"sign_change"
18020.5620833004,"sign_change"
19816.781668981,"sign_change"
20653.3525808076,"sign_change"
21756.1877036155,"sign_change"
22222.2583229369,"sign_change"
22608.444123746,"sign_change"
23103.1216927702,"sign_change"
23388.0985292465,"sign_change"
23661.4032110871,"sign_change"
24319.7172287478,"sign_change"
25028.3855817342,"sign_change"
25161.0136818939,"sign_change"
25580.0889449936,"sign_change"
25597.9419858645,"sign_change"
26122.2333367174,"sign_change"
26711.3296120974,"sign_change"
27293.8983262217,"sign_change"
28224.2195499427,"sign_change"
29833.4374601323,"sign_change"
29977.0134366411,"sign_change"
31743.7981346858,"sign_change"
