"comparison_name","arm","analysis_track","ranking_method","metric_matrix_used","cutoff_anchor_rank","fixed_leading_edge_reference_rank","terminal_start_rank","interval_min_rank","interval_max_rank"
"RT2_ZT8","treatment","deseq2_sensitivity","DESeq2 supplement: log-transformed DESeq2 normalized counts","deseq2_normalized_counts",26113,26758,27335,26113,27335
