"rank","feature_id","mu","empirical_variance.x","log_nb1","log_nb2","log_alpha_mu","nb_gap","abs_pc1_loading","empirical_variance.y","log1p_empirical_variance","smooth_log1p_empirical_variance","d1_spline","d2_spline"
1,"214",0,0,0,0,0,0,0,0,0,-0.368910002422062,0.000453047937221339,-8.19495144113629e-08
2,"672",0,0,0,0,0,0,0,0,0,-0.368456994924637,0.000452967592587937,-7.87397523917019e-08
3,"926",0,0,0,0,0,0,0,0,0,-0.368004066166965,0.000452890457716555,-7.55299903720409e-08
4,"1576",0,0,0,0,0,0,0,0,0,-0.367551212939284,0.000452816532607193,-7.232022835238e-08
5,"3279",0,0,0,0,0,0,0,0,0,-0.36709843203183,0.00045274581725985,-6.9110466332719e-08
6,"4456",0,0,0,0,0,0,0,0,0,-0.366645720234843,0.000452678311674528,-6.5900704313058e-08
7,"5332",0,0,0,0,0,0,0,0,0,-0.36619307433856,0.000452614015851224,-6.2690942293397e-08
8,"6396",0,0,0,0,0,0,0,0,0,-0.36574049113322,0.000452552929789941,-5.94811802737361e-08
9,"6569",0,0,0,0,0,0,0,0,0,-0.36528796740906,0.000452495053490677,-5.62714182540751e-08
10,"6612",0,0,0,0,0,0,0,0,0,-0.364835499956318,0.000452440386953433,-5.30616562344141e-08
11,"7638",0,0,0,0,0,0,0,0,0,-0.364383085565232,0.000452388930178208,-4.98518942147531e-08
12,"7955",0,0,0,0,0,0,0,0,0,-0.363930721026041,0.000452340683165003,-4.66421321950922e-08
13,"8035",0,0,0,0,0,0,0,0,0,-0.363478403128982,0.000452295645913818,-4.34323701754312e-08
14,"8269",0,0,0,0,0,0,0,0,0,-0.363026128664293,0.000452253818424652,-4.02226081557702e-08
15,"8595",0,0,0,0,0,0,0,0,0,-0.362573894422212,0.000452215200697506,-3.70128461361092e-08
16,"8739",0,0,0,0,0,0,0,0,0,-0.362121697192977,0.00045217979273238,-3.38030841164483e-08
17,"8841",0,0,0,0,0,0,0,0,0,-0.361669533766826,0.000452147594529273,-3.05933220967873e-08
18,"9271",0,0,0,0,0,0,0,0,0,-0.361217400933998,0.000452118606088186,-2.73835600771263e-08
19,"9592",0,0,0,0,0,0,0,0,0,-0.360765295484729,0.000452092827409119,-2.41737980574653e-08
20,"9593",0,0,0,0,0,0,0,0,0,-0.360313214209259,0.000452070258492071,-2.09640360378044e-08
21,"9936",0,0,0,0,0,0,0,0,0,-0.359861153897824,0.000452050899337043,-1.77542740181434e-08
22,"10937",0,0,0,0,0,0,0,0,0,-0.359409111340664,0.000452034749944035,-1.45445119984824e-08
23,"11109",0,0,0,0,0,0,0,0,0,-0.358957083328016,0.000452021810313046,-1.13347499788214e-08
24,"11500",0,0,0,0,0,0,0,0,0,-0.358505066650117,0.000452012080444077,-8.12498795916047e-09
25,"11538",0,0,0,0,0,0,0,0,0,-0.358053058097207,0.000452005560337128,-4.9152259394995e-09
26,"11556",0,0,0,0,0,0,0,0,0,-0.357601054459522,0.000452002249992199,-1.70546391983854e-09
27,"12336",0,0,0,0,0,0,0,0,0,-0.357149052527302,0.000452002149409288,1.50429809982245e-09
28,"12384",0,0,0,0,0,0,0,0,0,-0.356697049090783,0.000452005258588398,4.71406011948342e-09
29,"12443",0,0,0,0,0,0,0,0,0,-0.356245040940204,0.000452011577529527,7.92382213914438e-09
