"comparison_name","dataset_name","n_features","hc_p_threshold","hbfss_threshold","n_standard_significant","n_HBFSS_significant","n_overlap_significant","n_strong_effect","n_weak_effect","evs_fixed_top_n","evs_cutoff_mode_main","evs_primary_preprocessing","shared_cutoff_rank","shared_cutoff_method","shared_cutoff_quantile","shared_selected_reason"
"RT4_ZT10","RT4_ZT10_remainder_dataset",25732,0.0433778765028312,1.36273171201928,1224,1721,83,83,117,5000,"matched_curvature_wave","normalized",4698,"first_stable_crossing",0.812811927474888,"raw_wald_bracket_total_distortion_selected"
