"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","mu_ctrl","mu_trt","var_ctrl","var_trt","alpha_emp_ctrl","alpha_emp_trt","nb1_ctrl","nb1_trt","nb2_ctrl","nb2_trt","alpha_mu_ctrl","alpha_mu_trt","gene_symbol"
"141671",0.0024793375586603,0,11293,204,1.4,0,3.8,0,1.22448979591837,NA,1.4,0,2.4,0,1.71428571428571,NA,"Mtarc2"
"141674",0.00316351289083864,0.0084290858198931,14225,27706,21.2,16.2,51.2,273.2,0.066749733001068,0.979271452522481,21.2,16.2,30,257,1.41509433962264,15.8641975308642,"Mtarc2"
"141676",0,0.00240918171546958,169,7647,0,0.6,0,1.8,NA,3.33333333333333,0,0.6,0,1.2,NA,2,"Mtarc2"
"141685",0.00572851713897338,0.000288349396658839,21959,1548,14.4,11,105.3,10.5,0.438368055555555,-0.00413223140495868,14.4,11,90.9,0,6.3125,-0.0454545454545455,"RGD1310587"
"141689",0.00807542706227469,0.00393233037590515,26742,14616,2.4,0.8,4.8,3.2,0.416666666666667,3.75,2.4,0.8,2.4,2.4,1,3,"RGD1310587"
"141695",0.00896096552533986,0.00454264210975827,28088,17429,200,108.8,32650,4980.7,0.81125,0.411567028006055,200,108.8,32450,4871.9,162.25,44.7784926470588,"Mark1"
"141699",0.0115566398169632,0.00674346621420377,30471,24435,7.4,5.8,52.3,19.2,0.819941563184806,0.39833531510107,7.4,5.8,44.9,13.4,6.06756756756757,2.31034482758621,"Mark1"
"141755",0.0123560842392338,0.000245624237504253,30884,1343,5.4,1.2,34.8,2.7,1.0082304526749,1.04166666666667,5.4,1.2,29.4,1.5,5.44444444444444,1.25,"-"
"141757",0.00589392194714261,0.00258456195783638,22283,8374,13.6,8.8,122.8,10.7,0.590397923875433,0.0245351239669421,13.6,8.8,109.2,1.9,8.02941176470588,0.215909090909091,"Iars2"
"141758",0.00493489154388613,0.0083204038101828,19785,27546,13.2,8.8,58.7,72.7,0.26113406795225,0.825154958677686,13.2,8.8,45.5,63.9,3.4469696969697,7.26136363636364,"Iars2"
"141760",0.00614851327360473,0.00346499082707159,22796,12327,4,4.8,13.5,11.7,0.59375,0.299479166666667,4,4.8,9.5,6.9,2.375,1.4375,"Iars2"
"141782",0.00365239554437364,0.00514200670419219,15946,19776,60,86.8,543,3004.7,0.134166666666667,0.387285247085306,60,86.8,483,2917.9,8.05,33.6163594470046,"LOC100911719"
"141811",0.00386112097744683,0.00524316493978515,16638,20133,21.8,23.4,109.2,278.3,0.183907078528743,0.465519760391555,21.8,23.4,87.4,254.9,4.00917431192661,10.8931623931624,"Lyplal1"
"141823",0.00322213169140949,0.0031654024492305,14440,10935,326.8,353,45434.2,19288.5,0.422360892838683,0.151959328780425,326.8,353,45107.4,18935.5,138.027539779682,53.6416430594901,"-"
"141833",0.00198424648790317,0.00693220544392071,9214,24959,31.8,29,134.7,506,0.101756259641628,0.56718192627824,31.8,29,102.9,477,3.23584905660377,16.448275862069,"Tgfb2"
"141837",0.00800390116298145,0.00288391604084239,26599,9602,12.6,10,139.3,19.5,0.798059964726632,0.095,12.6,10,126.7,9.5,10.0555555555556,0.95,"Tgfb2"
"141838",0.00453686469020852,0.00518166370048403,18740,19915,7,5,53,14,0.938775510204082,0.36,7,5,46,9,6.57142857142857,1.8,"Tgfb2"
"141857",0.000416791652656774,0.00420043069498035,2721,15844,4.8,5.2,20.7,9.2,0.690104166666667,0.14792899408284,4.8,5.2,15.9,4,3.3125,0.769230769230769,"Rrp15"
"141858",0.0051429779697021,0.00396859067045183,20370,14849,70,67,1425,970.5,0.276530612244898,0.201269770550234,70,67,1355,903.5,19.3571428571429,13.4850746268657,"Rrp15"
"141873",0.00668515760222646,0.00363274926050882,23960,13049,3,0.6,8,1.8,0.555555555555556,3.33333333333333,3,0.6,5,1.2,1.66666666666667,2,"-"
"141955",0.0155616156497794,0.0043673047909653,31622,16661,29.6,29.4,1022.3,749.3,1.13301223520818,0.832870563191263,29.6,29.4,992.7,719.9,33.5371621621622,24.4863945578231,"Kctd3"
"141996",0.00574352668169628,0.00546167890188757,21987,20900,33,41.2,276.5,711.7,0.223599632690542,0.395006598171364,33,41.2,243.5,670.5,7.37878787878788,16.2742718446602,"Kcnk2"
"142036",0.00300255986389253,0.0088263486809328,13652,28274,19.4,43,112.3,2328,0.246838133701775,1.23580313683072,19.4,43,92.9,2285,4.78865979381443,53.1395348837209,"Kcnk2"
"142037",0.00436257973956444,0.00461775275941764,18130,17667,3.6,4,11.3,24.5,0.594135802469136,1.28125,3.6,4,7.7,20.5,2.13888888888889,5.125,"Kcnk2"
"142048",0.000322109264797934,0.00919376474909364,2321,28783,3.2,5,9.7,44,0.634765625,1.56,3.2,5,6.5,39,2.03125,7.8,"Cenpf"
"142053",0.00791165902419527,0.00212572628566688,26441,6605,50.6,41,1132.8,151.5,0.422674936337078,0.0657346817370613,50.6,41,1082.2,110.5,21.3873517786561,2.69512195121951,"Smyd2"
"142066",0.00664760051438906,0.0119089656945207,23883,30998,12,12,113.5,255.5,0.704861111111111,1.69097222222222,12,12,101.5,243.5,8.45833333333333,20.2916666666667,"-"
"142069",0.00206947227586832,0.00510309268438797,9563,19665,46.8,38.4,408.7,478.3,0.165233033822777,0.298326280381944,46.8,38.4,361.9,439.9,7.73290598290598,11.4557291666667,"-"
"142121",0.00742958996342536,0.00359698179486238,25512,12839,32.8,21.2,537.7,133.2,0.469307703747769,0.249199003203987,32.8,21.2,504.9,112,15.3932926829268,5.28301886792453,"Rps6kc1"
"142183",0.00387265758854531,0.00399110096490798,16677,14959,1.4,6.2,9.8,34.7,4.28571428571429,0.741415192507804,1.4,6.2,8.4,28.5,6,4.59677419354839,"Rps6kc1"
"142189",0.00877944588753348,0.00230003526550165,27831,7238,5.2,6.8,19.2,33.7,0.517751479289941,0.581747404844291,5.2,6.8,14,26.9,2.69230769230769,3.95588235294118,"Vash2"
"142214",0.000720132248676543,0.00670982867285156,3924,24337,4.4,4.6,22.3,22.3,0.924586776859504,0.83648393194707,4.4,4.6,17.9,17.7,4.06818181818182,3.84782608695652,"LOC108348225"
"142226",0,0.00475443105247818,170,18331,0,1.2,0,7.2,NA,4.16666666666667,0,1.2,0,6,NA,5,"LOC498316"
"142228",0.00715549281933371,0.000128021070435341,25010,1103,27.2,17.8,534.7,97.7,0.685959126297578,0.252177755333923,27.2,17.8,507.5,79.9,18.6580882352941,4.48876404494382,"Tatdn3"
"142235",0.00374915338911224,0.00436353954667374,16291,16617,14.4,1.8,148.3,2.7,0.645736882716049,0.277777777777778,14.4,1.8,133.9,0.9,9.29861111111111,0.5,"Nsl1"
"142236",0.000317193955856131,0.00398513333475789,2303,14940,42.2,22.2,441.2,90.2,0.224051571168662,0.137975813651489,42.2,22.2,399,68,9.45497630331753,3.06306306306306,"-"
"142246",0.00132861197015733,0.00766973140367357,6280,26398,243.6,216.6,9261.3,27912.8,0.151964174492627,0.590341456011609,243.6,216.6,9017.7,27696.2,37.0184729064039,127.867959372114,"Nenf"
"142260",0.00408359919039513,0.00870333803062307,17313,28089,7.6,4.8,57.3,43.7,0.860457063711911,1.68836805555556,7.6,4.8,49.7,38.9,6.53947368421053,8.10416666666667,"Ppp2r5a"
"142261",0.00216234369758489,0.00458830635064669,9965,17579,103.8,106.2,429.7,3023.7,0.0302475117036245,0.258679391830785,103.8,106.2,325.9,2917.5,3.13969171483622,27.4717514124294,"Ppp2r5a"
"142368",0.0131393424301443,0.00380374406090038,31162,14061,11.6,8.6,140.8,24.3,0.960166468489893,0.212276906435911,11.6,8.6,129.2,15.7,11.1379310344828,1.82558139534884,"Rcor3"
"142424",0.00249917620779009,0.00486228771478608,11388,18723,52.2,53.8,563.7,1158.7,0.187717443960012,0.381731872141071,52.2,53.8,511.5,1104.9,9.79885057471264,20.5371747211896,"Sertad4"
"142482",0.0079284898698417,4.29008661125286e-05,26463,947,13.8,17.4,95.2,87.3,0.427431211930267,0.230875941339675,13.8,17.4,81.4,69.9,5.89855072463768,4.01724137931035,"Syt14"
"142497",0.000570339027239043,0.00534378263060228,3342,20442,23.8,16,148.7,209.5,0.220499964691759,0.755859375,23.8,16,124.9,193.5,5.24789915966386,12.09375,"Utp25"
"142498",0.00242546498299739,0.000480432296083038,11077,2006,15.4,10.6,73.3,11.8,0.244138977905212,0.0106799572801709,15.4,10.6,57.9,1.2,3.75974025974026,0.113207547169811,"Utp25"
"142517",0.00998238659841907,0,29268,205,2.4,0,28.8,0,4.58333333333333,NA,2.4,0,26.4,0,11,NA,"Traf3ip3"
"142518",0.00626368368690517,0.009507478829533,23085,29150,0.8,2.4,3.2,11.3,3.75,1.54513888888889,0.8,2.4,2.4,8.9,3,3.70833333333333,"Traf3ip3"
"142520",0.00432590605275422,0.00263129089871946,18043,8547,143.6,134.2,4864.3,1871.7,0.228927266237847,0.0964761094613774,143.6,134.2,4720.7,1737.5,32.8739554317549,12.9470938897168,"Hsd11b1"
"142521",0.00245888882866951,0.00401887543365412,11215,15060,12.2,12.8,17.7,31.7,0.0369524321418973,0.1153564453125,12.2,12.8,5.5,18.9,0.450819672131148,1.4765625,"Hsd11b1"
"142528",0.0058589007157352,0.00433511430821669,22218,16496,33.2,25,502.7,147.5,0.425950791116272,0.196,33.2,25,469.5,122.5,14.1415662650602,4.9,"G0s2"
"142532",0.00246770309099031,0.000338042027945966,11246,1665,95.6,59.6,985.3,742.3,0.0973481731762399,0.192192919237872,95.6,59.6,889.7,682.7,9.30648535564853,11.4546979865772,"Camk1g"
"142565",0.00744859939767308,0.000835775905089942,25551,2904,3.2,1.4,11.2,3.8,0.78125,1.22448979591837,3.2,1.4,8,2.4,2.5,1.71428571428571,"LOC102549394"
"142579",0.0077927186455464,0.00112170105829665,26196,3637,9.4,10,47.3,23.5,0.428927116342236,0.135,9.4,10,37.9,13.5,4.03191489361702,1.35,"-"
"142627",0.00808194284382232,0.00370020004145151,26757,13625,19.2,19,224.7,192.5,0.557454427083333,0.480609418282548,19.2,19,205.5,173.5,10.703125,9.13157894736842,"Cr1l"
"142628",0.00677402731315186,0.0110009299427267,24096,30503,14.8,10,96.7,94,0.373904309715121,0.84,14.8,10,81.9,84,5.53378378378378,8.4,"Cr1l"
"142722",0.00245852901750476,0.000235605269993153,11214,1313,18.6,9.6,51.8,12.3,0.0959648514279107,0.029296875,18.6,9.6,33.2,2.7,1.78494623655914,0.28125,"-"
"142730",0.00926079590225471,0.00469526030646891,28512,17991,2.6,1,18.8,5,2.39644970414201,4,2.6,1,16.2,4,6.23076923076923,4,"-"
"142861",0.000337017792647881,0.00354440225587663,2387,12662,6.8,4.4,22.7,20.8,0.343858131487889,0.847107438016529,6.8,4.4,15.9,16.4,2.33823529411765,3.72727272727273,"Cntnap5c"
"142934",0.00977639242428051,0.0124895413744155,29076,31242,10.6,24.8,141.3,488.7,1.16322534709861,0.7542598855359,10.6,24.8,130.7,463.9,12.3301886792453,18.7056451612903,"Cntnap5c"
"143023",0.00532380145271062,0.000146048261845381,20885,1133,1.2,2,2.7,3.5,1.04166666666667,0.375,1.2,2,1.5,1.5,1.25,0.75,"Cntnap5c"
"143037",0.00163199281159577,0,7582,206,0.6,0,1.8,0,3.33333333333333,NA,0.6,0,1.2,0,2,NA,"-"
"143057",0.00918110093773737,0.00808759394888477,28397,27158,3,3.2,8,16.7,0.555555555555556,1.318359375,3,3.2,5,13.5,1.66666666666667,4.21875,"-"
"143061",0.000241112041214718,0.00240918171546958,1959,7648,2.6,0.6,18.8,1.8,2.39644970414201,3.33333333333333,2.6,0.6,16.2,1.2,6.23076923076923,2,"-"
"143062",0.00516791662531611,0.00783523230810341,20440,26687,3.4,1.6,16.8,5.3,1.15916955017301,1.4453125,3.4,1.6,13.4,3.7,3.94117647058824,2.3125,"-"
"143083",0.00333689154817428,0.0100759461344503,14868,29751,1,2.8,5,15.2,4,1.58163265306122,1,2.8,4,12.4,4,4.42857142857143,"-"
"143090",0.00789286804086101,0.00666968612796907,26368,24238,5.8,3,24.7,9,0.561831153388823,0.666666666666667,5.8,3,18.9,6,3.25862068965517,2,"-"
"143104",0.0103535106945679,0.00193904218344652,29604,6019,110,100,10854.5,1714.5,0.88797520661157,0.16145,110,100,10744.5,1614.5,97.6772727272727,16.145,"-"
"143131",0.0028565355996136,0.000397051321415225,13088,1815,45,32.6,433.5,505.8,0.191851851851852,0.445255749181377,45,32.6,388.5,473.2,8.63333333333333,14.5153374233129,"-"
"143145",0.0113028655588516,0.00729943169992896,30305,25708,2.8,2.4,22.7,5.3,2.53826530612245,0.503472222222222,2.8,2.4,19.9,2.9,7.10714285714286,1.20833333333333,"Cntnap5a"
"143147",0.00264839319406167,0.000315439450603776,12090,1626,103.6,76.4,2206.3,360.8,0.195910540987761,0.0487239933115868,103.6,76.4,2102.7,284.4,20.2963320463321,3.72251308900523,"Cntnap5a"
"143231",0.0068066323960675,0.00842286624282632,24176,27691,4.2,2.6,11.7,15.8,0.425170068027211,1.95266272189349,4.2,2.6,7.5,13.2,1.78571428571429,5.07692307692308,"Cntnap5a"
"143319",0.00190290512533504,0.00702115978951869,8857,25139,38.2,61.4,166.7,2414.8,0.0880595378416162,0.624250655179365,38.2,61.4,128.5,2353.4,3.36387434554974,38.328990228013,"Cntnap5a"
"143326",0.0024793375586603,0.00611959116249656,11294,22901,1.4,3,3.8,9,1.22448979591837,0.666666666666667,1.4,3,2.4,6,1.71428571428571,2,"Cntnap5a"
"143382",0.000600726892958314,0.00364100342428876,3459,13266,23.2,21,109.7,82,0.160708977407848,0.138321995464853,23.2,21,86.5,61,3.72844827586207,2.9047619047619,"LOC102551071"
"143423",0.00156055080203283,0.000730790286164923,7252,2602,1.8,1.2,2.7,2.7,0.277777777777778,1.04166666666667,1.8,1.2,0.9,1.5,0.5,1.25,"-"
"143440",0.0004724516159861,0.00536846614671652,2952,20524,1.6,1.6,5.3,12.8,1.4453125,4.375,1.6,1.6,3.7,11.2,2.3125,7,"LOC304725"
"143442",0.00210932010971077,0.00579630673847415,9727,21959,1,1.2,5,2.7,4,1.04166666666667,1,1.2,4,1.5,4,1.25,"LOC304725"
"143458",0.000357266741217539,0.00634151209137474,2462,23508,3,1.4,11,3.8,0.888888888888889,1.22448979591837,3,1.4,8,2.4,2.66666666666667,1.71428571428571,"-"
"143515",0.000118325981102625,0.0064781109026253,1437,23808,31.4,18,491.8,378.5,0.466956063126293,1.11265432098765,31.4,18,460.4,360.5,14.6624203821656,20.0277777777778,"-"
"143532",0.00346699372241891,0.00400156421315367,15349,15006,16.2,1.8,171.7,16.2,0.592516384697455,4.44444444444444,16.2,1.8,155.5,14.4,9.59876543209877,8,"-"
"143545",0.00557528636343426,0.0106181276624171,21626,30235,5.2,4.6,35.7,42.8,1.12795857988166,1.80529300567108,5.2,4.6,30.5,38.2,5.86538461538462,8.30434782608696,"-"
"143546",0.009015808741762,0.00483482984377362,28197,18627,13.2,9.2,138.7,37.7,0.720270890725436,0.3367202268431,13.2,9.2,125.5,28.5,9.50757575757576,3.09782608695652,"-"
"143565",0.000652726332250124,0.00731404444943252,3661,25736,14.4,2,139.3,8,0.602334104938272,1.5,14.4,2,124.9,6,8.67361111111111,3,"-"
"143571",0,0.00313997200163451,171,10656,0,0.6,0,1.8,NA,3.33333333333333,0,0.6,0,1.2,NA,2,"-"
"143573",0.0029973441522407,0.00622388112908111,13591,23197,0.8,2.2,3.2,4.2,3.75,0.413223140495868,0.8,2.2,2.4,2,3,0.909090909090909,"Cntnap5b"
"143650",0.00892269551317898,0.0175178361930971,28050,31734,3.4,14.4,16.8,406.8,1.15916955017301,1.89236111111111,3.4,14.4,13.4,392.4,3.94117647058824,27.25,"Cntnap5b"
"143725",0.0110706255277527,0.00651163493672331,30152,23885,2.8,2.2,16.7,24.2,1.77295918367347,4.54545454545454,2.8,2.2,13.9,22,4.96428571428571,10,"Cntnap5b"
"143750",0.00189468497994922,0.00577603641811223,8755,21888,0.8,4.4,3.2,18.8,3.75,0.743801652892562,0.8,4.4,2.4,14.4,3,3.27272727272727,"Cntnap5b"
"143842",0,0,172,207,0,0,0,0,NA,NA,0,0,0,0,NA,NA,"-"
"143845",0.00560502341619504,0.00621845031238774,21676,23178,17,12.6,132,74.3,0.397923875432526,0.388636936255984,17,12.6,115,61.7,6.76470588235294,4.8968253968254,"-"
"143895",0,0,173,208,0,0,0,0,NA,NA,0,0,0,0,NA,NA,"Cdh20"
"143968",0.0032219315387875,0.00397574921293551,14438,14896,3.8,2.6,10.7,6.8,0.477839335180055,0.621301775147929,3.8,2.6,6.9,4.2,1.81578947368421,1.61538461538461,"Cdh20"
"143969",0.000169265995914656,0.00510389814598145,1687,19666,75.2,74.8,587.2,1567.7,0.0905387052965142,0.266825616975035,75.2,74.8,512,1492.9,6.80851063829787,19.9585561497326,"Cdh20"
"144027",0.0048422706075855,0.0045003322205979,19537,17291,46.4,26.2,638.8,268.7,0.275156064209275,0.353271953848843,46.4,26.2,592.4,242.5,12.7672413793103,9.25572519083969,"Relch"
"144055",0.0061456597598283,0.00570693204553067,22787,21647,17.6,15.8,310.3,76.7,0.944925103305785,0.243951289857395,17.6,15.8,292.7,60.9,16.6306818181818,3.85443037974684,"Tnfrsf11a"
"144207",0.00862873129971912,0.00343109340328667,27642,12207,3,1.8,9,7.2,0.666666666666667,1.66666666666667,3,1.8,6,5.4,2,3,"Phlpp1"
"144250",0.000764052702736175,0.00452965186445693,4113,17383,108.4,103.2,557.8,2659.7,0.0382449857708909,0.240041538970014,108.4,103.2,449.4,2556.5,4.14575645756458,24.7722868217054,"Phlpp1"
"144255",0.0012279580243976,0.00368693151233743,5911,13572,128,171.4,710.5,7772.3,0.035552978515625,0.258727971581417,128,171.4,582.5,7600.9,4.55078125,44.3459743290548,"-"
"144297",0.00160886024829462,0.00295686136614792,7462,9863,2.8,5.4,10.7,13.8,1.00765306122449,0.288065843621399,2.8,5.4,7.9,8.4,2.82142857142857,1.55555555555556,"-"
"144315",0.00437402253860951,0.00393233037590515,18169,14617,0.6,0.8,1.8,3.2,3.33333333333333,3.75,0.6,0.8,1.2,2.4,2,3,"-"
"144318",8.29416045796991e-05,0.00432742268481718,1165,16470,0.8,3.8,3.2,10.7,3.75,0.477839335180055,0.8,3.8,2.4,6.9,3,1.81578947368421,"-"
"144394",0.00188966114829566,0.00544912389076323,8701,20821,1.4,1.4,3.8,9.8,1.22448979591837,4.28571428571429,1.4,1.4,2.4,8.4,1.71428571428571,6,"Cdh7"
"144395",0.00439147929042219,0.00892744928728012,18298,28407,1.6,2.2,5.3,10.2,1.4453125,1.65289256198347,1.6,2.2,3.7,8,2.3125,3.63636363636364,"Cdh7"
"144432",0.0105044328518882,0.00032480236085564,29731,1644,9.8,11.4,52.7,29.3,0.446688879633486,0.137734687596183,9.8,11.4,42.9,17.9,4.37755102040816,1.57017543859649,"Cdh19"
"144462",0.0102708033758932,0.000534639866337263,29553,2143,2.6,3.4,33.8,11.8,4.61538461538461,0.726643598615917,2.6,3.4,31.2,8.4,12,2.47058823529412,"LOC100910715"
"144485",0.00507808291003399,0.0044382276722123,20155,17029,0.8,4.8,3.2,19.7,3.75,0.646701388888889,0.8,4.8,2.4,14.9,3,3.10416666666667,"Nifk"
"144486",0.000575486511207942,0.00352581720049007,3365,12580,66.6,57.2,149.8,590.7,0.0187574962349737,0.163058095750403,66.6,57.2,83.2,533.5,1.24924924924925,9.32692307692308,"Nifk"
"144487",0.00135890972169107,0,6419,209,4.8,0,13.7,0,0.386284722222222,NA,4.8,0,8.9,0,1.85416666666667,NA,"Nifk"
"144493",0.000499770236076832,0.00431166314884863,3062,16400,9.4,6.2,9.3,21.2,-0.00113173381620642,0.390218522372529,9.4,6.2,0,15,-0.0106382978723404,2.41935483870968,"-"
"144561",0.00832055997778222,0.0077595096583879,27162,26552,2.8,2.2,22.7,9.2,2.53826530612245,1.44628099173554,2.8,2.2,19.9,7,7.10714285714286,3.18181818181818,"Clasp1"
"144594",0.00409185659943502,0.00594271943027515,17346,22412,107.6,101.2,2130.8,4685.2,0.174748828788989,0.447593307191176,107.6,101.2,2023.2,4584,18.8029739776952,45.296442687747,"Clasp1"
"144600",0.000314391817394577,0.00220086460787905,2280,6895,11.8,6.6,22.7,10.8,0.0782821028440103,0.0964187327823692,11.8,6.6,10.9,4.2,0.923728813559322,0.636363636363637,"Tfcp2l1"
"144619",0.00163199281159577,0.0104502032948672,7583,30099,0.6,4.6,1.8,30.3,3.33333333333333,1.21455576559546,0.6,4.6,1.2,25.7,2,5.58695652173913,"Ralb"
"144623",0.00230825577369363,0.00811187345747606,10593,27187,6.4,4.4,21.3,24.8,0.36376953125,1.05371900826446,6.4,4.4,14.9,20.4,2.328125,4.63636363636364,"Tmem185b"
"144683",0.00196368748222441,0.00479512723582808,9128,18486,118.6,148.4,1180.8,6344.3,0.075515642018035,0.281343313402257,118.6,148.4,1062.2,6195.9,8.95615514333896,41.7513477088949,"C1ql2"
"144693",0.000776885835058054,0.00231038576762467,4170,7295,5.8,3.6,3.7,11.3,-0.0624256837098692,0.594135802469136,5.8,3.6,0,7.7,-0.362068965517241,2.13888888888889,"En1"
"144708",0.00521186541833721,0.00770553807669533,20571,26479,2.8,2.8,8.7,22.7,0.752551020408163,2.53826530612245,2.8,2.8,5.9,19.9,2.10714285714286,7.10714285714286,"-"
"144755",0.00232053865805848,0.0072236479680372,10645,25542,6.8,7.4,19.7,66.3,0.278979238754325,1.07560262965668,6.8,7.4,12.9,58.9,1.89705882352941,7.95945945945946,"Ccdc93"
"144795",0.00326231602144752,0.00544912389076323,14580,20822,3.2,1.4,9.7,9.8,0.634765625,4.28571428571429,3.2,1.4,6.5,8.4,2.03125,6,"-"
"144846",0.00250947518849955,0.0066912365281451,11434,24291,12.4,8.4,54.3,36.8,0.272502601456816,0.40249433106576,12.4,8.4,41.9,28.4,3.37903225806452,3.38095238095238,"Dpp10"
"144863",0.00536760551469905,0.0118845748640572,21020,30986,5.4,5,10.8,68,0.185185185185185,2.52,5.4,5,5.4,63,1,12.6,"Dpp10"
"144876",0.0115227478994216,0.00363274926050882,30450,13050,4.4,0.6,18.8,1.8,0.743801652892562,3.33333333333333,4.4,0.6,14.4,1.2,3.27272727272727,2,"Dpp10"
"144905",0.00266251212505444,0.00476089612157935,12179,18379,1665,2652,262477,2324695,0.0940803866929993,0.330159059214822,1665,2652,260812,2322043,156.643843843844,875.581825037707,"LOC100362110"
"144911",0.00388695977269286,0.00394266256884028,16739,14717,8.2,10.2,59.7,40.2,0.765913146936347,0.288350634371396,8.2,10.2,51.5,30,6.28048780487805,2.94117647058824,"Slc35f5"
"144949",0.0024254422812616,0.00151786228996801,11076,4800,4,5,8.5,19,0.28125,0.56,4,5,4.5,14,1.125,2.8,"-"
"144955",0.000252320503006895,0.00152707444631534,2013,4823,5.8,5.6,18.2,28.3,0.368608799048751,0.723852040816327,5.8,5.6,12.4,22.7,2.13793103448276,4.05357142857143,"-"
"145017",0.00327679491197666,0.00363274926050882,14650,13051,3,0.6,9.5,1.8,0.722222222222222,3.33333333333333,3,0.6,6.5,1.2,2.16666666666667,2,"Mgat5"
"145060",5.47657744347682e-05,0.0047165507626931,939,18165,93.6,68.2,1564.3,1384.7,0.167869731171013,0.283042801489495,93.6,68.2,1470.7,1316.5,15.7126068376068,19.3035190615836,"-"
"145061",0.00822249878176462,0.00601644880842204,27032,22602,22.2,18.4,231.7,275.3,0.425087249411574,0.758801984877127,22.2,18.4,209.5,256.9,9.43693693693694,13.9619565217391,"-"
"145071",0,0.00611959116249656,174,22902,0,3,0,9,NA,0.666666666666667,0,3,0,6,NA,2,"-"
"145087",0.00186383228550011,0.00946495931836944,8612,29090,4,3.6,8.5,15.3,0.28125,0.902777777777778,4,3.6,4.5,11.7,1.125,3.25,"Ccnt2"
"145088",0.00650079940013296,0.00542605059263383,23601,20727,2.6,2.2,6.3,4.7,0.547337278106509,0.516528925619835,2.6,2.2,3.7,2.5,1.42307692307692,1.13636363636364,"Ccnt2"
"145096",0.00132478962267794,0.00434894700825658,6266,16548,25.2,27.6,143.7,217.3,0.186602418745276,0.249028565427431,25.2,27.6,118.5,189.7,4.70238095238095,6.8731884057971,"Ccnt2"
"145136",0.00124172397976391,0.00323712603278434,5961,11246,38.4,23,170.8,81,0.0897894965277778,0.109640831758034,38.4,23,132.4,58,3.44791666666667,2.52173913043478,"Rab3gap1"
"145137",0.00108584458388096,0.0116928615891263,5358,30912,7.8,8.6,47.7,64.3,0.655818540433925,0.753109789075176,7.8,8.6,39.9,55.7,5.11538461538462,6.47674418604651,"Rab3gap1"
"145139",0.000256654245079424,0.00818833929959277,2031,27309,51.8,50.4,190.7,1943.8,0.0517657757039996,0.745386117409927,51.8,50.4,138.9,1893.4,2.68146718146718,37.5674603174603,"Rab3gap1"
"145145",0.00712804215117097,0.000835775905089942,24968,2905,5,1.4,32,3.8,1.08,1.22448979591837,5,1.4,27,2.4,5.4,1.71428571428571,"Zranb3"
"145202",0.00362397478088214,0.00440750792695585,15839,16869,1.2,1.2,7.2,7.2,4.16666666666667,4.16666666666667,1.2,1.2,6,6,5,5,"R3hdm1"
"145220",0.00132710689954057,0.00406834001725272,6276,15317,261.8,225.4,8601.7,15027.3,0.121680660596762,0.291346390799675,261.8,225.4,8339.9,14801.9,31.8559969442322,65.6694764862467,"R3hdm1"
"145234",0,0.00783523230810341,175,26688,0,1.6,0,5.3,NA,1.4453125,0,1.6,0,3.7,NA,2.3125,"Ubxn4"
"145239",0.00212734083387524,0.0142062345196297,9846,31594,14.4,12,14.3,180.5,-0.000482253086419751,1.17013888888889,14.4,12,0,168.5,-0.00694444444444442,14.0416666666667,"Ubxn4"
"145253",0.000106712558106098,0.00369769731893942,1362,13609,55.8,62.2,219.2,725.7,0.0524787708277129,0.171498433639024,55.8,62.2,163.4,663.5,2.92831541218638,10.6672025723473,"Ubxn4"
"145254",0.0114468951178439,0.0033446694585982,30400,11691,4.8,8.2,25.7,31.2,0.907118055555556,0.342058298631767,4.8,8.2,20.9,23,4.35416666666667,2.80487804878049,"Ubxn4"
"145259",0.00319473039210115,0.00783523230810341,14344,26689,4.4,1.6,18.3,5.3,0.71797520661157,1.4453125,4.4,1.6,13.9,3.7,3.15909090909091,2.3125,"Ubxn4"
"145262",0.0137519102418191,0.00571717199428599,31301,21690,5.8,3.4,85.2,5.3,2.3602853745541,0.164359861591696,5.8,3.4,79.4,1.9,13.6896551724138,0.558823529411765,"-"
"145376",0.00532380145271062,0.00526189878482825,20886,20179,1.2,3.2,2.7,11.2,1.04166666666667,0.78125,1.2,3.2,1.5,8,1.25,2.5,"Thsd7b"
"145461",0.00167699555884183,0.00584074850497103,7852,22126,11.6,6.2,64.3,15.7,0.391646848989298,0.247138397502601,11.6,6.2,52.7,9.5,4.54310344827586,1.53225806451613,"Thsd7b"
"145471",0.00163199281159577,0.00530720930352356,7584,20324,0.6,2.6,1.8,18.8,3.33333333333333,2.39644970414201,0.6,2.6,1.2,16.2,2,6.23076923076923,"-"
"145488",0.000621278526442008,0.0101296474041176,3541,29810,9.2,16,4.7,135.5,-0.0531663516068053,0.466796875,9.2,16,0,119.5,-0.489130434782609,7.46875,"-"
"145491",0.00704676517143406,0,24826,210,3.6,0,11.3,0,0.594135802469136,NA,3.6,0,7.7,0,2.13888888888889,NA,"Fcamr"
"145494",0.000887519422391169,0.00577043817431049,4563,21871,2.4,2.8,6.3,7.7,0.677083333333333,0.625,2.4,2.8,3.9,4.9,1.625,1.75,"Fcmr"
"145497",2.60597031410229e-05,0.00393233037590515,843,14618,6,0.8,21.5,3.2,0.430555555555556,3.75,6,0.8,15.5,2.4,2.58333333333333,3,"Il19"
