"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","mu_ctrl","mu_trt","var_ctrl","var_trt","alpha_emp_ctrl","alpha_emp_trt","nb1_ctrl","nb1_trt","nb2_ctrl","nb2_trt","alpha_mu_ctrl","alpha_mu_trt","gene_symbol"
"1576",0,0.00279697335541888,1,9236,0,0.8,0,3.2,NA,3.75,0,0.8,0,2.4,NA,3,"-"
"1579",0.00375865713985816,0.00875406238585528,16315,28189,1.8,2.8,6.2,10.7,1.35802469135802,1.00765306122449,1.8,2.8,4.4,7.9,2.44444444444444,2.82142857142857,"-"
"1634",0.00223685630146293,0.00508612001770213,10261,19550,148.6,166.4,4149.3,9597.8,0.181175040621394,0.340619510447485,148.6,166.4,4000.7,9431.4,26.9226110363392,56.6790865384615,"Heca"
"1655",0.000483850977080852,0.00887507874296882,3011,28323,80.2,57.8,1048.7,2376.2,0.150574312348804,0.693957208366758,80.2,57.8,968.5,2318.4,12.0760598503741,40.1107266435986,"Abracl"
"1656",0.00150720771982173,0.00596611412773395,7015,22468,6.8,7.2,9.2,27.2,0.0519031141868512,0.385802469135802,6.8,7.2,2.4,20,0.352941176470588,2.77777777777778,"Abracl"
"1683",0.00765370735929461,0.00168641129321993,25954,5239,67.6,63.8,2647.3,391.2,0.564515423129442,0.0804335649217284,67.6,63.8,2579.7,327.4,38.1612426035503,5.13166144200627,"Ccdc28a"
"1693",0.00186230089752561,0.00491650721677109,8608,18917,30.4,26,162.8,222.5,0.143265235457064,0.290680473372781,30.4,26,132.4,196.5,4.35526315789474,7.55769230769231,"LOC102549339"
"1713",0.00938899150611496,0.00290767060078357,28673,9695,6.8,8,45.7,9.5,0.841262975778547,0.0234375,6.8,8,38.9,1.5,5.72058823529412,0.1875,"Hebp2"
"1741",0.00372211867659048,0.00328453532584631,16213,11447,149.4,130.8,6168.8,3217.7,0.269682030218151,0.180429303556566,149.4,130.8,6019.4,3086.9,40.2904953145917,23.6001529051988,"-"
"1742",0.00342399288143327,0.00512126016624901,15169,19719,4.8,7.6,22.7,44.3,0.776909722222222,0.635387811634349,4.8,7.6,17.9,36.7,3.72916666666667,4.82894736842105,"-"
"1866",0.000601079133612379,0.00260561851323939,3462,8454,7,5,5,4,-0.0408163265306122,-0.04,7,5,0,0,-0.285714285714286,-0.2,"Tnfaip3"
"1895",0.00507808291003399,0.00405835493876977,20147,15198,0.8,1,3.2,5,3.75,4,0.8,1,2.4,4,3,4,"-"
"1910",0.00204178059685002,0.0154228095046012,9444,31684,15.6,10.4,40.3,315.3,0.101495726495726,2.81897189349112,15.6,10.4,24.7,304.9,1.58333333333333,29.3173076923077,"Slc35d3"
"1918",0.0128625680020345,0.00333871043443283,31077,11673,10.8,9.4,106.7,46.8,0.82218792866941,0.423268447261204,10.8,9.4,95.9,37.4,8.87962962962963,3.97872340425532,"Pex7"
"1922",0.00483193253844977,0.00199756415986605,19512,6188,122.8,195.2,6128.7,4235.2,0.398273456482297,0.106028285407149,122.8,195.2,6005.9,4040,48.9079804560261,20.6967213114754,"LOC102547604"
"1929",0.0145594923154858,0.00421955333168216,31483,16052,5.8,5.8,78.2,18.2,2.15219976218787,0.368608799048751,5.8,5.8,72.4,12.4,12.4827586206897,2.13793103448276,"Map3k5"
"1941",0.0034557919950569,0.00920895884719394,15309,28805,6.2,18.6,30.7,701.8,0.63735691987513,1.97479477396231,6.2,18.6,24.5,683.2,3.95161290322581,36.7311827956989,"Map7"
"1946",0.00375067823193454,0.00228130497590094,16299,7152,20.4,27.6,70.8,85.3,0.121107266435986,0.0757456416719176,20.4,27.6,50.4,57.7,2.47058823529412,2.09057971014493,"-"
"1955",0.00626923005302196,0.00510396041467069,23191,19667,57.6,60.6,1251.3,1225.3,0.359790943287037,0.317153002428956,57.6,60.6,1193.7,1164.7,20.7239583333333,19.2194719471947,"Pde7b"
"2081",0.00268893474004128,0.0105609774926771,12300,30190,2,3.4,9.5,31.8,1.875,2.45674740484429,2,3.4,7.5,28.4,3.75,8.35294117647059,"Pde7b"
"2104",0.00827336488700204,0.0134874109377527,27102,31496,5.6,8.2,32.3,106.7,0.85140306122449,1.46490184414039,5.6,8.2,26.7,98.5,4.76785714285714,12.0121951219512,"LOC120098802"
"2155",0.00189448015842417,0.0104054181379197,8732,30037,15.2,11.4,22.2,98.3,0.030297783933518,0.668667282240689,15.2,11.4,7,86.9,0.460526315789474,7.62280701754386,"Ptprk"
"2159",0.00543791765027809,0.00730784712521561,21330,25731,20.2,21.2,113.2,335.2,0.227918831487109,0.698647205411178,20.2,21.2,93,314,4.6039603960396,14.811320754717,"Ptprk"
"2181",0.00126832302133666,0.00400626051465254,6065,15028,3.6,4.2,11.3,6.7,0.594135802469136,0.14172335600907,3.6,4.2,7.7,2.5,2.13888888888889,0.595238095238095,"Ptprk"
"2244",0.00539524346227356,0.00324107676115918,21068,11259,0.6,1.4,1.8,3.8,3.33333333333333,1.22448979591837,0.6,1.4,1.2,2.4,2,1.71428571428571,"-"
"2383",0.00171992474900755,0.00595915811049351,8023,22451,337.8,290.4,15214.7,32488.3,0.130374649326029,0.38179859261283,337.8,290.4,14876.9,32197.9,44.0405565423327,110.874311294766,"Epb41l2"
"2456",0.00117766338877951,0.00419678424322646,5705,15829,49.4,40.6,319.3,457.3,0.110598436296284,0.25279671916329,49.4,40.6,269.9,416.7,5.46356275303644,10.2635467980296,"Med23"
"2485",0.0082974620470175,0.00362384239453885,27133,12950,64.8,47.6,2526.7,576.8,0.586300678250267,0.23356401384083,64.8,47.6,2461.9,529.2,37.9922839506173,11.1176470588235,"Ccn2"
"2500",0.00143027053032783,0.0046239509596408,6694,17702,11.6,9.6,22.3,41.3,0.0795184304399525,0.343967013888889,11.6,9.6,10.7,31.7,0.922413793103448,3.30208333333333,"Moxd1"
"2513",0.00163866791868976,0.00271944616062769,7715,8972,119.2,114.6,1228.7,2140.3,0.0780862911580559,0.154243152447697,119.2,114.6,1109.5,2025.7,9.30788590604027,17.6762652705061,"Stx7"
"2515",0.0111543077208523,0.00381846267644236,30210,14121,7.4,1.6,38.8,12.8,0.573411249086925,4.375,7.4,1.6,31.4,11.2,4.24324324324324,7,"Stx7"
"2554",0.00260275385721809,0.00499511891137496,11941,19217,2.4,3,6.3,9,0.677083333333333,0.666666666666667,2.4,3,3.9,6,1.625,2,"-"
"2555",0.00323405149821241,0.00383162399802549,14481,14170,26.2,23.4,388.7,114.8,0.528086941320436,0.166922346409526,26.2,23.4,362.5,91.4,13.8358778625954,3.90598290598291,"Slc18b1"
"2563",0.013078057824433,0.00500107940410393,31150,19237,6.2,3.2,43.2,31.7,0.962539021852237,2.783203125,6.2,3.2,37,28.5,5.96774193548387,8.90625,"LOC100910237"
"2569",0.00586209032702969,0.00683777272424844,22224,24749,15.6,15.4,62.3,244.3,0.19189677843524,0.96517119244392,15.6,15.4,46.7,228.9,2.99358974358974,14.8636363636364,"-"
"2587",0.00599201122749025,0.0114388858023943,22469,30784,4.4,6.2,6.8,47.2,0.12396694214876,1.06659729448491,4.4,6.2,2.4,41,0.545454545454545,6.61290322580645,"-"
"2591",0.00309750145248787,0.00758383375511053,14005,26263,6.4,6.2,48.3,53.2,1.02294921875,1.22268470343392,6.4,6.2,41.9,47,6.546875,7.58064516129032,"LOC120098884"
"2598",0.00886896796019377,0.00776818833875354,27967,26568,2.8,2.6,16.7,6.8,1.77295918367347,0.621301775147929,2.8,2.6,13.9,4.2,4.96428571428571,1.61538461538461,"Tbpl1"
"2605",0.00115190329410738,0.00546719629080985,5607,20918,5.6,12.8,5.8,71.2,0.00637755102040817,0.3564453125,5.6,12.8,0.2,58.4,0.0357142857142857,4.5625,"Slc2a12"
"2625",0.000299160607578248,0.00376067101950434,2221,13899,120.4,96.8,1132.8,2098.7,0.0698391849979581,0.213644474421146,120.4,96.8,1012.4,2001.9,8.40863787375415,20.6807851239669,"Sgk1"
"2665",0.00197612322857666,0.000730790286164923,9176,2588,2,1.2,3.5,2.7,0.375,1.04166666666667,2,1.2,1.5,1.5,0.75,1.25,"Sgk1"
"2674",0.00139729230943102,0.00469526030646891,6565,17963,7.2,1,10.7,5,0.0675154320987654,4,7.2,1,3.5,4,0.486111111111111,4,"-"
"2704",0.00291983340242732,0.000156486502039424,13323,1150,6.4,3,15.3,9.5,0.21728515625,0.722222222222222,6.4,3,8.9,6.5,1.390625,2.16666666666667,"Trdn"
"2816",4.48836363324936e-05,0.00530828065888518,900,20338,48.8,40.2,676.7,717.7,0.26366400161247,0.419234672409099,48.8,40.2,627.9,677.5,12.8668032786885,16.8532338308458,"Hddc2"
"2817",0.0105095226584581,0.00574497030114809,29737,21756,4.8,3,56.7,27,2.25260416666667,2.66666666666667,4.8,3,51.9,24,10.8125,8,"Hddc2"
"2845",0.0159565664036032,0.0123976755121105,31656,31204,9.6,7,150.3,78,1.52669270833333,1.44897959183673,9.6,7,140.7,71,14.65625,10.1428571428571,"-"
"2900",6.63437261843919e-05,0.00428606586816526,991,16293,71.8,77,815.7,1513.5,0.144299780417595,0.242283690335638,71.8,77,743.9,1436.5,10.3607242339833,18.6558441558442,"Echdc1"
"2935",0.00785789448691786,0.00934718672238676,26319,28920,5.2,3.8,17.7,20.7,0.462278106508876,1.17036011080332,5.2,3.8,12.5,16.9,2.40384615384615,4.44736842105263,"Kiaa0408L"
"2937",0.000955492494971586,0.0079626641330168,4850,26961,27.2,6.6,326.2,69.3,0.404141435986159,1.43939393939394,27.2,6.6,299,62.7,10.9926470588235,9.5,"Kiaa0408L"
"2944",0.0039221397930803,0.00247472667706413,16831,7960,41.2,27.8,265.2,160.7,0.131963427278726,0.171963148905336,41.2,27.8,224,132.9,5.43689320388349,4.78057553956834,"Kiaa0408L"
"2954",0.00746056865398359,0.00176940094213891,25569,5486,4.4,1.8,8.3,7.2,0.201446280991736,1.66666666666667,4.4,1.8,3.9,5.4,0.886363636363636,3,"Kiaa0408L"
"3037",0.00304641050096048,0.0026453366344807,13819,8605,1674.4,1058.8,819388.3,115727.2,0.291664081908868,0.102285927472191,1674.4,1058.8,817713.9,114668.4,488.362338748208,108.300340007556,"Rpl26-ps2"
"3038",0.00519384703044752,0.00360759680436009,20520,12885,41.2,25.2,871.2,430.2,0.488971627863135,0.637755102040816,41.2,25.2,830,405,20.1456310679612,16.0714285714286,"Rpl26-ps2"
"3039",0.000383133230562856,0.0134544869793556,2595,31491,83.6,67.6,387.3,3000.3,0.0434542478423113,0.641762368264417,83.6,67.6,303.7,2932.7,3.63277511961723,43.3831360946746,"Lrrc14b"
"3046",0.00894017803286555,0.00441329964877225,28065,16951,6,8,75.5,39,1.93055555555556,0.484375,6,8,69.5,31,11.5833333333333,3.875,"Ccdc127"
"3048",0.003068343699485,0.0058011268637686,13894,22007,28.4,23,80.8,242.5,0.0649672683991272,0.414933837429112,28.4,23,52.4,219.5,1.84507042253521,9.54347826086956,"Ccdc127"
"3082",0.00186661119810043,0.00396205005976608,8620,14812,1549.4,1602.8,158063.8,565933.2,0.0651969377037383,0.219672037622705,1549.4,1602.8,156514.4,564330.4,101.016135278172,352.090341901672,"Tppp"
"3091",0.0054845738787967,0.0105909953831095,21441,30220,31.8,4.6,642.7,27.8,0.604109805782999,1.09640831758034,31.8,4.6,610.9,23.2,19.2106918238994,5.04347826086957,"Tppp"
"3130",0.00216982058636741,0.00566762606765316,9998,21560,62.4,57.4,1333.8,1344.8,0.326522435897436,0.390741662518666,62.4,57.4,1271.4,1287.4,20.375,22.4285714285714,"Brd9"
"3136",0.0114593015725592,0.00249916710312706,30405,8040,3.6,1.4,64.8,3.8,4.72222222222222,1.22448979591837,3.6,1.4,61.2,2.4,17,1.71428571428571,"Brd9"
"3144",0.00165855737207692,0.00394205916400731,7788,14714,11.4,22.2,10.3,118.7,-0.00846414281317328,0.195803912020128,11.4,22.2,0,96.5,-0.0964912280701754,4.34684684684685,"Brd9"
"3158",0.000227610854780357,0.00575575959588359,1898,21797,4.8,4.6,16.2,12.3,0.494791666666667,0.363894139886579,4.8,4.6,11.4,7.7,2.375,1.67391304347826,"Tert"
"3165",0.00832632165800504,0.00668265223075487,27171,24266,200.6,184,18807.3,18392.5,0.462389004472127,0.537821951795841,200.6,184,18606.7,18208.5,92.7552342971087,98.9592391304348,"Clptm1l"
"3174",0.00856632156349606,0.000203612950542654,27580,1258,7.6,15.2,98.8,59.7,1.57894736842105,0.192607340720222,7.6,15.2,91.2,44.5,12,2.92763157894737,"Slc6a3"
"3179",0.00508113974053392,0.00448409349687084,20206,17231,40.2,43.6,1166.7,444.3,0.697074329843321,0.210788233313694,40.2,43.6,1126.5,400.7,28.0223880597015,9.19036697247706,"Lpcat1"
"3192",0.00178371855269266,0.00981489496383469,8264,29490,115,260,2242,60480,0.160831758034026,0.890828402366864,115,260,2127,60220,18.495652173913,231.615384615385,"LOC120098984"
"3195",0.000555452712424619,0.00557400967273585,3280,21254,2073.6,1952.2,252259.8,1638357.2,0.0581853140092735,0.429380365093106,2073.6,1952.2,250186.2,1636405,120.65306712963,838.236348734761,"Mrpl36"
"3197",0.000619979864038294,0.00310785352276208,3537,10451,24.6,33.6,101.3,231.8,0.126743340604138,0.175559807256236,24.6,33.6,76.7,198.2,3.11788617886179,5.89880952380952,"Mrpl36"
"3258",0.00117989187911435,0.0114651169862759,5713,30793,3,8.6,11,117.8,0.888888888888889,1.47647376960519,3,8.6,8,109.2,2.66666666666667,12.6976744186047,"-"
"3279",0.00899962952125014,0.00123621288840785,28169,4002,2.8,1.4,6.7,3.8,0.497448979591837,1.22448979591837,2.8,1.4,3.9,2.4,1.39285714285714,1.71428571428571,"-"
"3295",0.00222714450050835,0.00256106107416433,10217,8291,239.4,205.4,7960.8,4962.8,0.134724865631079,0.112763562962619,239.4,205.4,7721.4,4757.4,32.2531328320802,23.1616358325219,"Med10"
"3299",0.00697325101611906,0.00763574588964133,24558,26339,1,3.2,5,11.7,4,0.830078125,1,3.2,4,8.5,4,2.65625,"-"
"3305",0.00648150623469381,0.00292721150648795,23578,9769,168.6,158.4,9549.3,3642.8,0.330004685857575,0.138872946638098,168.6,158.4,9380.7,3484.4,55.6387900355872,21.9974747474747,"Nsun2"
"3317",0.0124860924016651,0.00269611748749731,30937,8884,4.8,2.2,27.2,4.2,0.972222222222222,0.413223140495868,4.8,2.2,22.4,2,4.66666666666667,0.909090909090909,"-"
"3330",0.0058356421044686,0.00469565199539554,22170,18050,5,6,9,18,0.16,0.333333333333333,5,6,4,12,0.8,2,"LOC680107"
"3331",0.00204885646079426,0.00978462473427369,9467,29467,9.4,5,32.3,21.5,0.259167043911272,0.66,9.4,5,22.9,16.5,2.43617021276596,3.3,"LOC680107"
"3339",0.00526473613514133,0.00378046140374225,20704,13978,52,43.4,846,507.3,0.293639053254438,0.246288942215804,52,43.4,794,463.9,15.2692307692308,10.6889400921659,"LOC680123"
"3346",0.00229079152619801,0.00313997200163451,10472,10598,1.2,0.6,7.2,1.8,4.16666666666667,3.33333333333333,1.2,0.6,6,1.2,5,2,"Adcy2"
"3354",0.0035856486607533,0.000314922982051129,15708,1624,281.4,263.8,26613.8,20367.7,0.332538748030585,0.288888818636583,281.4,263.8,26332.4,20103.9,93.5764036958067,76.2088703563306,"Adcy2"
"3357",0.00114482419192625,0.00725437843224735,5582,25578,12.4,13.2,79.3,186.7,0.435093652445369,0.995752984389348,12.4,13.2,66.9,173.5,5.39516129032258,13.1439393939394,"RGD1308544"
"3369",0.00193036448377068,0.00208472657472452,8978,6488,43.4,30,671.3,49.5,0.333358109112532,0.0216666666666667,43.4,30,627.9,19.5,14.4677419354839,0.65,"Fastkd3"
"3407",0.00045195324632068,0.00582273984608589,2870,22080,176.8,203.4,2258.2,12653.8,0.0665872422759567,0.300941032922133,176.8,203.4,2081.4,12450.4,11.7726244343891,61.2114060963618,"RGD1566325"
"3426",0.00784323267966721,0.00128305022878953,26282,4158,2,2.6,9.5,15.8,1.875,1.95266272189349,2,2.6,7.5,13.2,3.75,5.07692307692308,"LOC682870"
"3428",0.0106162205145148,0.000824779351743702,29831,2849,12,9.6,78.5,20.8,0.461805555555556,0.121527777777778,12,9.6,66.5,11.2,5.54166666666667,1.16666666666667,"LOC102547287"
"3429",0.00265832100102582,0.00471423699377335,12165,18156,3.8,6,33.2,99.5,2.03601108033241,2.59722222222222,3.8,6,29.4,93.5,7.73684210526316,15.5833333333333,"LOC102547287"
"3447",0.015099040787456,0.00375632577119385,31565,13881,7.6,4,91.3,9,1.44909972299169,0.3125,7.6,4,83.7,5,11.0131578947368,1.25,"Zfp748"
"3452",0.0124533052436386,0.000349728837356325,30927,1700,7.4,6,48.3,8,0.746895544192841,0.0555555555555556,7.4,6,40.9,2,5.52702702702703,0.333333333333333,"LOC102551340"
"3458",0.00292679213873088,0.00827508183166523,13359,27456,1.8,4.6,6.2,26.3,1.35802469135802,1.02551984877127,1.8,4.6,4.4,21.7,2.44444444444444,4.71739130434783,"LOC501406"
"3460",0.000916733849175507,0.00675919886312892,4691,24466,13,9,44,75.5,0.183431952662722,0.820987654320988,13,9,31,66.5,2.38461538461538,7.38888888888889,"LOC120093155"
"3524",0.00344354575337196,0.0108406944408277,15249,30389,20.4,20,85.3,264.5,0.155949634755863,0.61125,20.4,20,64.9,244.5,3.18137254901961,12.225,"-"
"3646",0.00230042374491667,0.0123079939545541,10555,31171,27.8,30.6,165.2,1117.3,0.177785828890844,1.16055790507924,27.8,30.6,137.4,1086.7,4.94244604316547,35.5130718954248,"Zbtb2"
"3656",0.00305997630346583,0.0126175005597561,13867,31283,11.4,8.4,356.3,204.3,2.65389350569406,2.77636054421769,11.4,8.4,344.9,195.9,30.2543859649123,23.3214285714286,"Zbtb2"
"3661",0.00424878136762172,0.000435663928977314,17827,1894,56.2,46,1142.7,567.5,0.343998936183686,0.246455576559546,56.2,46,1086.5,521.5,19.3327402135231,11.3369565217391,"Rmnd1"
"3697",0.00494675569318971,0.00553284532630305,19817,21110,3.4,3.8,5.3,14.7,0.164359861591696,0.754847645429363,3.4,3.8,1.9,10.9,0.558823529411765,2.86842105263158,"LOC120099108"
"3721",0.000747279263841936,0.00600722121338687,4048,22568,10.2,14,41.7,114.5,0.302768166089965,0.512755102040816,10.2,14,31.5,100.5,3.08823529411765,7.17857142857143,"Syne1"
"3723",0.00293061411334634,0.00367920013707498,13375,13541,164.2,166.8,4197.2,5716.7,0.149582888874712,0.199477108960314,164.2,166.8,4033,5549.9,24.5615103532278,33.2727817745803,"Syne1"
"3759",0.00697325101611906,0.00965160693835782,24559,29301,1,2.8,5,22.7,4,2.53826530612245,1,2.8,4,19.9,4,7.10714285714286,"Syne1"
"3799",0.00362397478088214,0.00593916836513052,15835,22402,1.2,3.2,7.2,31.7,4.16666666666667,2.783203125,1.2,3.2,6,28.5,5,8.90625,"Syne1"
"3969",0.00442015666715782,0.009178488712115,18390,28754,89.4,68.2,2147.3,6050.2,0.257483396643795,1.2861086505964,89.4,68.2,2057.9,5982,23.0190156599553,87.7126099706745,"Syne1"
"4060",0.00626368368690517,0.00764637317496461,23052,26363,0.8,3.8,3.2,28.7,3.75,1.72437673130194,0.8,3.8,2.4,24.9,3,6.55263157894737,"Syne1"
"4087",0.00667456304347142,0.000305439073117398,23934,1608,2.8,6.6,3.2,6.8,0.0510204081632654,0.00459136822773187,2.8,6.6,0.4,0.2,0.142857142857143,0.0303030303030303,"-"
"4090",0.00966107724512606,0.00118220877571287,28946,3827,4.6,4.6,43.8,1.3,1.85255198487713,-0.155954631379962,4.6,4.6,39.2,0,8.52173913043478,-0.717391304347826,"-"
