"feature_id","gene_symbol","rank","abs_loading","mu","variance","alpha","nb1","nb2","alpha_mu","log_variance","log_mu","log_alpha","log_nb1","log_nb2","log_alpha_mu"
"1576","-",1,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"4318","-",2,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"7312","Lair1",3,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"7955","Fkrp",4,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"8860","Sdccag1-ps1",5,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"10440","-",6,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"10986","Zfp819",7,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"11556","Dhdh",8,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"12336","Cyfip1",9,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"13454","LOC102551177",10,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"15724","Mef2a",11,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"15997","-",12,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"16357","-",13,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"16970","Fes",14,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"19175","-",15,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"21269","-",16,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"22152","-",17,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"22345","Hsd3b7",18,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"22963","-",19,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"23810","LOC120097362",20,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"25630","Vegfb",21,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"26275","Syt7",22,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"26562","Lpxn",23,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"27482","-",24,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"27833","Ak3",25,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"29101","Sorbs1",26,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"29706","Entpd7",27,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"31694","-",28,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"32675","Reps1",29,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"33459","Tmem200a",30,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"33486","LOC686007",31,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"36051","-",32,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"36548","-",33,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"36977","-",34,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"37462","-",35,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"37691","LOC100365363",36,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"39507","Irf2bp1",37,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"39788","Zfp112",38,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"40899","Zfp74",39,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"41100","U2af1l4",40,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"42185","-",41,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"43370","-",42,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"44219","-",43,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"45075","Igf1r",44,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"45864","-",45,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"45865","-",46,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"45958","Gdpgp1",47,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"49195","-",48,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"50824","-",49,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"51714","Sox6",50,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"51791","Nucb2",51,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"53397","Kctd13",52,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"54669","LOC102552157",53,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"55782","Aip",54,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"55993","Rbm4b",55,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"56261","LOC120097382",56,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"56270","-",57,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"56449","Nrxn2",58,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"56878","LOC120099985",59,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"57412","-",60,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"57516","-",61,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"57965","-",62,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"58752","Pip5k1b",63,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"59804","Tnks2",64,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"61705","Sorcs3",65,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"61982","-",66,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"62368","-",67,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"62913","Bmerb1",68,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"63160","Shisa9",69,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"65889","Rab11fip3",70,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"67386","Tenm2",71,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"67764","Gabra1",72,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"67942","LOC102550742",73,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"69012","Fstl4",74,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"70034","Shmt1",75,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"70282","Ulk2",76,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"71698","-",77,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"71934","Pitpnm3",78,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"72399","-",79,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"73097","Pipox",80,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"73210","Supt6h",81,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"73234","Sarm1",82,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"73566","-",83,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"75200","Tex14",84,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"76292","Ttll6",85,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"77109","Krt15",86,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"77485","Ezh1",87,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"78938","Bptf",88,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"79008","Pitpnc1",89,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"79685","Kcnj2",90,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"80913","-",91,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"82296","Zc3h7a",92,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"82661","Tmem186",93,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"82756","Rbfox1",94,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"83973","Luc7l",95,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"84038","-",96,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"84540","Tenm2",97,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"85840","LOC102553843",98,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"86690","-",99,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"86782","Gria1",100,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"87222","RGD1561277",101,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"87275","Wnt3a",102,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"89120","Dlg4",103,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"89318","-",104,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"89852","-",105,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"89941","-",106,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"92470","Rps6kb1",107,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"92712","Rnf43",108,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"92801","-",109,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"92913","Msi2",110,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"93993","Npepps",111,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"94816","-",112,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"95063","-",113,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"95448","Mapt",114,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"97129","Sap30bp",115,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"99495","Robo2",116,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"100055","-",117,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"101737","Kcnj6",118,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"102854","Nxpe3",119,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"103403","-",120,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"103455","Usf3",121,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"104291","Lsamp",122,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"105790","Cox17",123,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"106460","Kalrn",124,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"107554","-",125,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"107697","-",126,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"108286","Klhl24",127,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"108699","Pi4ka",128,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"109152","-",129,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"109875","-",130,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"111191","Mrap",131,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"112593","Epha6",132,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"112799","Col8a1",133,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"112945","-",134,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"113059","-",135,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
"115370","Dlg1",136,0,0,0,NA,0,0,NA,0,NA,NA,0,0,NA
