"comparison_name","selected_reason","crossing_id","terminal_crossing","n_later_recrossings","crossing_percentile","crossing_rank","percentile_left","percentile_right","regime_difference_left","regime_difference_right"
"RT0_ZT6","first_terminal_crossing","crossing_5",TRUE,0,0.904077769988242,27514,0.9,0.91,0.128333447217852,-0.18638132970162
