"cutoff_rule","cutoff_mode","fixed_top_n_requested","empiric_rank_selected","normalized_cutoff_quantile","raw_cutoff_quantile","treatment_cutoff_normalized","control_cutoff_normalized","composite_cutoff_normalized","treatment_cutoff_raw","control_cutoff_raw","composite_cutoff_raw","selected_reason","comparison_name"
"first_terminal_crossing_no_later_recrossing","terminal_crossing",5000,27514,0.128006845624822,0.128006845624822,2.26590958993607e-05,2.85769112305357e-05,2.56180035649482e-05,1.79579242357024e-05,2.09897386404183e-05,1.94738314380603e-05,"first_terminal_crossing","RT0_ZT6"
