"feature_id","pc1_loading","pc1_loading_abs","baseMean","dispGeneEst","gene_symbol","rank"
"157795",-0.0287773883521533,0.0287773883521533,60.6676959102216,7.357005448197,"-",1
"572970",-0.0283937553834956,0.0283937553834956,100.866211324625,2.93084935271925,"-",2
"56517",0.0263850379104913,0.0263850379104913,41.5899704351163,5.52983780710671,"LOC689961",3
"435225",0.024428865239502,0.024428865239502,30.7675879785123,5.33501083894872,"Dhdds",4
"221935",0.0241027530010724,0.0241027530010724,27.5675599776043,5.0153342880274,"RGD1566369",5
"513909",0.023948186060574,0.023948186060574,26.6103217790644,5.04758207861721,"Uba5",6
"71208",-0.0239147955166449,0.0239147955166449,21.6452783065902,4.89513857595771,"Vamp2",7
"172193",-0.0237081998125678,0.0237081998125678,23.5979008683676,4.84764717006423,"-",8
"416922",-0.0235789521454421,0.0235789521454421,34.6373215714154,5.4721782537347,"-",9
"56594",-0.0230774222823906,0.0230774222823906,36.7737590341749,5.67971413607385,"Otub1",10
"60559",0.0229010867959489,0.0229010867959489,25.9760924664153,4.94860947073983,"Cyp2c23",11
"426214",0.0228518907942147,0.0228518907942147,12.3819473735671,10,"-",12
"534198",-0.0226518997695875,0.0226518997695875,21.2838804631997,5.67701953417157,"-",13
"410853",-0.0225377832118925,0.0225377832118925,35.4092733299105,2.18451429923824,"-",14
"263481",-0.0223611830115968,0.0223611830115968,43.2861927504874,2.31586168473674,"LOC102552429",15
"38945",0.0221035738490226,0.0221035738490226,61.1329180436443,2.61913416141808,"LOC100364427",16
"96935",-0.0220000467830653,0.0220000467830653,34.4219563591164,2.5511856021588,"Cd300e",17
"343726",0.0217957309555841,0.0217957309555841,19.4113541157877,4.59710223058253,"Prpf40a",18
"120304",-0.0216467114191804,0.0216467114191804,45.2587568255547,2.94198249491152,"Ywhag",19
"39125",0.0216046134401364,0.0216046134401364,14.6370158385336,4.55877159188356,"-",20
"135069",-0.021549733172743,0.021549733172743,28.0162769795279,2.65891241783661,"Atp2b4",21
"75091",0.0215024875618038,0.0215024875618038,14.3098842748579,4.85235412919334,"Trim37",22
"148936",0.0214877021328015,0.0214877021328015,22.6483074752472,4.73237779208705,"Prrx1",23
"525889",0.0214703252005224,0.0214703252005224,14.8760963505139,4.51005678090376,"-",24
"57786",-0.0213463414779533,0.0213463414779533,40.0844212147367,1.99681641197937,"-",25
"555084",-0.0212484571371133,0.0212484571371133,16.2489162164317,4.22649329888157,"-",26
"125167",0.0212472481374704,0.0212472481374704,14.2549015949228,4.80201083209274,"Slc7a1",27
"373273",0.0212387278954455,0.0212387278954455,17.3193853253105,4.62144750726659,"-",28
"563670",0.0211517278220917,0.0211517278220917,46.2170036906413,2.52254227433189,"Tcp11x2",29
"141285",0.0210458639143851,0.0210458639143851,14.8644520834624,4.35870607682729,"Enah",30
"131758",-0.0209122825351056,0.0209122825351056,23.2369102654743,5.19466741281689,"Ankle2",31
"292406",0.0208182215151905,0.0208182215151905,12.9132427121467,4.39834044034351,"Sema5a",32
"457865",-0.0207432905352519,0.0207432905352519,14.6798154447066,5.02816413051372,"-",33
"281697",0.0206686913162305,0.0206686913162305,25.3725773512901,2.43962314181333,"LOC103691697",34
"494843",0.020559636534337,0.020559636534337,14.036787112342,4.38923283975792,"-",35
"359327",-0.020526288689731,0.020526288689731,12.8616763247057,3.93161051293964,"-",36
"78329",-0.0205224099442868,0.0205224099442868,21.8541046086941,5.08389316780214,"Mapt",37
"181655",-0.0203909723008694,0.0203909723008694,24.6873408458432,1.9915101193177,"Lmo7",38
"241836",0.0203636023445919,0.0203636023445919,12.7165844624312,4.22748702874476,"-",39
"570244",0.020132161666932,0.020132161666932,8.13843029550499,10,"-",40
"532167",0.0201306390618877,0.0201306390618877,14.9264822132764,4.15303326621815,"Uxs1",41
