"percentile","center_rank","lo_rank","hi_rank","iod_local_amplitude","cv2_local_amplitude","iod_local_midpoint","cv2_local_midpoint","iod_peak_rank","iod_trough_rank","cv2_peak_rank","cv2_trough_rank","local_window_n","iod_local_amplitude_scaled","cv2_local_amplitude_scaled"
0.01,305,1,2137,0.479299552881408,0.145322350295513,1.5268542990107,0.622457981997804,1,2137,1,1673,2137,0.938966309983564,0.0976852094800237
0.02,611,1,2443,0.484465212436055,0.180659083352898,1.48855535524609,0.621684839955271,1,2443,1,2443,2443,0.94944782283318,0.135547232905083
0.03,916,1,2748,0.48957953876283,0.240374420234717,1.46308714921381,0.586922970968882,1,2748,1,2748,2748,0.959825176691701,0.199530043092519
0.04,1221,1,3053,0.480325445282748,0.227447969146026,1.44558782244834,0.585900835331544,1,3053,1,3053,3053,0.941047923042499,0.185679821196563
0.05,1527,1,3359,0.453059675492366,0.155090234273208,1.44436826886406,0.606688309921755,1,3359,1,3359,3359,0.885723619652145,0.108151141669515
0.06,1832,1,3664,0.509379109956063,0.279406733277644,1.40098522073519,0.548575097172292,1,3664,1,3664,3664,1,0.241351745975058
0.07,2137,305,3969,0.237161676116083,0.081289648391012,1.26707592179913,0.518129817564718,305,3969,313,3159,3665,0.447650295088343,0.0290764997970721
0.08,2443,611,4275,0.20954041946187,0.0962666710959638,1.18463498771813,0.474613323005802,611,4275,611,4275,3665,0.391604682039137,0.0451238345512968
0.09,2748,916,4580,0.126743194524359,0.0686875099409084,1.14303386824544,0.470231329969972,916,4580,4580,3751,3665,0.223602867766573,0.0155737670903215
0.1,3053,1221,4885,0.104737356735739,0.11357136842441,1.12483798677554,0.427470478146021,1247,4138,1221,4885,3665,0.17895136313141,0.0636651879511479
0.11,3359,1527,5191,0.102748403874621,0.109769790068255,1.11647946753301,0.389289774426192,1527,5191,1527,5191,3665,0.174915627761986,0.0595919350972646
0.12,3664,1832,5496,0.105158439013099,0.0694818474393445,1.08811917140622,0.443396437585949,1832,5496,2063,4568,3665,0.179805770831764,0.0164248708107575
