"feature_id","pc1_loading","pc1_loading_abs","baseMean","dispGeneEst","gene_symbol","rank"
"112224",-0.0263682959273759,0.0263682959273759,33.8982458009546,10,"Mx2",1
"37170",0.0261042448722469,0.0261042448722469,295.372234021245,2.48695083538299,"-",2
"217083",-0.0253349264224133,0.0253349264224133,71.0641119679784,3.75681126180991,"-",3
"312769",-0.0251872593350534,0.0251872593350534,26.6246202261892,10,"LOC108353239",4
"379434",-0.0239801373773602,0.0239801373773602,90.538751833005,3.69475466881399,"-",5
"299528",-0.0239168637572812,0.0239168637572812,51.4245230059129,10,"Fbxw7",6
"11310",-0.0238182285582404,0.0238182285582404,73.6512113046755,3.52915136638826,"Prmt1",7
"167027",-0.0235935825853537,0.0235935825853537,20.2585989190013,10,"RGD1563570",8
"124536",-0.0227686408897974,0.0227686408897974,16.6217606004943,10,"Pnpla6",9
"481724",-0.0227265070733316,0.0227265070733316,17.2311534962177,10,"Kdelr3",10
"287107",0.0225785216003675,0.0225785216003675,92.2204683254507,2.32202582423606,"Ndufs6",11
"534198",-0.0223571832963736,0.0223571832963736,23.9602624664605,10,"-",12
"329429",-0.0220530631598541,0.0220530631598541,234.807115795578,8.89434206912266,"Mdk",13
"372469",-0.0220048197558996,0.0220048197558996,20.1418420197394,10,"Zfp638",14
"157795",-0.021671733352796,0.021671733352796,51.761190804613,8.66422704661276,"-",15
"38928",-0.0215373155025317,0.0215373155025317,16.4688441737037,5.23332711064456,"Sult2a6",16
"342491",-0.0213304044801129,0.0213304044801129,13.0562453525091,10,"-",17
"419024",-0.0213196033519998,0.0213196033519998,19.4904510048565,4.90770756045611,"Camta1",18
"389837",-0.0212314099785622,0.0212314099785622,14.9880831313043,10,"Snx10",19
"46012",-0.0211409024788185,0.0211409024788185,24.6805878119164,5.57805683047873,"Crtc3",20
"409991",-0.0210699414603377,0.0210699414603377,105.123819005349,2.84327669282663,"-",21
"266648",-0.0210663936183622,0.0210663936183622,19.3201327319348,5.58811853018592,"-",22
"492548",-0.0210435199945982,0.0210435199945982,15.4769977458377,5.57505121532816,"Lrig3",23
"149776",-0.0209836334653537,0.0209836334653537,42.2327939318822,3.24865342028981,"-",24
"553278",-0.0209287156275562,0.0209287156275562,17.6670128002841,4.73151355175161,"Cab39",25
"327664",-0.0208634168988031,0.0208634168988031,12.8876844385591,10,"Wipf1",26
"149237",-0.0208589102160888,0.0208589102160888,39.7658321932757,6.46533622761695,"Gpa33",27
"254185",-0.0207356347831029,0.0207356347831029,12.7774764431157,10,"-",28
"457865",-0.0206254553781279,0.0206254553781279,16.4013701407319,10,"-",29
"515342",-0.0205203446144214,0.0205203446144214,69.7095609093088,2.93014331446337,"Arpp21",30
"531328",-0.0204640536455,0.0204640536455,15.8308877010542,10,"Mobp",31
"200263",-0.0203506684712161,0.0203506684712161,23.0894141098379,4.90535092727404,"Tex15",32
"10226",-0.0203231803204113,0.0203231803204113,20.3853428466522,10,"LOC108349721",33
"25153",-0.0202707444147361,0.0202707444147361,11.6495072469001,10,"Drap1",34
"161135",0.0202592522520182,0.0202592522520182,110.02489796132,2.07430436780184,"LOC100361025",35
"178462",-0.0202193664036106,0.0202193664036106,30.7050202614491,6.16446811956302,"Nefm",36
"381674",-0.020155265593333,0.020155265593333,10.3853642200862,10,"Kmt2e",37
"425265",-0.0201332339654641,0.0201332339654641,16.1583218997733,4.69760299498173,"Anp32b",38
"191103",-0.0200834217627271,0.0200834217627271,18.7652437171679,4.47251497225847,"Pcdh9",39
"268905",-0.0200241048492873,0.0200241048492873,29.7196945447423,5.26389789754123,"Myo10",40
"411620",-0.0199070377514813,0.0199070377514813,12.7607083157991,4.68531067220171,"LOC120102932",41
"257893",-0.0198904187280206,0.0198904187280206,10.0352977712953,10,"Prkaca",42
"535807",-0.0197804069341629,0.0197804069341629,10.5085423675448,10,"-",43
"164650",-0.0197350947227281,0.0197350947227281,9.56205317504577,10,"Fam47e",44
"205134",-0.0195557733855357,0.0195557733855357,21.046333093079,10,"Ccdc124",45
"181946",-0.0195339441832778,0.0195339441832778,10.1260377731536,10,"-",46
"275413",-0.019473061088153,0.019473061088153,9.5361128710152,10,"LOC120100844",47
"494081",-0.0194642247813498,0.0194642247813498,10.748375289768,10,"Oxr1",48
"219715",-0.0193553167785848,0.0193553167785848,12.4079930629885,10,"-",49
"579208",-0.0191774946419255,0.0191774946419255,9.31569688012844,10,"LOC103694730",50
"413599",-0.0191642172269824,0.0191642172269824,43.7786072956604,2.23177409679151,"Tie1",51
"210273",-0.0190580908466371,0.0190580908466371,22.1476516730764,5.73045768158472,"-",52
"414102",-0.0190418292727967,0.0190418292727967,8.42108829569051,10,"Macf1",53
"281697",0.0190222688683663,0.0190222688683663,14.1630237257292,4.43138252248389,"LOC103691697",54
"554314",-0.018988844997065,0.018988844997065,10.7445773144667,4.41569850114886,"Scly",55
"242641",-0.0189744619314166,0.0189744619314166,11.4096487935526,10,"Srp19",56
"405000",-0.0189661805112981,0.0189661805112981,11.1668582788275,4.82396904126536,"-",57
"412822",0.0188585619507878,0.0188585619507878,24.8967816302069,2.67802027384129,"Faah",58
"96936",-0.0187725428284082,0.0187725428284082,8.51185382867314,10,"Cd300e",59
"484764",-0.0187389256505219,0.0187389256505219,20.1814170893428,10,"Tuba1a",60
"348412",-0.0187089521509993,0.0187089521509993,183.262130570941,1.90172907488621,"Alkbh3",61
"542423",-0.0187041674120234,0.0187041674120234,14.4282980322034,4.04517758120222,"Mterf4",62
"153201",-0.018699684596203,0.018699684596203,15.5983026058144,5.58328395845029,"Slc10a6",63
"305470",-0.0186411764266653,0.0186411764266653,7.81819324153684,10,"-",64
"6411",-0.0185940225712822,0.0185940225712822,14.6022076164417,4.14896620169754,"Prpf31",65
"218787",-0.0185429006730677,0.0185429006730677,11.5446223906207,4.05637470730281,"Wac",66
"481373",-0.0185415637917835,0.0185415637917835,8.01266892839303,9.95959925884317,"Cacng2",67
"548402",-0.0184580536084839,0.0184580536084839,9.81755611555272,4.81326816722173,"Map4k4",68
"231771",-0.0184389219005978,0.0184389219005978,7.94137138899551,10,"Usp14",69
"275298",0.0184137635843515,0.0184137635843515,18.1001630018248,5.22944221764228,"-",70
"566224",-0.0183323747477273,0.0183323747477273,7.39033141177862,10,"-",71
"63358",-0.018320901117437,0.018320901117437,14.0652614313972,3.98217388213023,"Gspt1",72
"282293",-0.0183157614933351,0.0183157614933351,12.1363301828552,3.95460681549094,"Cisd2",73
"156831",-0.0182914348547744,0.0182914348547744,22.8754428985233,2.64958162048563,"Rhoh",74
"147800",-0.0182742279625486,0.0182742279625486,7.51998186968274,9.83249552613782,"-",75
"77228",-0.0182668426192343,0.0182668426192343,9.64252289115728,4.90488473847306,"-",76
"391814",-0.0182301765425972,0.0182301765425972,11.420552798114,4.07358977447241,"Gng12",77
