"crossing_id","rank_left","rank_right","crossing_rank","regime_difference_left","regime_difference_right"
"crossing_1",3986,4292,4130,0.0606515389108193,-0.0685680053424008
"crossing_2",4292,4599,4527,-0.0685680053424008,0.0210113257992376
"crossing_3",4906,5212,4943,0.0495139585346711,-0.358350642826988
"crossing_4",11958,12264,12221,-0.44449236929562,0.0721576542521991
"crossing_5",12264,12570,12442,0.0721576542521991,-0.0521457361287424
"crossing_6",13184,13490,13425,-0.113626798609998,0.0306112670293311
"crossing_7",13490,13797,13724,0.0306112670293311,-0.00961217878605959
"crossing_8",19929,20236,20148,-0.179907802028887,0.072450842685921
"crossing_9",20236,20542,20491,0.072450842685921,-0.0143981036830642
"crossing_10",22995,23302,23232,-0.0958815997154836,0.0285291503232179
"crossing_11",23302,23608,23335,0.0285291503232179,-0.239214532145359
"crossing_12",27900,28207,28178,-0.582784191648354,0.0609054325359738
"crossing_13",28207,28514,28350,0.0609054325359738,-0.0701281535685634
"crossing_14",29740,30046,29964,-0.0407646819864312,0.014970027890497
"crossing_15",30046,30354,30065,0.014970027890497,-0.230174633569884
