"percentile","center_rank","lo_rank","hi_rank","iod_local_amplitude","cv2_local_amplitude","iod_local_midpoint","cv2_local_midpoint","iod_peak_rank","iod_trough_rank","cv2_peak_rank","cv2_trough_rank","local_window_n","iod_local_amplitude_scaled","cv2_local_amplitude_scaled"
0.01,308,1,2155,0.465339804928432,0.192691188445673,1.31729083932942,0.440700588151673,1,2155,1,2155,2155,0.995436253796858,0.150639292762907
0.02,616,1,2463,0.467391488615789,0.20678502439934,1.28748660426222,0.421196816554829,1,2463,1,2463,2463,1,0.167055995447304
0.03,924,1,2771,0.420442482192214,0.148683124649438,1.28184749824604,0.423799483227136,1,2771,1,2134,2771,0.89556706468582,0.0993780675411934
0.04,1231,1,3078,0.423108033828526,0.191447429094847,1.27148948336451,0.420175552538223,1,3078,1,3078,3078,0.901496293072469,0.149190543994965
0.05,1539,1,3386,0.434646162160029,0.178082049022209,1.26180832923828,0.417542234447409,1,3386,1,3386,3386,0.927161598932606,0.13362235719062
0.06,1847,1,3694,0.429027656384528,0.220537888003625,1.25020028706682,0.382115180538981,1,3694,1,3694,3694,0.914663846692195,0.183075528638471
0.07,2155,308,4002,0.271883240519169,0.113579194047188,1.11624092258262,0.355170467796745,308,4002,308,4002,3695,0.565113262618254,0.0584885046396939
0.08,2463,616,4310,0.196512089145591,0.147053555320007,1.05939542438219,0.303040132672283,616,4310,616,4310,3695,0.397458371161386,0.0974799217650653
0.09,2771,924,4618,0.127517854884628,0.0924279553697922,1.01989915333147,0.301108820441255,924,4076,1265,3986,3695,0.243988235103118,0.03385123782922
0.1,3078,1231,4925,0.127690943270862,0.125814731902167,0.990051273653876,0.269113315217567,1231,4925,1231,4925,3695,0.244373251307297,0.0727406349900991
0.11,3386,1539,5233,0.165213030070427,0.121622094067921,0.932453866645881,0.251033324837461,1539,5233,1539,5233,3695,0.327837033868292,0.0678569901815141
0.12,3694,1847,5541,0.0601649606941749,0.115544517045589,0.908710227701558,0.262811354635876,2016,4986,5541,4753,3695,0.0941690807049423,0.060777741115103
0.13,4002,2155,5849,0.0527132717554684,0.0633664682998573,0.902219233214965,0.245838699114325,2155,5068,2155,4686,3695,0.0775936128048043,0
0.14,4310,2463,6157,0.0445848649633236,0.137016969641946,0.891426343563009,0.201730689265185,2463,5127,2463,6157,3695,0.0595128599753865,0.0857891625150726
0.15,4618,2771,6465,0.037172570534858,0.0945230236760522,0.884142137118626,0.17287941880083,2771,5115,3517,6465,3695,0.0430250208591807,0.0362916035040048
0.16,4926,3079,6773,0.0461128356188356,0.111208514811546,0.889418417668718,0.162234485526137,3079,5163,3079,6773,3695,0.0629116637581418,0.0557271033931102
0.17,5233,3386,7080,0.0345869286859198,0.349056111845006,0.879849950241359,0.373393939746581,3824,5019,7080,6219,3695,0.0372735430638975,0.332775402914494
0.18,5541,3694,7388,0.0281705660698559,0.180575693959594,0.873994319668804,0.249817905707808,3808,5134,3694,6068,3695,0.0230010454525474,0.136526990653935
0.19,5849,4002,7696,0.0336348857112557,0.154573146537064,0.8788705097716,0.187510733783201,4002,5101,7016,7696,3695,0.0351558274834568,0.106238849691037
0.2,6157,4310,8004,0.0266179279066383,0.248655567970422,0.864073894615416,0.100980852076415,4310,8004,7068,8004,3695,0.0195473714939817,0.21582740638896
0.21,6465,4618,8312,0.0198959140308158,0.166757701755105,0.860192049836867,0.170552582880603,6457,4618,7042,8067,3695,0.00459498604962646,0.120431594733182
0.22,6773,4926,8620,0.0345225509059979,0.187803897250538,0.845042718219408,0.155153847754868,8620,4926,7062,8117,3695,0.0371303417261396,0.144946505735558
0.23,7081,5234,8928,0.0217990528515062,0.191129378629131,0.856727128264038,0.1521741172867,5234,8928,7066,8135,3695,0.0088283104263331,0.148820074241275
0.24,7388,5541,9235,0.0601250831416778,0.181882560102257,0.834313067430708,0.160897791869423,5541,9235,7028,8121,3695,0.0940803774462865,0.13804924712002
0.25,7696,5849,9543,0.0320433352876541,0.176941904368565,0.858867332948413,0.136176437474128,6444,8888,6947,5849,3695,0.0316155974530768,0.132294300311172
0.26,8004,6157,9851,0.0271647088166795,0.178981892110757,0.858016199776922,0.151765611534066,6402,8972,7048,8183,3695,0.0207636258891055,0.134670507353277
0.27,8312,6465,10159,0.0531684563870317,0.175436660226442,0.859706661103996,0.141324237114878,6465,10159,7075,8214,3695,0.0786061212859249,0.130540970300101
0.28,8620,6773,10467,0.0514412328865878,0.370486266156815,0.84903145647148,0.227516738384264,6773,10467,6773,10467,3695,0.0747641013192485,0.357737554664685
0.29,8928,7081,10775,0.0262052313310645,0.171293008446276,0.848022851545101,0.00735119441814994,7802,10522,7081,10775,3695,0.0186293730513216,0.125714385151368
0.3,9236,7389,11083,0.0376187390456623,0.116970866643437,0.829514705657251,0.0336567696863421,7389,11083,9442,10571,3695,0.044017473964741,0.0624391736270785
0.31,9543,7696,11390,0.030685492011636,0.125069393389567,0.831030278541227,0.0174321059569759,8139,10809,9488,10703,3695,0.0285952234385162,0.0718724539781434
0.32,9851,8004,11698,0.0746775952411606,0.228862995821035,0.83667325568745,-0.0278608715347659,8004,11698,8004,11698,3695,0.126450850657856,0.192772733877929
0.33,10159,8312,12006,0.0344285180944479,0.189292404628336,0.81981283162765,-0.0401020538869257,9669,12006,9457,12006,3695,0.0369211760105244,0.146680340522991
0.34,10467,8620,12314,0.0695622355640544,0.196688685915837,0.788940430248008,-0.0599362387191855,9694,12314,9497,12314,3695,0.115072291941441,0.155295635270728
