"percentile","center_rank_trt","iod_local_amplitude_scaled_trt","cv2_local_amplitude_scaled_trt","window_n_trt","center_rank_ctrl","iod_local_amplitude_scaled_ctrl","cv2_local_amplitude_scaled_ctrl","window_n_ctrl","combined_rank","composite_iod_amplitude","composite_cv2_amplitude","regime_difference","local_window_n"
0.01,305,0.938966309983564,0.0976852094800237,2137,308,0.995436253796858,0.150639292762907,2155,306,1.93440256378042,0.24832450224293,1.68607806153749,2155
0.02,611,0.94944782283318,0.135547232905083,2443,616,1,0.167055995447304,2463,614,1.94944782283318,0.302603228352387,1.64684459448079,2463
0.03,916,0.959825176691701,0.199530043092519,2748,924,0.89556706468582,0.0993780675411934,2771,920,1.85539224137752,0.298908110633712,1.55648413074381,2771
0.04,1221,0.941047923042499,0.185679821196563,3053,1231,0.901496293072469,0.149190543994965,3078,1226,1.84254421611497,0.334870365191528,1.50767385092344,3078
0.05,1527,0.885723619652145,0.108151141669515,3359,1539,0.927161598932606,0.13362235719062,3386,1533,1.81288521858475,0.241773498860134,1.57111171972462,3386
0.06,1832,1,0.241351745975058,3664,1847,0.914663846692195,0.183075528638471,3694,1840,1.91466384669219,0.424427274613528,1.49023657207867,3694
0.07,2137,0.447650295088343,0.0290764997970721,3665,2155,0.565113262618254,0.0584885046396939,3695,2146,1.0127635577066,0.087565004436766,0.92519855326983,3695
0.08,2443,0.391604682039137,0.0451238345512968,3665,2463,0.397458371161386,0.0974799217650653,3695,2453,0.789063053200524,0.142603756316362,0.646459296884161,3695
0.09,2748,0.223602867766573,0.0155737670903215,3665,2771,0.243988235103118,0.03385123782922,3695,2760,0.46759110286969,0.0494250049195415,0.418166097950149,3695
0.1,3053,0.17895136313141,0.0636651879511479,3665,3078,0.244373251307297,0.0727406349900991,3695,3066,0.423324614438706,0.136405822941247,0.286918791497459,3695
0.11,3359,0.174915627761986,0.0595919350972646,3665,3386,0.327837033868292,0.0678569901815141,3695,3372,0.502752661630278,0.127448925278779,0.3753037363515,3695
0.12,3664,0.179805770831764,0.0164248708107575,3665,3694,0.0941690807049423,0.060777741115103,3695,3679,0.273974851536706,0.0772026119258605,0.196772239610846,3695
0.13,3970,0.156569451917682,0.173511525811667,3665,4002,0.0775936128048043,0,3695,3986,0.234163064722486,0.173511525811667,0.0606515389108193,3695
0.14,4275,0.0893095845297221,0.131601287332437,3665,4310,0.0595128599753865,0.0857891625150726,3695,4292,0.148822444505109,0.217390449847509,-0.0685680053424008,3695
0.15,4580,0.0877336341772359,0.0734557257331743,3665,4618,0.0430250208591807,0.0362916035040048,3695,4599,0.130758655036417,0.109747329237179,0.0210113257992376,3695
0.16,4886,0.116113247167905,0.0737838489982658,3665,4926,0.0629116637581418,0.0557271033931102,3695,4906,0.179024910926047,0.129510952391376,0.0495139585346711,3695
0.17,5191,0.0207247579955284,0.0835735409719201,3665,5233,0.0372735430638975,0.332775402914494,3695,5212,0.0579983010594259,0.416348943886414,-0.358350642826988,3695
0.18,5496,0.112818629782642,0.211696247874344,3665,5541,0.0230010454525474,0.136526990653935,3695,5518,0.135819675235189,0.348223238528279,-0.21240356329309,3695
0.19,5802,0.0676696620922179,0.172461667789164,3665,5849,0.0351558274834568,0.106238849691037,3695,5826,0.102825489575675,0.278700517480201,-0.175875027904526,3695
0.2,6107,0.115739468276388,0.247610362246073,3665,6157,0.0195473714939817,0.21582740638896,3695,6132,0.13528683977037,0.463437768635033,-0.328150928864662,3695
0.21,6412,0.0792654715282958,0.107978518457703,3665,6465,0.00459498604962646,0.120431594733182,3695,6438,0.0838604575779222,0.228410113190885,-0.144549655612962,3695
0.22,6718,0.0592911518724547,0.341653902410627,3665,6773,0.0371303417261396,0.144946505735558,3695,6746,0.0964214935985943,0.486600408146185,-0.390178914547591,3695
0.23,7023,0.0257086543283479,0.542355439805718,3665,7081,0.0088283104263331,0.148820074241275,3695,7052,0.034536964754681,0.691175514046993,-0.656638549292312,3695
0.24,7328,0.0297776600063196,0.251821934250613,3665,7388,0.0940803774462865,0.13804924712002,3695,7358,0.123858037452606,0.389871181370633,-0.266013143918027,3695
0.25,7634,0.0589544945760481,0.27071429264731,3665,7696,0.0316155974530768,0.132294300311172,3695,7665,0.0905700920291249,0.403008592958482,-0.312438500929357,3695
0.26,7939,0.0352825450812918,0.294108887875569,3665,8004,0.0207636258891055,0.134670507353277,3695,7972,0.0560461709703973,0.428779395228847,-0.372733224258449,3695
