"dataset_name","feature_id","gene_symbol","baseMean","lfc_shrunk","regulation_direction","lfdr","pvalue","wald_pvalue","padj","empirical_p","empirical_q","HBFSS","hc_p_threshold_dataset","hbfss_threshold_dataset","resLA_padj","resGA_padj","hc_empirical_pass","deseq2_standard_call","deseq2_strong_call","deseq2_weak_call_raw","deseq2_weak_call","standard_significant","HBFSS_significant","effect_class","log2FoldChange","lfcSE","stat","raw_lfc_pass","shrunk_lfc_pass","neglog10_wald_pvalue","padj_strong_effect","padj_weak_effect","HBFSS_only_call","overlap_call","R0_1","R0_2","R0_3","R0_4","R0_5","ZT6_1","ZT6_2","ZT6_3","ZT6_4","ZT6_5","dispGeneEst","dispFit","dispersion","dispIter","dispOutlier","neglog10_padj","neglog10_empirical_p"
"RT0_ZT6_leading_edge_dataset","15145","LOC102548165",149.873765209503,1.27778314768362,"upregulated",1,0.00212309815988845,0.00212309815988845,0.762582324451949,0.0192965473002964,0.999999999999,2.19078526280211,0.0336010810441569,1.47364674987327,0.922892566593049,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"intermediate",1.83910805942373,0.598580419940673,3.07244941223772,TRUE,TRUE,2.67302992608252,1,0.922892566593049,TRUE,FALSE,690.145770281031,225.13204310688,67.5628074230421,131.20250003657,56.4326525617665,37.1067050171877,75.7659699919494,107.124428773305,48.0237574595388,60.2410174437644,0.56552427018901,0.227142397170981,0.420970332370722,6,FALSE,0.117713265259498,1.7145203916436
"RT0_ZT6_leading_edge_dataset","466749","RGD1566401",334.985028699077,-1.03694135138093,"downregulated",1,0.000299529470563527,0.000299529470563527,0.615732748321757,0.0058969544695735,0.999999999999,2.31172824813736,0.0336010810441569,1.47364674987327,0.800781525417022,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"intermediate",-1.27851447345012,0.353600170842827,-3.61570660557856,TRUE,TRUE,3.52356044114292,1,0.800781525417022,TRUE,FALSE,175.190849379031,129.450924786456,375.124841214503,109.781683704069,188.567643925903,610.034230482566,479.074056410634,351.36812637644,479.450299882937,451.807630828233,0.132162314357435,0.169805340589969,0.146296671109262,9,FALSE,0.210607747436279,2.22937222539997
"RT0_ZT6_leading_edge_dataset","358487","Ttpal",68.909955950215,1.07853696965554,"upregulated",1,0.0013104061739723,0.0013104061739723,0.762582324451949,0.0143926490626247,0.999999999999,1.9865133090437,0.0336010810441569,1.47364674987327,0.851741606945276,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"intermediate",1.45598188022442,0.453055967880266,3.21369098620771,TRUE,TRUE,2.8825940694025,1,0.851741606945276,TRUE,FALSE,203.062120871149,84.42451616508,41.3444045424586,85.6832653300047,90.8428065628437,36.1171928833961,32.6376486119167,39.9931200753672,29.1291643607039,45.8653200992297,0.164382691797402,0.349051716923169,0.228625759437958,10,FALSE,0.117713265259498,1.84185926392319
"RT0_ZT6_leading_edge_dataset","101579","-",66.6533017341768,1.40345008789755,"upregulated",1,0.00229455219185743,0.00229455219185743,0.762582324451949,0.0202305965240943,0.999999999999,2.3774322547864,0.0336010810441569,1.47364674987327,0.942340148206512,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"intermediate",2.05157556259098,0.672825228550329,3.04919535643946,TRUE,TRUE,2.63930205939975,1,0.942340148206512,TRUE,FALSE,240.223816193974,65.2882925009952,70.5880077554172,142.805442216674,17.8932800805601,11.8741456055001,15.1531939983899,28.566514339548,64.5565264210194,9.58379822968979,0.633608151633686,0.356692096645167,0.520953123715287,10,FALSE,0.117713265259498,1.69399131133187
"RT0_ZT6_leading_edge_dataset","500103","Gpd1",176.839693678035,1.93875209011198,"upregulated",1,1.20734521908323e-08,1.20734521908323e-08,3.72284898304315e-05,1.42676755576776e-05,0.999999999999,9.39450781285406,0.0336010810441569,1.47364674987327,0.998578931939458,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"intermediate",2.07410420304944,0.363961847554945,5.69868577430034,TRUE,TRUE,7.9181685332942,1,0.998578931939458,FALSE,TRUE,416.741868977392,362.462589402077,222.85642448496,264.190068100848,163.792333045127,76.1924343019588,46.6252123027381,68.5596344149152,45.6619333221845,101.314438428149,0.115798861965139,0.211320317342255,0.150469222406223,10,FALSE,4.42912458053188,4.8456467749373
"RT0_ZT6_leading_edge_dataset","171529","Ramp3",119.50182742789,-0.824172382466272,"downregulated",1,0.000716629731909435,0.000716629731909435,0.762582324451949,0.00998499209034676,0.999999999999,1.64888235182606,0.0336010810441569,1.47364674987327,0.61950521714831,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"intermediate",-1.0587014500835,0.31293487940126,-3.38313661969902,TRUE,FALSE,3.14470517755933,1,0.61950521714831,TRUE,FALSE,58.3969497930103,82.1731957340112,97.8148107467924,56.2296428728156,93.5956188829299,184.544012952147,162.022612752015,131.405965961921,196.031403400413,132.804061182844,0.0377108937997371,0.253513354870751,0.107459187904344,9,FALSE,0.117713265259498,2.00065227482133
"RT0_ZT6_leading_edge_dataset","257551","Prdx2",54.7557151165473,1.40967605276626,"upregulated",1,0.000971484525066879,0.000971484525066879,0.762582324451949,0.0120043879791676,0.999999999999,2.70750837468686,0.0336010810441569,1.47364674987327,0.938906781009382,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"intermediate",1.86065024226018,0.564062921451792,3.29865724460529,TRUE,TRUE,3.0125641129557,1,0.938906781009382,TRUE,FALSE,118.121102990407,39.398107543704,149.243216397168,51.7669728035445,70.1967141621974,13.8531698730834,37.3001698421905,19.9965600376836,40.1510103350243,7.53012718047055,0.325309855802039,0.407386651945368,0.356419326843497,9,FALSE,0.117713265259498,1.92065997671864
"RT0_ZT6_leading_edge_dataset","390593","Herc3",27.1826562068728,1.30325516531823,"upregulated",1,0.00376660577084452,0.00376660577084452,0.762582324451949,0.027370056408865,0.999999999999,2.03662852574517,0.0336010810441569,1.47364674987327,0.948883305109321,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"intermediate",2.27298331915755,0.784578892156967,2.89707426732913,TRUE,TRUE,2.42404983254597,1,0.948883305109321,TRUE,FALSE,103.521865542155,54.0316903456512,6.05040066475004,37.486428581877,23.3989047207325,9.89512133791673,4.66252123027381,22.8532114716384,7.87274712451456,2.05367104921924,0.667769223033522,0.695469343638534,0.678263393181597,7,FALSE,0.117713265259498,1.56272430752106
"RT0_ZT6_leading_edge_dataset","40451","Ttc9b",81.3819631859152,1.0715628888333,"upregulated",1,0.00335492691218486,0.00335492691218486,0.762582324451949,0.0255023992678172,0.999999999999,1.70744862302435,0.0336010810441569,1.47364674987327,0.890022343655968,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"intermediate",1.68751656423824,0.575316794120171,2.93319538293498,TRUE,TRUE,2.47431693659202,1,0.890022343655968,TRUE,FALSE,55.7425429842371,151.964129097144,57.4788063151254,167.796394604593,188.567643925903,29.6853640137502,59.4471456859911,4.2849771509322,59.8328781463107,39.0197499351656,0.432819773297669,0.314467353610542,0.381233019236999,10,FALSE,0.117713265259498,1.59341895918342
"RT0_ZT6_leading_edge_dataset","570401","Klhl34",24.8614873915846,1.00200700902775,"upregulated",1,0.00439444867875103,0.00439444867875103,0.762582324451949,0.0300746514307628,0.999999999999,1.52485366261934,0.0336010810441569,1.47364674987327,0.908953125595207,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"intermediate",1.84892350811901,0.649117468933388,2.84836504424556,TRUE,TRUE,2.35709560313747,1,0.908953125595207,TRUE,FALSE,79.6322042631959,29.2671656038944,12.1008013295001,47.3043027342734,26.1517170408186,12.8636577392917,9.32504246054762,15.7115828867514,3.93637356225728,12.3220262953154,0.291844245630138,0.748881645200025,0.449956957727007,10,FALSE,0.117713265259498,1.52179939749015
