"comparison_name","dataset_key","dataset_label","dataset_name","n_features","n_standard_significant","n_HBFSS_significant","n_overlap","n_strong_effect","n_weak_effect","hc_p_threshold","hbfss_threshold","evs_fixed_top_n","evs_cutoff_mode_main","evs_primary_preprocessing"
"RT0_ZT6","raw_dataset","Original dataset","RT0_ZT6_raw_dataset",31553,3,34,3,3,0,0.000532546091058572,3.27364279873213,5000,"matched_curvature_wave","normalized"
"RT0_ZT6","leading_edge_dataset","Leading-edge dataset","RT0_ZT6_leading_edge_dataset",3374,0,0,0,0,0,0.201631432246799,0.695441764948385,5000,"matched_curvature_wave","normalized"
"RT0_ZT6","remainder_dataset","Remainder dataset","RT0_ZT6_remainder_dataset",28179,3,0,0,3,0,NA,NA,5000,"matched_curvature_wave","normalized"
