"rank_index","n_lead","n_rem","lead_mean_abs","lead_sd_dev","lead_skew_abs","lead_distortion","rem_mean_abs","rem_sd_dev","rem_skew_abs","rem_distortion","total_distortion","split_score"
26265,26265,5269,0.0178521570371294,0.250594601259504,0.0774237242166305,0.307158620404948,0.0189848193132643,0.214989121818626,0.0338716396635306,0.250909760963656,0.558068381368604,-0.558068381368604
26266,26266,5268,0.0178842910938545,0.250590771686903,0.0773453480479527,0.307147736804734,0.018824815427223,0.215000534468699,0.034255907266838,0.250953303529341,0.558101040334075,-0.558101040334075
26267,26267,5267,0.017873326190053,0.250602930519891,0.0773879001355764,0.307170206777732,0.0188796769522824,0.214936103418306,0.0340538380242784,0.250842699382728,0.55801290616046,-0.55801290616046
26268,26268,5266,0.0178708679304567,0.250617089734405,0.0773991569816964,0.30718753615571,0.0188921304110441,0.214862072277185,0.0340032061899722,0.250755805783215,0.557943341938925,-0.557943341938925
26269,26269,5265,0.0178478392857259,0.250622058991442,0.0774699120197211,0.307204854287029,0.0190072226676277,0.21483192702193,0.0336533887244492,0.250665844051783,0.557870698338812,-0.557870698338812
26270,26270,5264,0.0178483287239761,0.250636318469768,0.077469426273343,0.307219360330416,0.0190050003728993,0.214757353919767,0.0336586809074211,0.250591694746376,0.557811055076792,-0.557811055076792
26271,26271,5263,0.0178116874819232,0.250627047330489,0.0775296035496921,0.307203536587258,0.0191881200273971,0.21479515800063,0.0333217701521745,0.250644163104114,0.557847699691372,-0.557847699691372
26272,26272,5262,0.0178442390103105,0.250622735598572,0.0774515766143304,0.307192762916048,0.0190258590389427,0.214808786408998,0.0337053219486484,0.250687306422265,0.557880069338313,-0.557880069338313
26273,26273,5261,0.0178257150403499,0.250630982382255,0.0775149146971858,0.307214154771198,0.0191185908167044,0.214762969211707,0.0333971980253499,0.250580159041086,0.557794313812285,-0.557794313812285
26274,26274,5260,0.0177656833545378,0.250582067808363,0.0773822607269796,0.307038881526391,0.0194186983050702,0.214990113976092,0.0338317596950991,0.251324692128711,0.558363573655102,-0.558363573655102
26275,26275,5259,0.0177531347413045,0.250593569033263,0.0774298693270069,0.307061638438071,0.0194817079699597,0.214928771134038,0.0336038266212033,0.251212392414599,0.55827403085267,-0.55827403085267
26276,26276,5258,0.0177630781938413,0.250606096614493,0.0773926140350588,0.307065481825864,0.0194323459338951,0.214862267502631,0.0337833830092201,0.251186304941136,0.558251786767,-0.558251786767
26277,26277,5257,0.0177584089696363,0.25061997455807,0.0774124930590141,0.307084630057213,0.0194560024817694,0.214789455477442,0.0336908003100586,0.25109085811424,0.558175488171454,-0.558175488171454
26278,26278,5256,0.0177372345475766,0.25062637272381,0.0774807167565155,0.307103965649644,0.0195621895168525,0.214752498197363,0.0333551607788866,0.250992268103658,0.558096233753302,-0.558096233753302
26279,26279,5255,0.0177688985636199,0.25062305156619,0.0774020789416692,0.307092989600644,0.0194041926143535,0.214761329738179,0.0337411951254852,0.251036119915275,0.558129109515919,-0.558129109515919
26280,26280,5254,0.0177679833078591,0.250637295107806,0.0774072099811481,0.307108883406239,0.0194090818826145,0.214686671365699,0.0337193256300793,0.250955416063353,0.558064299469592,-0.558064299469592
26281,26281,5253,0.0177296063828428,0.250625726299039,0.0774615418613595,0.307086103612561,0.0196013958108324,0.214735652806875,0.0334028069185555,0.251038452076985,0.558124555689546,-0.558124555689546
26282,26282,5252,0.0177319087004956,0.250639890439503,0.077453790155433,0.307098694217715,0.0195902309739849,0.214661300501055,0.0334422411354592,0.250972652042769,0.558071346260484,-0.558071346260484
26283,26283,5251,0.0177006121991849,0.250636969646256,0.0775249029544347,0.307100033322658,0.0197472342621632,0.214668946367079,0.0330702604203991,0.250951310839441,0.5580513441621,-0.5580513441621
26284,26284,5250,0.0176729361479917,0.250637792169654,0.0775981996676502,0.307109828151471,0.019886183586282,0.214658697463567,0.0326972354616349,0.250893498780667,0.558003326932138,-0.558003326932138
26285,26285,5249,0.0176880257266783,0.250648053963973,0.07754366856812,0.307107913974712,0.0198110423539827,0.214602752554371,0.0329593127505524,0.25089345128363,0.558001365258342,-0.558001365258342
26286,26286,5248,0.0176734159032089,0.250658564723253,0.0775973490752505,0.307130655164087,0.0198846240682252,0.214546007981742,0.0327001040379558,0.250780684068945,0.557911339233031,-0.557911339233031
26287,26287,5247,0.0177050727106135,0.250655240512888,0.0775187314325459,0.307119678939774,0.0197264477221072,0.214554746362074,0.0330866124378114,0.250824500303087,0.557944179242861,-0.557944179242861
26288,26288,5246,0.0176990819297116,0.250668864255439,0.077543641137921,0.307139766754111,0.0197568531783332,0.214482962546417,0.0329693432435106,0.250724487346506,0.557864254100617,-0.557864254100617
26289,26289,5245,0.0177019764273002,0.250682969764321,0.0775335222836928,0.307151707333467,0.019742737701525,0.214408734762598,0.0330200167670477,0.250661480847647,0.557813188181114,-0.557813188181114
26290,26290,5244,0.0176543469507895,0.250657425073293,0.0775358349264713,0.307079689487318,0.0199819100315671,0.214524820913377,0.0329040071117037,0.250958734500796,0.558038423988114,-0.558038423988114
26291,26291,5243,0.0176398106084184,0.250667969755995,0.0775893078640471,0.307102434296437,0.020055246392498,0.214467858156588,0.0326454688411816,0.250845838969677,0.557948273266113,-0.557948273266113
26292,26292,5242,0.0176611027197512,0.250674267042648,0.0775189306443582,0.307094835084579,0.0199489135509531,0.214430658130066,0.0329849073492737,0.250872025355656,0.557966860440234,-0.557966860440234
26293,26293,5241,0.0176781310507046,0.250683429912835,0.0774587665740308,0.307090944250555,0.0198639225005952,0.214379806125985,0.0332745047746812,0.25088098101392,0.557971925264476,-0.557971925264476
26294,26294,5240,0.0176584829174976,0.250690905948719,0.0775243360637772,0.307111556898105,0.0199629327689145,0.21433753425091,0.0329524447148151,0.250776689377232,0.557888246275337,-0.557888246275337
26295,26295,5239,0.0176810942152602,0.250696183797095,0.0774514999429864,0.307103027983848,0.0198498845488697,0.214305164605326,0.0333044708442463,0.250807284576319,0.557910312560167,-0.557910312560167
26296,26296,5238,0.0176377917563504,0.250677529711563,0.077482682813094,0.307056662874461,0.0200676871929755,0.214388343247475,0.0330745018150863,0.250993281347993,0.558049944222454,-0.558049944222454
26297,26297,5237,0.0175906302889744,0.250652749443498,0.0774884579475889,0.306987608706266,0.0203049671248108,0.214501060626319,0.0329449890394542,0.251278522270857,0.558266130977123,-0.558266130977123
26298,26298,5236,0.0175832017524171,0.250666029017998,0.0775186966533814,0.307008579097106,0.0203427956181684,0.21443081119551,0.0328010679786339,0.251174140802995,0.558182719900101,-0.558182719900101
26299,26299,5235,0.017592203092418,0.250678854272598,0.0774848916969479,0.307013503213489,0.0202981028489578,0.214362427333923,0.0329643515322657,0.251142705949014,0.558156209162503,-0.558156209162503
26300,26300,5234,0.017622180553085,0.250677329892897,0.0774057473014847,0.307002384096725,0.0201479879624875,0.214362453859671,0.033352660402311,0.251186772023314,0.558189156120039,-0.558189156120039
26301,26301,5233,0.0176521557341839,0.250675806831407,0.0773266092841527,0.306991267207667,0.0199978157036164,0.214362509100541,0.0337411212960282,0.251230885452171,0.558222152659839,-0.558222152659839
26302,26302,5232,0.0176652315471094,0.250687051354685,0.0772784773821568,0.306991521592872,0.0199325300821336,0.214301614727829,0.0339732496344766,0.251220769627201,0.558212291220073,-0.558212291220073
26303,26303,5231,0.0176672457560227,0.250701224692089,0.0772718739339679,0.307004407415096,0.0199228354848268,0.214226816705485,0.034006996022914,0.251153150201768,0.558157557616864,-0.558157557616864
26304,26304,5230,0.0176674583677431,0.250715467633142,0.0772724915107637,0.307019171756267,0.0199221974448719,0.214151685566984,0.0340061789101078,0.251076972466909,0.558096144223176,-0.558096144223176
26305,26305,5229,0.0176392176122985,0.250715710867261,0.0773456477503847,0.307027752354752,0.0200646965481513,0.21414411140046,0.0336308349488702,0.251024225423046,0.558051977777798,-0.558051977777798
26306,26306,5228,0.0176319333616102,0.250729021801155,0.0773753580206893,0.30704863417311,0.0201018130319964,0.214073526012766,0.0334894323059753,0.25092005519775,0.557968689370861,-0.557968689370861
26307,26307,5227,0.0176156345696235,0.250738599795129,0.0774335172271626,0.307070992978334,0.0201843158444057,0.214020977422678,0.0332058763969798,0.250808231465574,0.557879224443908,-0.557879224443908
26308,26308,5226,0.0176088899167533,0.250752042012277,0.077461241286547,0.307091552572304,0.0202187603543529,0.213949713146304,0.0330740619662799,0.250705504483797,0.557797057056101,-0.557797057056101
26309,26309,5225,0.0176072370004935,0.250766234105034,0.0774693095045275,0.307108125857791,0.0202275826403466,0.21387474098181,0.033037305826429,0.250620976535371,0.557729102393162,-0.557729102393162
26310,26310,5224,0.0175757418109519,0.250763056683729,0.0775400655260729,0.307108831257718,0.020386705684466,0.213883646502308,0.032663950787399,0.250602327580473,0.557711158838191,-0.557711158838191
26311,26311,5223,0.0175583059110865,0.250771957391443,0.0776009696846392,0.307130748144849,0.0204750776785753,0.213834332058643,0.0323656423367692,0.250492230905603,0.557622979050452,-0.557622979050452
26312,26312,5222,0.0175521364773479,0.25078552709383,0.0776265529462542,0.307150940044305,0.0205067220509032,0.213762373544749,0.0322440102805772,0.250391100735941,0.557542040780246,-0.557542040780246
26313,26313,5221,0.0175652106251389,0.250796762646707,0.0775784243873899,0.30715118546554,0.0204413963536707,0.213701240192912,0.0324762253972288,0.250380749245197,0.557531934710737,-0.557531934710737
26314,26314,5220,0.0175757963160702,0.25080903125115,0.0775388537056256,0.307154254420033,0.020388584919679,0.213635173934103,0.0326674450383737,0.250357481372969,0.557511735793002,-0.557511735793002
26315,26315,5219,0.0175651277115862,0.250821268024464,0.0775804263568882,0.307176608914495,0.0204429166145631,0.213569625045072,0.0324672969121411,0.250246190115706,0.5574227990302,-0.5574227990302
26316,26316,5218,0.017522320423215,0.250803319072864,0.077614125983935,0.307132702488046,0.0206593586210175,0.213649733229261,0.0322256423503951,0.250421913025476,0.557554615513522,-0.557554615513522
26317,26317,5217,0.0175522811747524,0.250801787899913,0.0775350277964463,0.307121582972888,0.0205088238194047,0.21364955409064,0.0326150484272096,0.250465902123649,0.557587485096538,-0.557587485096538
