"comparison_name","selected_reason","crossing_id","crossing_percentile","crossing_rank","percentile_left","percentile_right","regime_difference_left","regime_difference_right"
"RT8_ZT14","last_crossing_fallback","crossing_3",0.8705271918038,26951,0.87,0.88,0.0146729168635262,-0.263649256541946
