"percentile","center_rank","lo_rank","hi_rank","iod_amplitude","cv2_amplitude","iod_center","cv2_center","iod_residual_sd","cv2_residual_sd","center_distance","center_agreement","local_fourier_score"
0.01,310,1,2171,0.355219579892048,0.182388633300065,1086,1086,0.243131191747241,0.263871178925737,0,1,2.14065007210355
0.02,620,1,2481,0.366605005403656,0.132771164340429,1241,1241,0.246046187926311,0.271837255411942,0,1,2.08230811076223
0.03,930,1,2791,0.402995230545111,0.154729442887723,1396,1396,0.254545930678258,0.277631650673472,0,1,2.21468717204224
0.04,1241,1,3102,0.397533654407225,0.190908867134412,1551.5,1551.5,0.261132329578576,0.282428829275685,0,1,2.26453378680353
0.05,1551,1,3412,0.383170545378918,0.186311388871604,1706.5,1706.5,0.267704260142403,0.290978947576329,0,1,2.21947089182816
0.06,1861,1,3722,0.395703527541286,0.1799958839356,1861.5,1861.5,0.276614180784569,0.296864976241555,0,1,2.24055369711255
0.07,2171,310,4032,0.222010849994863,0.137256532013553,2171,2171,0.28951696742536,0.313083142356396,0,1,1.71831683120149
0.08,2481,620,4342,0.161637204533449,0.125593632422879,2481,2481,0.302624819583219,0.325826438080666,0,1,1.54243176170836
0.09,2791,930,4652,0.168029777665267,0.161247217125891,2791,2791,0.314944667022114,0.33685764680859,0,1,1.62183994294103
0.1,3102,1241,4963,0.130325637077267,0.103107039190733,3102,3102,0.32378407140747,0.352717605176585,0,1,1.42218255990607
0.11,3412,1551,5273,0.0919885515265194,0.156755539414495,3412,3412,0.333751574432565,0.357994539346726,0,1,1.41832075660515
0.12,3722,1861,5583,0.0746000256566857,0.101120947228722,3488,3861.5,0.344190486181051,0.371383995016353,373.5,0.00267022696929239,0.278012646242301
0.13,4032,2171,5893,0.0978000662131344,0.115925983162925,4032,4032,0.351320245169791,0.38573340056208,0,1,1.36116189165161
0.14,4342,2481,6203,0.0507999781584919,0.194962804242438,4342,4342,0.367586190765857,0.390701921003073,0,1,1.37985471992841
0.15,4652,2791,6513,0.0381355095374,0.0895106414501275,4647.5,4691.5,0.37630304417366,0.410071662711173,44,0.0222222222222222,0.183269457799686
0.16,4963,3102,6824,0.0364751497190328,0.165622149032329,4788.5,4963,0.385233477497127,0.41622840290594,174.5,0.0056980056980057,0.296890784059442
0.17,5273,3412,7134,0.0503424349777174,0.105325031016858,5273,5119.5,0.39277439133116,0.431116494814787,153.5,0.00647249190938511,0.226846217829611
0.18,5583,3722,7444,0.0585061156340716,0.175640739162651,5583,5583,0.408658549999124,0.437955049882837,0,1,1.36555218967486
0.19,5893,4032,7754,0.0326408223400343,0.0814713295368115,5409.5,5788,0.418236351048185,0.456155500694361,378.5,0.00263504611330698,0.135351551975577
0.2,6203,4342,8064,0.0405514140781012,0.160133763162078,7531.5,6203,0.423731242798763,0.461722193749855,1328.5,0.000752162467092892,0.292736832712706
