"percentile","center_rank_trt","iod_amplitude_trt","cv2_amplitude_trt","iod_center_trt","cv2_center_trt","local_fourier_score_trt","center_rank_ctrl","iod_amplitude_ctrl","cv2_amplitude_ctrl","iod_center_ctrl","cv2_center_ctrl","local_fourier_score_ctrl","combined_center_rank","combined_iod_amplitude","combined_cv2_amplitude","combined_center_distance","combined_center_agreement","combined_fourier_score","regime_difference","regime_direction"
0.11,3399,0.0583268122375616,0.211908579107321,3447.5,3399,0.379334058308558,3412,0.0919885515265194,0.156755539414495,3412,3412,1.41832075660515,3406,0.150315363764081,0.368664118521816,24.25,0.0396039603960396,0.578490130704361,-0.218348754757735,"CV2_dominant"
0.12,3708,0.0527044470171629,0.0615972656931023,3681.5,4972.5,0.118648597495616,3722,0.0746000256566857,0.101120947228722,3488,3861.5,0.278012646242301,3715,0.127304472673849,0.162718212921825,832.25,0.0012001200120012,0.220744661849379,-0.0354137402479761,"CV2_dominant"
0.13,4017,0.0562035880833274,0.0979595960966033,3658,4017,0.183427396161257,4032,0.0978000662131344,0.115925983162925,4032,4032,1.36116189165161,4024,0.154003654296462,0.213885579259529,179.5,0.00554016620498615,0.328754383693051,-0.0598819249630669,"CV2_dominant"
0.14,4326,0.0548869026941669,0.0488110660964498,5620,5791.5,0.108636773906615,4342,0.0507999781584919,0.194962804242438,4342,4342,1.37985471992841,4334,0.105686880852659,0.243773870338888,85.75,0.0115273775216138,0.321190413691598,-0.138086989486229,"CV2_dominant"
0.15,4635,0.0545830736802585,0.0512728763852968,4635,5921.5,0.106751158006178,4652,0.0381355095374,0.0895106414501275,4647.5,4691.5,0.183269457799686,4644,0.0927185832176585,0.140783517835424,665.25,0.00150093808630394,0.149772234628296,-0.0480649346177658,"CV2_dominant"
0.16,4944,0.0306352548153142,0.0973882447290372,6366,4225.5,0.127510424641866,4963,0.0364751497190328,0.165622149032329,4788.5,4963,0.296890784059442,4954,0.067110404534347,0.263010393761366,983,0.00101626016260163,0.293285407712932,-0.195899989227019,"CV2_dominant"
0.17,5254,0.0447934267863581,0.0751808265255085,4611,5962,0.123052645609131,5273,0.0503424349777174,0.105325031016858,5273,5119.5,0.226846217829611,5264,0.0951358617640755,0.180505857542366,598.75,0.00166736140058358,0.209189098784338,-0.085369995778291,"CV2_dominant"
0.18,5563,0.0458127910719015,0.123697149546922,4253,5563,0.199306562601083,5583,0.0585061156340716,0.175640739162651,5583,5583,1.36555218967486,5573,0.104318906705973,0.299337888709573,655,0.00152439024390244,0.38856068122501,-0.1950189820036,"CV2_dominant"
0.19,5872,0.0314839995723318,0.117350128398313,6793.5,6518,0.162910477254553,5893,0.0326408223400343,0.0814713295368115,5409.5,5788,0.135351551975577,5882,0.0641248219123661,0.198821457935124,51.5,0.019047619047619,0.216639026801488,-0.134696636022758,"CV2_dominant"
0.2,6181,0.0494847156714442,0.148768047004761,6925.5,6688.5,0.248624583268181,6203,0.0405514140781012,0.160133763162078,7531.5,6203,0.292736832712706,6192,0.0900361297495454,0.308901810166839,782.75,0.00127591706539075,0.385341952531526,-0.218865680417294,"CV2_dominant"
