"comparison_name","model_selection_mode","search_stage","filtered_rank_index","cutoff_feature_id","original_rank_index","objective_score","valid_split","improvement_vs_null","regime_plausible","lead_iod_mean","rem_iod_mean","lead_cv2_mean","rem_cv2_mean","lead_slope","rem_slope"
"RT8_ZT14","bic","coarse",3644,"373332",3644,45943.1351351683,FALSE,45943.1351351683,FALSE,2.48573334018742,1.81839433799257,0.533596811980213,-0.697701966763843,1.17585833790626,-1.2116782067791
"RT8_ZT14","bic","coarse",3643,"247350",3643,45943.1197052956,FALSE,45943.1197052956,FALSE,2.4858479774789,1.81840327650957,0.53362807575206,-0.697661969453541,1.17580673168432,-1.21168132059078
"RT8_ZT14","bic","coarse",3642,"117463",3642,45943.0911158778,FALSE,45943.0911158778,FALSE,2.48596194942505,1.81841230932771,0.533658802636758,-0.697621902779795,1.1757568023696,-1.21168456293148
"RT8_ZT14","bic","coarse",3645,"40443",3645,45943.0867222377,FALSE,45943.0867222377,FALSE,2.48561765721242,1.81838554348539,0.533560840291756,-0.697741350403518,1.17592358631861,-1.21167519787378
"RT8_ZT14","bic","coarse",3646,"312345",3646,45943.0505219328,FALSE,45943.0505219328,FALSE,2.48550109104661,1.81837687190691,0.533526645323061,-0.697780966188398,1.17598412001692,-1.21167241396035
"RT8_ZT14","bic","coarse",3641,"94664",3641,45942.966134343,FALSE,45942.966134343,FALSE,2.486072054491,1.81842185358824,0.533681452831442,-0.697580784223419,1.1757330800816,-1.21168839337159
"RT8_ZT14","bic","coarse",3647,"254919",3647,45942.8921121302,FALSE,45942.8921121302,FALSE,2.48538236429895,1.81836849014446,0.533485293427617,-0.697819647935751,1.17606418460855,-1.21166988515407
"RT8_ZT14","bic","coarse",3640,"231891",3640,45942.8169098995,FALSE,45942.8169098995,FALSE,2.4861808362003,1.81843157745291,0.533700574820742,-0.697539207337378,1.17572183778222,-1.21169242049898
"RT8_ZT14","bic","coarse",3648,"321003",3648,45942.6776587551,FALSE,45942.6776587551,FALSE,2.48526236427351,1.81836028257675,0.533441411991253,-0.697857999126555,1.17615077216848,-1.21166754973807
"RT8_ZT14","bic","coarse",3639,"428245",3639,45942.6553961198,FALSE,45942.6553961198,FALSE,2.48628891869734,1.8184413994726,0.533719882475182,-0.697497656239434,1.17570957797186,-1.21169659929965
"RT8_ZT14","bic","coarse",3649,"394492",3649,45942.6113093255,FALSE,45942.6113093255,FALSE,2.48514622654402,1.81835157843057,0.533404652881979,-0.697897280406186,1.17621826861675,-1.21166465584385
"RT8_ZT14","bic","coarse",3650,"86026",3650,45942.5422262927,FALSE,45942.5422262927,FALSE,2.48502824121653,1.81834312342868,0.533368994118528,-0.697936705663855,1.17628329593623,-1.21166216116593
"RT8_ZT14","bic","coarse",3638,"349248",3638,45942.5229211959,FALSE,45942.5229211959,FALSE,2.4863989175861,1.81845097901458,0.533739682733873,-0.697456170869825,1.1756963067406,-1.2117004225447
"RT8_ZT14","bic","coarse",3651,"230776",3651,45942.4039471958,FALSE,45942.4039471958,FALSE,2.48491002220681,1.81833470681823,0.533328760937755,-0.697975533203572,1.17636045428247,-1.21165960837066
"RT8_ZT14","bic","coarse",3637,"105933",3637,45942.3898620526,FALSE,45942.3898620526,FALSE,2.48650826822934,1.81846065011822,0.53375436956339,-0.697414021499512,1.17570316187486,-1.2117042735114
"RT8_ZT14","bic","coarse",3652,"265847",3652,45942.3261337305,FALSE,45942.3261337305,FALSE,2.48479355087348,1.81832606953643,0.533291557732066,-0.698014756856786,1.17642924325506,-1.21165680281109
"RT8_ZT14","bic","coarse",3658,"530490",3658,45942.3225785016,FALSE,45942.3225785016,FALSE,2.4841137379861,1.81827191692036,0.53309161758993,-0.698253151558011,1.17677268100824,-1.21163707527275
"RT8_ZT14","bic","coarse",3636,"242645",3636,45942.2740237456,FALSE,45942.2740237456,FALSE,2.48661920358985,1.81847012215684,0.533770631609411,-0.697372079057782,1.17570447391257,-1.21170785159906
