"comparison_name","selected_reason","crossing_id","crossing_percentile","crossing_rank","percentile_left","percentile_right","regime_difference_left","regime_difference_right"
"RT8_ZT14","last_crossing_fallback","crossing_7",0.7,21672,0.7,0.71,0.0371530706885979,-0.177487353380763
