"comparison_name","dataset_name","n_features","hc_p_threshold","hbfss_threshold","n_standard_significant","n_HBFSS_significant","n_overlap_significant","n_strong_effect","n_weak_effect","evs_cutoff_mode_main","evs_primary_preprocessing","trt_top_n_used","ctrl_top_n_used","trt_cutoff_method","ctrl_cutoff_method","trt_cutoff_quantile","ctrl_cutoff_quantile","trt_selected_reason","ctrl_selected_reason"
"RT8_ZT14","RT8_ZT14_remainder_dataset",8,0.235925959280714,0.627224270423859,0,0,0,0,2,"shared_rank_exhaustive_search","normalized",30578,30578,"shared_rank_exhaustive_search","shared_rank_exhaustive_search",0.0317289423685877,0.0317289423685877,"score_weighted_median_of_top_k_local_lagrange_anchor_quantiles_shared_rank_selected","score_weighted_median_of_top_k_local_lagrange_anchor_quantiles_shared_rank_selected"
