"comparison_name","dataset_name","n_features","hc_empirical_threshold","hc_wald_threshold","hbfss_threshold","n_standard_significant","n_HBFSS_significant","n_overlap_significant","n_strong_effect","n_weak_effect","evs_fixed_top_n","shared_cutoff_rank","shared_cutoff_method","shared_cutoff_quantile","shared_selected_reason"
"RT8_ZT14","RT8_ZT14_raw_dataset",31580,0.077886604890723,0.1214593269481,1.10853722682373,331,100,7,0,331,5000,21672,"last_stable_crossing_into_leading_edge",0.313742875237492,"last_crossing_fallback"
