"index","rank","d1","d2","left_d1","right_d1","left_d2","right_d2","before_terminal_start","inside_terminal_block"
26,26,-0.000247291971745389,-2.59779211998464e-11,-0.00024729204042188,-0.000247292092377723,1.63330903269448e-10,-2.15286745669142e-10,TRUE,FALSE
348,348,-0.000253782705362821,5.09297586250526e-10,-0.000253782804282826,-0.000253781785687653,-3.11457577352491e-10,1.3300527498535e-09,TRUE,FALSE
1843,1843,0.00492345950189338,-8.663284224325e-09,0.00492344789040846,0.00492343056384002,3.18862540574882e-08,-4.92128225061292e-08,TRUE,FALSE
3244,3244,-0.00040723791682082,2.90966762269497e-09,-0.000407237257467583,-0.000407231438132338,-4.22837409718076e-09,1.00477093425676e-08,TRUE,FALSE
4247,4247,0.000279488541252455,-2.91160244901285e-09,0.000279489097883973,0.000279483274679075,1.79833941203457e-09,-7.6215443100561e-09,TRUE,FALSE
4755,4755,5.50872846042968e-05,1.33137955160668e-09,5.50879307369564e-05,5.50905934960596e-05,-2.6236448708423e-09,5.28640397405564e-09,TRUE,FALSE
5032,5032,0.000115320799618856,-8.05335006924891e-10,0.000115319537127278,0.000115317926457264,3.33031816309529e-09,-4.94098817694147e-09,TRUE,FALSE
6198,6198,-0.00171800187288641,4.41114096358704e-09,-0.00171799322863079,-0.00171798440634886,-2.16996522063764e-08,3.05219341335504e-08,TRUE,FALSE
6869,6869,0.00125963453093886,-2.19213095562353e-08,0.00125964300407296,0.00125959916145384,4.97504137489192e-09,-4.88176604873628e-08,TRUE,FALSE
7553,7553,-0.000625735727036975,6.68667447703234e-09,-0.000625734484655691,-0.000625721111306737,-9.17143704553623e-09,2.25447859996009e-08,TRUE,FALSE
7559,7559,-0.0006256784462077,-5.478746384515e-09,-0.000625675769814553,-0.000625686727307322,1.25960092311152e-10,-1.10834528613362e-08,TRUE,FALSE
7869,7869,-0.000769170091442237,6.63046320402891e-09,-0.000769162265325311,-0.000769149004398903,-2.22826970554625e-08,3.55436234635203e-08,TRUE,FALSE
8415,8415,0.00102118043583857,-4.68476910200616e-09,0.00102117619982685,0.00102116683028865,1.31567925513197e-08,-2.2526330755332e-08,TRUE,FALSE
9046,9046,-7.76503675728868e-05,4.22843851001894e-09,-7.76498723584101e-05,-7.76414154813901e-05,-5.21886746344361e-09,1.36757444834815e-08,TRUE,FALSE
9581,9581,0.000873228027841062,-4.46537383464075e-09,0.000873228899134976,0.000873219968387307,2.72278600553355e-09,-1.1653533674815e-08,TRUE,FALSE
11263,11263,-0.000470214693749795,4.18851604165165e-10,-0.000470212489861698,-0.000470211652158489,-4.82662779964993e-09,5.66433100798027e-09,TRUE,FALSE
12367,12367,0.000531217377454697,-3.57681707011351e-09,0.00053121400601522,0.00053120685238108,1.03196960246627e-08,-1.74733301648898e-08,TRUE,FALSE
13127,13127,-0.000510957248674384,7.95702359052031e-09,-0.000510956629812731,-0.00051094071576555,-9.19474689771433e-09,2.5108794078755e-08,TRUE,FALSE
13712,13712,0.000766660485920555,-8.25988621136925e-09,0.000766659802618519,0.000766643282846096,9.62649028198047e-09,-2.6146262704719e-08,TRUE,FALSE
14242,14242,0.000198921558163999,4.72822798215076e-10,0.000198922826220547,0.000198923771866144,-3.00893589488997e-09,3.95458149132628e-09,TRUE,FALSE
14379,14379,0.000221632815209462,-5.40521198201302e-11,0.000221628925285977,0.000221628817181737,7.83389908882304e-09,-7.94200332846335e-09,TRUE,FALSE
15499,15499,-0.000594053161247647,1.59864762887659e-09,-0.000594050765525546,-0.000594047568230288,-6.39009183215814e-09,9.58738708991132e-09,TRUE,FALSE
16589,16589,0.000371713230132709,-2.83837689541814e-09,0.000371709909820555,0.000371704233066764,9.47900120378346e-09,-1.51557549946196e-08,TRUE,FALSE
17500,17500,-0.00154077950686221,2.12086869236815e-08,-0.0015407899823018,-0.00154074756492795,-2.57807754315441e-10,4.26751816016787e-08,TRUE,FALSE
18223,18223,0.00166878171025798,-8.38648870890276e-09,0.00166878233956212,0.0016687655665847,7.12788043531865e-09,-2.39008578531241e-08,TRUE,FALSE
19579,19579,-0.000416284909696724,1.35845727032165e-08,-0.00041629076197128,-0.000416263592825874,-1.88002359040844e-09,2.90491689968414e-08,TRUE,FALSE
20009,20009,0.000223346410880893,-2.21908093509912e-10,0.000223338579065563,0.000223338135249376,1.58855387528929e-08,-1.63293549399127e-08,TRUE,FALSE
20829,20829,-0.00146792341041402,4.47103846394468e-09,-0.00146791831818845,-0.00146790937611152,-1.46554896081634e-08,2.35975665360527e-08,TRUE,FALSE
21513,21513,0.00128539380482613,-1.59485125757461e-09,0.00128538531428128,0.00128538212457877,1.85759409462354e-08,-2.17656434613846e-08,TRUE,FALSE
22799,22799,-0.000664991759228663,7.1902351085289e-09,-0.000664991957652694,-0.000664977577182477,-6.79338704644347e-09,2.11738572635012e-08,TRUE,FALSE
22859,22859,-0.00065806968321352,-2.87688878954473e-09,-0.000658069463200621,-0.0006580752169782,2.43686299176493e-09,-8.19064057085439e-09,TRUE,FALSE
23395,23395,-0.00140517652468122,7.97010595563411e-09,-0.00140517750586519,-0.00140516156565327,-6.00773802485769e-09,2.19479499361259e-08,TRUE,FALSE
24046,24046,0.00115415894593046,-2.034420847686e-08,0.00115416772319845,0.0011541270347815,2.78967250220496e-09,-4.3478089455925e-08,TRUE,FALSE
25090,25090,-0.00107234237963867,7.79522071110009e-09,-0.00107234368298489,-0.00107232809254347,-5.1885282678037e-09,2.07789696900039e-08,TRUE,FALSE
26003,26003,0.00025408142354554,-2.52528199269835e-09,0.000254082102802603,0.000254077052238617,1.16676786717403e-09,-6.21733185257075e-09,FALSE,TRUE
26314,26314,0.000181195261554778,2.17787434017252e-09,0.000181195022188898,0.000181199377937579,-1.69914258043605e-09,6.05489126079475e-09,FALSE,FALSE
26389,26389,0.000188128502074236,-2.34658127621419e-09,0.000188127513936746,0.000188122820774194,4.32285625539237e-09,-9.01601880782076e-09,FALSE,FALSE
27050,27050,-0.0004488895368237,8.86324747326551e-09,-0.00044889393543128,-0.000448876208936334,-6.60323135766199e-11,1.77925272601075e-08,FALSE,FALSE
