"index","rank","d1_here","d2_here","d1_left","d1_right","role"
24655,24655,-0.000224696772216515,-3.17932934469637e-09,-0.000224696297113542,-0.000224702655772232,"cutoff_center"
25231,25231,-0.000433153592391215,2.17224444362916e-09,-0.000433154082653946,-0.000433149738165059,"terminal_start"
