"rank_index","n_leading_edge","n_remainder","leading_mean_abs","leading_sd_dev","leading_skew_abs","leading_distortion","remainder_mean_abs","remainder_sd_dev","remainder_skew_abs","remainder_distortion","total_distortion","balance_penalty","split_score"
3506,3506,28028,0.018525895125347,0.223901186753475,0.158337973812736,0.321596068785189,0.0179808095202058,0.247148641209008,0.0571353448081536,0.29369712313329,0.61529319191848,0.0278989456518992,-0.629242664744429
3507,3507,28027,0.0186993158143687,0.223943919276377,0.157786017981171,0.321536244081332,0.0179590900553325,0.247143991378695,0.0572040089016544,0.293705085884855,0.615241329966186,0.027831158196477,-0.629156909064425
3508,3508,28026,0.0184548446171761,0.223919483269737,0.15828622828811,0.321517442030968,0.0179896639771905,0.247147959654708,0.0571377339578518,0.293706490610824,0.615223932641792,0.0278109514201434,-0.629129408351864
3509,3509,28025,0.0184415898944668,0.224029709726092,0.15835973207698,0.321651165659049,0.0179913069973991,0.247134577749046,0.0571301872393375,0.293690978366114,0.615342144025163,0.027960187292935,-0.629322237671631
3510,3510,28024,0.018607315691631,0.224078162562545,0.157823742086366,0.321597349297359,0.0179705338090269,0.247129176710514,0.0571972721035339,0.293698346571308,0.615295695868667,0.0278990027260507,-0.629245197231692
3511,3511,28023,0.0192124427976047,0.22336055593687,0.160836021016349,0.322991009242649,0.017894694746437,0.247222797584419,0.056719895884091,0.293477440272902,0.616468449515551,0.0295135689697474,-0.631225234000425
3512,3512,28022,0.0190955824546405,0.22344028361388,0.1612490468435,0.32316038949027,0.0179092938391656,0.247213332480134,0.0566673297765648,0.293456291207582,0.616616680697852,0.0297040982826882,-0.631468729839196
3513,3513,28021,0.0189314698941327,0.223489923661228,0.161751418541217,0.323297102825969,0.0179298263375221,0.247207746344091,0.0566021999985418,0.293438672680884,0.616735775506853,0.0298584301450844,-0.631664990579395
3514,3514,28020,0.0188704437661496,0.223592023207367,0.161998928733697,0.323461931340365,0.017937443902482,0.247195392848688,0.0565718912942697,0.293418782398305,0.61688071373867,0.0300431489420598,-0.6319022882097
3515,3515,28019,0.0189449979995666,0.223689920902306,0.16173703406056,0.323503435932153,0.0179280577313008,0.247183598277266,0.0566071325947846,0.29341522230596,0.616918658238112,0.0300882136261934,-0.631962765051209
3516,3516,28018,0.0191435425246213,0.223711080612036,0.161144015042815,0.323426630658065,0.0179031059328013,0.247181749799992,0.0566795828859574,0.293424647175772,0.616851277833837,0.0300019834822928,-0.631852269574983
3517,3517,28017,0.0189977830718998,0.223773349464519,0.161618246733488,0.323580255903163,0.0179213589776894,0.247174514492643,0.0566184244660609,0.293405085703363,0.616985341606526,0.0301751701998,-0.632072926706426
3518,3518,28016,0.0189688251002759,0.223881810298381,0.161751313162656,0.323726291979985,0.0179249568403421,0.247161319374647,0.0566032172628723,0.293387884846426,0.617114176826411,0.0303384071335598,-0.632283380393191
3519,3519,28015,0.0188209395223077,0.223942538663792,0.162229139477888,0.323878047925043,0.0179434956759876,0.247154277785315,0.05654149654267,0.293368521732638,0.617246569657681,0.0305095261924054,-0.632501332753884
3520,3520,28014,0.0186610214043042,0.223994809036262,0.162725448620381,0.324018554750757,0.0179635582993733,0.247148329749215,0.0564770830299346,0.293350429563555,0.617368984314312,0.0306681251872019,-0.632703046907913
3521,3521,28013,0.0185299198253368,0.224066047262543,0.163170981506707,0.324181457841233,0.0179800117744184,0.247139928712052,0.0564198381297019,0.293329859551321,0.617511317392554,0.030851598289912,-0.632937116537511
3522,3522,28012,0.0185121078067244,0.224175521526193,0.163262423075781,0.324318840870808,0.0179822316809407,0.247126581865397,0.0564100262900916,0.293313826691383,0.617632667562191,0.0310050141794245,-0.633135174651903
3523,3523,28011,0.0184868366632728,0.224284218898849,0.163381979542735,0.32446204533349,0.0179853911669374,0.247113328325889,0.0563965299712394,0.293296984478446,0.617759029811936,0.0311650608550433,-0.633341560239458
3524,3524,28010,0.0183860822834487,0.224371258348439,0.163752979966703,0.324633830615239,0.0179980493957487,0.24710286909697,0.0563494852387839,0.293275661112111,0.617909491727349,0.031358169503128,-0.633588576478913
3525,3525,28009,0.0182841941564647,0.224457722950337,0.164127128371106,0.324805481292354,0.0180108584076638,0.247092480485449,0.0563019910605584,0.293254334423392,0.618059815715746,0.0315511468689629,-0.633835389150228
3526,3526,28008,0.0182487205468812,0.224564875746405,0.164284621020637,0.324955906803605,0.018015314513478,0.247079408544364,0.0562834767073943,0.293236461411539,0.618192368215144,0.0317194453920655,-0.634052090911176
3527,3527,28007,0.0181591587820151,0.224656598655857,0.164623602337408,0.325127558606576,0.0180265849436793,0.247068329145946,0.0562407278578788,0.293215278018565,0.618342836625141,0.031912280588011,-0.634298976919147
3528,3528,28006,0.0179523417808217,0.224669199816006,0.165148737713056,0.325195910453356,0.0180526335692014,0.247067506536308,0.0561712446402038,0.293205762425611,0.618401672878967,0.0319901480277449,-0.634396746892839
3529,3529,28005,0.0179296168544732,0.224777914645617,0.165259013684268,0.325337038342224,0.0180555007913715,0.247054216249486,0.0561588955962523,0.293189164838984,0.618526203181208,0.0321478735032403,-0.634600139932828
3530,3530,28004,0.0178416558520862,0.224870140414752,0.165593307763929,0.325508450148803,0.0180665930718444,0.247043060538941,0.0561167187213555,0.293168012971463,0.618676463120266,0.0323404371773403,-0.634846681708936
3531,3531,28003,0.0173709131151901,0.224475301124584,0.164325741543215,0.324009085011382,0.0181259587662771,0.247095157658525,0.0562782454347821,0.293360239142193,0.617369324153575,0.0306488458691893,-0.632693747088169
3532,3532,28002,0.0177625223391061,0.224235933213501,0.164217973737759,0.324107442421487,0.018076590552106,0.247127039815597,0.056263034809719,0.293335147772563,0.617442590194049,0.030772294648924,-0.632828737518511
3533,3533,28001,0.0176190790947374,0.22429890141313,0.16468715098085,0.324261555998292,0.0180947005856965,0.247119695151285,0.0562021496285625,0.293315470551263,0.617577026549555,0.0309460854470293,-0.63305006927307
3534,3534,28000,0.0171980312331262,0.224004900467731,0.16408576623308,0.323245814817397,0.0181478598272831,0.24715880356804,0.0562771105150644,0.293445218652856,0.616691033470253,0.0298005961645418,-0.631591331552524
3535,3535,27999,0.0172587682534145,0.224106294525728,0.163874887736699,0.323302506647492,0.0181402254282644,0.247146443018051,0.0563059517928957,0.293439644342763,0.616742150990255,0.0298628623047283,-0.631673582142619
3536,3536,27998,0.0172601728364182,0.2242160423048,0.163892651840087,0.323422541061262,0.0181400795196878,0.247132998279915,0.0563055276509514,0.293425841625079,0.616848382686341,0.0299966994361829,-0.631846732404432
3537,3537,27997,0.017029963289977,0.224204928104689,0.164402354154901,0.323436068472116,0.018169194463162,0.247135314847736,0.0562373796457277,0.293423199133761,0.616859267605877,0.0300128693383547,-0.631865702275055
3538,3538,27996,0.0174252686160266,0.22395831093746,0.16432598522225,0.323546572164612,0.018119278367563,0.247168199046275,0.0562171995587125,0.293396077193194,0.616942649357806,0.030150494971418,-0.632017896843515
3539,3539,27995,0.0172920324936338,0.224027509283642,0.164775066761797,0.323707075158174,0.018136146259933,0.247160043387267,0.0561589812162444,0.293375680255323,0.617082755413497,0.0303313949028514,-0.632248452864922
3540,3540,27994,0.0178307491386297,0.223475352973926,0.166480993073388,0.32454659864925,0.0180680526395315,0.247232813651272,0.0558685874386411,0.293235160010124,0.617781758659374,0.0313114386391263,-0.633437477978937
3541,3541,27993,0.0180186104334732,0.223504565609273,0.165904724076944,0.324475538081218,0.0180442974313888,0.247229860732708,0.0559399678495858,0.293244142088889,0.617719680170108,0.031231395992329,-0.633335378166272
3542,3542,27992,0.0179129694842094,0.223588760388795,0.166288319896467,0.324645889821238,0.0180576657483826,0.247219737121901,0.0558908237347723,0.293222814737669,0.617868704558908,0.0314230750835688,-0.633580242100692
3543,3543,27991,0.0176863692006066,0.22358120356956,0.166799785824283,0.324667465682308,0.0180863531658049,0.247221591321272,0.055822273476993,0.293219081225574,0.617886546907882,0.0314483844567345,-0.63361073913625
