"dataset_name","feature_id","gene_symbol","baseMean","lfc_shrunk","regulation_direction","lfdr","pvalue","padj","empirical_p","empirical_q","HBFSS","hc_p_threshold_dataset","hbfss_threshold_dataset","resLA_padj","resGA_padj","hc_empirical_pass","deseq2_standard_call","deseq2_strong_call","deseq2_weak_call_raw","deseq2_weak_call","standard_significant","HBFSS_significant","effect_class","log2FoldChange","lfcSE","stat","raw_lfc_pass","shrunk_lfc_pass","neglog10_wald_pvalue","padj_strong_effect","padj_weak_effect","HBFSS_only_call","overlap_call","R0_1","R0_2","R0_3","R0_4","R0_5","ZT6_1","ZT6_2","ZT6_3","ZT6_4","ZT6_5","dispGeneEst","dispFit","dispersion","dispIter","dispOutlier","neglog10_padj","neglog10_empirical_p"
"RT0_ZT6_remainder_dataset","117671","Xab2",154.4970376678,-0.354256585018225,"downregulated",0.80295287376179,0.0400990937520196,0.737246101456633,0.0374974961121446,0.676141017078705,0.505169086509937,0.038071320038819,1.41940206472395,0.0221322144143589,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"weak_effect",-0.369995729373595,0.180245979377203,-2.05272667191816,FALSE,FALSE,1.39686544241584,1,0.0221322144143589,FALSE,FALSE,109.812749671221,145.947197457923,156.661783707551,111.593767677133,151.812501824645,178.240857181809,206.3455479298,122.749759384378,176.308347336966,185.497864506576,0.0228682152197678,0.0391683996926881,0.0323495076554031,8,FALSE,0.132387515311055,1.42599773123186
"RT0_ZT6_remainder_dataset","29901","Fbxw4",90.6713044966147,-0.4018123877476,"downregulated",0.80295287376179,0.0345799563923623,0.727594936382291,0.0322228352223148,0.65910166768096,0.599438285555924,0.038071320038819,1.41940206472395,0.0879946598923557,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"weak_effect",-0.423989576764268,0.200634538484488,-2.11324321309239,FALSE,FALSE,1.46117555873614,1,0.0879946598923557,FALSE,FALSE,59.2248537552654,68.5509563817518,100.089472924269,67.9631216680284,90.8279925446592,103.192075210521,100.716279346688,121.35487575501,102.711743632086,92.0816737478689,0.0129972394828468,0.052556751545204,0.0368963049019732,11,FALSE,0.13811033202318,1.49183624953958
"RT0_ZT6_remainder_dataset","336700","Mmp24os",179.40325780332,-0.372304972324888,"downregulated",0.80295287376179,0.0390098236835347,0.737246101456633,0.0364550745691166,0.673101282877946,0.535464651385252,0.038071320038819,1.41940206472395,0.0412683458271986,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"weak_effect",-0.390518853927709,0.18919723982764,-2.06408325133852,FALSE,FALSE,1.40882601260646,1,0.0412683458271986,FALSE,FALSE,91.3049828727009,132.679270416294,168.629003296322,183.752143769114,199.82158359825,213.88902861817,216.171526402648,186.914406335303,186.013393979368,214.857238745027,0.0378361234230565,0.0367985662586049,0.0372209217525569,7,FALSE,0.132387515311055,1.43824200907525
"RT0_ZT6_remainder_dataset","523787","Anp32a",77.398910120617,-0.430271403654739,"downregulated",0.80295287376179,0.0355340257019812,0.730758067823264,0.0331333365803417,0.662362546376692,0.63668758137807,0.038071320038819,1.41940206472395,0.172961210251778,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"weak_effect",-0.458180099165045,0.217950614906181,-2.10221980498781,FALSE,FALSE,1.44935558786343,1,0.172961210251778,FALSE,FALSE,51.8217470358573,85.1358651837885,48.9568074086097,77.1926814007237,62.2820520306234,101.784910548559,84.7490643283109,94.8520867970193,93.8154508765507,73.3984355961274,0.0219474431734605,0.0586380086873611,0.0436398600682637,11,FALSE,0.136226381181908,1.47973482776226
"RT0_ZT6_remainder_dataset","73451","Evi2a",211.95587870549,-0.495855547284983,"downregulated",0.614454942470951,0.00661060146027131,0.500199659334486,0.00591714846074654,0.430414200181021,1.10471039254776,0.038071320038819,1.41940206472395,0.170643765101265,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"weak_effect",-0.520874017818279,0.191790476298871,-2.71584923229759,FALSE,FALSE,2.1797590247816,1,0.170643765101265,FALSE,FALSE,127.08666534984,233.294383815317,152.310067493452,137.604345105638,219.28472485782,245.784760955968,287.409870330793,295.715329426001,217.554795567174,203.513844152899,0.046866817085634,0.0346785473404344,0.039174140105629,8,FALSE,0.300856608385611,2.22788753417505
"RT0_ZT6_remainder_dataset","199711","Zdhhc2",92.9162944695392,0.398733717275195,"upregulated",0.80295287376179,0.0385041914400384,0.737246101456633,0.0359714151822883,0.67164086739469,0.575788424316406,0.038071320038819,1.41940206472395,0.0924198390931663,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"weak_effect",0.421350326337058,0.20360530844741,2.06944666398956,FALSE,FALSE,1.41449199204476,1,0.0924198390931663,FALSE,FALSE,150.529836627966,90.6641681178007,112.05669251304,85.5831902486284,94.7206207965731,80.2083857318139,84.7490643283109,65.5595305802928,81.6841425735485,83.4073131774174,0.0217660212896213,0.0517250374296046,0.0390189604644224,12,FALSE,0.132387515311055,1.44404247589379
"RT0_ZT6_remainder_dataset","373835","Prickle2",128.259291174379,0.495238045677803,"upregulated",0.614454942470951,0.00234125181923164,0.328217491147173,0.0020422160014435,0.274444341735132,1.3321399896878,0.038071320038819,1.41940206472395,0.0879946598923557,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"weak_effect",0.514644773679995,0.169116493009311,3.04313768883357,FALSE,FALSE,2.63055187215511,1,0.0879946598923557,FALSE,FALSE,148.062134388164,128.256628069084,151.222138439928,139.282446875219,188.143698842508,100.846800773918,94.5750428011585,115.775341237538,104.329251405819,112.099428910449,0.00527023396179641,0.0428553800596084,0.0264932356499483,11,FALSE,0.483838278534945,2.68989832528836
"RT0_ZT6_remainder_dataset","223334","Cxcl14",131.028863546859,-0.412415096247958,"downregulated",0.80295287376179,0.0366647791996456,0.733309477335321,0.0342131834672785,0.66604329825659,0.604520734434544,0.038071320038819,1.41940206472395,0.122358076081652,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"weak_effect",-0.437103847690607,0.209192915160396,-2.08947730067944,FALSE,FALSE,1.43575092604173,1,0.122358076081652,FALSE,FALSE,71.5633649542791,151.475500391935,109.880834405991,94.8127499813236,129.754275063799,126.175764689228,137.563698619867,129.724177531218,196.527194508636,162.811075322319,0.0476086777010408,0.0423858025544184,0.0446101673212884,8,FALSE,0.134712702120392,1.46580651371473
"RT0_ZT6_remainder_dataset","470166","Cdc34",95.3785484878381,0.401104239450834,"upregulated",0.80295287376179,0.0404978583458275,0.737246101456633,0.0378792736952867,0.677218989656423,0.570209127723876,0.038071320038819,1.41940206472395,0.103787433291778,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"weak_effect",0.424619496949956,0.207269513204417,2.04863460325292,FALSE,FALSE,1.39256794303675,1,0.103787433291778,FALSE,FALSE,70.3295138343777,128.256628069084,92.4739695495961,140.9605486448,114.183762056143,87.2442090416221,83.5208170192049,76.7185996152362,76.0228653654807,84.0745716828368,0.0276801486022573,0.0508635471145289,0.0411290647031785,12,FALSE,0.132387515311055,1.42159835683754
"RT0_ZT6_remainder_dataset","340684","Ralgds",132.164315903872,0.448766813762014,"upregulated",0.614454942470951,0.00650176869876336,0.500199659334486,0.00581734585293758,0.428213800369814,1.0031172915774,0.038071320038819,1.41940206472395,0.0548565959931528,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"weak_effect",0.46687750626637,0.171561570115447,2.72134083380211,FALSE,FALSE,2.18696848464572,1,0.0548565959931528,FALSE,FALSE,133.255920949347,161.426445673157,156.661783707551,125.018581833781,190.738784343784,105.068294759803,101.944526655794,121.35487575501,118.078067482555,108.095877877933,0.0095367405395393,0.0421997609837308,0.0277379495834053,10,FALSE,0.300856608385611,2.23527511575168
