"comparison_name","selected_reason","crossing_id","crossing_percentile","crossing_rank","percentile_left","percentile_right","regime_difference_left","regime_difference_right"
"RT0_ZT6","raw_wald_bracket_total_distortion_selected","raw_wald_bracket_selected",0.21,6257,0.21,0.21,NA,NA
