"percentile","center_rank_trt","iod_amplitude_trt","cv2_amplitude_trt","iod_center_trt","cv2_center_trt","local_fourier_score_trt","center_rank_ctrl","iod_amplitude_ctrl","cv2_amplitude_ctrl","iod_center_ctrl","cv2_center_ctrl","local_fourier_score_ctrl","combined_center_rank","combined_iod_amplitude","combined_cv2_amplitude","combined_center_distance","combined_center_agreement","combined_fourier_score","regime_difference","regime_direction"
0.01,314,0.727547312783151,0.0801765943310676,1099.5,1099.5,2.05930190292635,299,0.665115381559798,0.0363392157752593,1047.5,1497,0.976298499747983,306,1.39266269434295,0.116515810106327,224.75,0.0044296788482835,0.969280304983679,1.27614688423662,"IOD_dominant"
0.02,628,0.736229732074303,0.0798702861750041,1256.5,1256.5,2.07034875594628,598,0.671569689614191,0.0395525830470095,1197,1656.5,0.990560889469905,613,1.40779942168849,0.119422869222014,229.75,0.00433369447453954,0.983407208490078,1.28837655246648,"IOD_dominant"
0.03,942,0.759256268273037,0.104195697611264,1413.5,1413.5,2.14959421313041,897,0.682256156698469,0.0496355101319604,1346.5,1784,1.02110761059228,920,1.44151242497151,0.153831207743224,218.75,0.00455062571103527,1.04731285647999,1.28768121722828,"IOD_dominant"
0.04,1256,0.743193123551869,0.061828651946605,1570.5,1251.5,1.04697321184534,1196,0.673019773890671,0.0689917312675351,1496,1956,1.03443628519751,1226,1.41621289744254,0.13082038321414,70.5,0.013986013986014,1.01217454696115,1.2853925142284,"IOD_dominant"
0.05,1570,0.744464017088641,0.0676299323360941,1727.5,1223,1.05905955501805,1496,0.66142782808374,0.0941910626809934,1646,2146,1.05241450728927,1533,1.40589184517238,0.161820995017087,2.25,0.307692307692308,1.33398011434431,1.24407085015529,"IOD_dominant"
0.06,1884,0.754855329952509,0.0723703349919622,1884.5,1232.5,1.08198133296392,1795,0.669775734476845,0.0979065196958626,1795.5,2284,1.0703465426463,1840,1.42463106442935,0.170276854687825,81.75,0.0120845921450151,1.06154617133724,1.25435420974153,"IOD_dominant"
0.07,2198,0.474820076684509,0.0374168016599048,2198,1411.5,0.636341994483423,2094,0.428567478898939,0.0972166351298986,2094,2291,0.707608435930196,2146,0.903387555583448,0.134633436789803,294.75,0.00338123415046492,0.636940649747078,0.768754118793645,"IOD_dominant"
0.08,2512,0.37279070186562,0.0372303103216876,2512,3234,0.499118124206268,2393,0.306351929299364,0.121018810303781,2393,2393,1.55143970375953,2452,0.679142631164984,0.158249120625468,361,0.00276243093922652,0.502031280812755,0.520893510539516,"IOD_dominant"
0.09,2827,0.306728236154134,0.0511623161158285,2827,3555,0.438105567305311,2692,0.237384409551024,0.127259960402708,2692,2692,1.45598035387869,2760,0.544112645705158,0.178422276518536,364,0.00273972602739726,0.427966773073179,0.365690369186622,"IOD_dominant"
0.1,3141,0.280323913602615,0.0471498431684371,3141,3738.5,0.394986191048712,2991,0.178747451867095,0.138881158208641,2991,2991,1.38376143605264,3066,0.459071365469711,0.186031001377078,298.75,0.00333611342785655,0.376091841303167,0.273040364092633,"IOD_dominant"
0.11,3455,0.265879701729629,0.0512007115192619,3455,3800.5,0.38486009846535,3290,0.145610897071093,0.164173656007828,3290,3290,1.36946378368815,3372,0.411490598800722,0.21537436752709,172.75,0.00575539568345324,0.377901363266761,0.196116231273632,"IOD_dominant"
0.12,3769,0.206219835270429,0.0758669704319941,3769,4092.5,0.353978328235712,3589,0.167187564447562,0.125308998214374,3589,3504.5,0.358758097150286,3679,0.373407399717992,0.201175968646368,119.5,0.00829875518672199,0.336771404698104,0.172231431071624,"IOD_dominant"
0.13,4083,0.195189999355142,0.0886629693933834,4083,4083,1.36151534765507,3888,0.117327817004458,0.169798442577256,3888,3888,1.33465700969334,3986,0.312517816359601,0.25846141197064,0,1,1.35030736341574,0.0540564043889609,"IOD_dominant"
0.14,4397,0.145780270754152,0.0939300354190923,4397,4397,1.3056521351178,4188,0.120116858140432,0.118555302259148,4188,3841,0.269189743891219,4292,0.265897128894584,0.212485337678241,173.5,0.00573065902578797,0.269805451820239,0.0534117912163438,"IOD_dominant"
0.15,4711,0.158549110674608,0.0518308172909185,4711,4426.5,0.242645653932991,4487,0.0840490738527457,0.165486973129179,4314.5,4487,0.28398979153662,4599,0.242598184527353,0.217317790420097,56,0.0175438596491228,0.270391945067327,0.0252803941072561,"IOD_dominant"
0.16,5025,0.120196461794676,0.100949101494673,4874.5,5025,0.291855238728262,4786,0.0764273974472727,0.148618317779075,4435,4786,0.245655626087251,4906,0.196623859241949,0.249567419273749,250.75,0.00397219463753724,0.260696902304787,-0.0529435600318003,"CV2_dominant"
