"dataset_name","feature_id","gene_symbol","baseMean","lfc_shrunk","regulation_direction","lfdr","pvalue","wald_pvalue","padj","empirical_p","empirical_q","HBFSS","hc_p_threshold_dataset","hbfss_threshold_dataset","resLA_padj","resGA_padj","hc_empirical_pass","deseq2_standard_call","deseq2_strong_call","deseq2_weak_call_raw","deseq2_weak_call","standard_significant","HBFSS_significant","effect_class","log2FoldChange","lfcSE","stat","raw_lfc_pass","shrunk_lfc_pass","neglog10_wald_pvalue","padj_strong_effect","padj_weak_effect","HBFSS_only_call","overlap_call","R4_1","R4_2","R4_3","R4_4","R4_5","ZT10_1","ZT10_2","ZT10_3","ZT10_4","ZT10_5","dispGeneEst","dispFit","dispersion","dispIter","dispOutlier","neglog10_padj","neglog10_empirical_p"
"RT4_ZT10_leading_edge_dataset","92652","Septin4",425.790571202599,3.4814047434375,"upregulated",7.92329426773971e-06,4.83162633367403e-14,4.83162633367403e-14,4.86786353117658e-11,4.97226881890356e-09,4.34544753971336e-06,28.9076542019446,0.0190556862060562,1.71997540741988,1,6.12186470873971e-05,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",3.61054740013307,0.479081857412241,7.53638933362125,TRUE,TRUE,12,6.12186470873971e-05,1,FALSE,TRUE,754.740714685643,755.550836355672,505.250476008896,262.430566364381,1656.96230709482,58.094988017771,45.5546009011822,23.4969174920718,51.7603070565386,144.063998049009,0.398195203750674,0.100649278394657,0.264843862815271,11,FALSE,10.3126616055627,8.30344539985933
"RT4_ZT10_leading_edge_dataset","348412","Alkbh3",308.152673667237,-2.85841324119137,"downregulated",7.92329426773971e-06,3.69604715891199e-14,3.69604715891199e-14,4.4685210151246e-11,4.22432289148844e-09,4.02374156924581e-06,23.9370467713183,0.0190556862060562,1.71997540741988,1,0.000525603756887782,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",-2.96551025738255,0.391679582635474,-7.57126587357112,TRUE,TRUE,12,0.000525603756887782,1,FALSE,TRUE,39.255863797891,58.7755983112317,56.6228981734107,99.0597592403099,96.4628019605681,534.221302859068,476.734195477488,181.448418410999,580.019911427682,958.925987013716,0.220983365177197,0.111463316637656,0.177235080047739,7,FALSE,10.3498361952696,8.37424289335488
"RT4_ZT10_leading_edge_dataset","386148","Atp6v1f",190.404542793716,2.25148543379275,"upregulated",0.0104115044617793,3.48430368170408e-09,3.48430368170408e-09,9.57391625268235e-07,4.56801175108268e-06,0.00114791441664055,12.0235463936494,0.0190556862060562,1.71997540741988,1,0.177888320816381,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",2.39135113062467,0.404834627125829,5.90698267982248,TRUE,TRUE,8.45788400017967,0.177888320816381,1,FALSE,TRUE,390.221979419512,273.970127612032,225.039723509709,171.669006851008,537.261175476582,59.3579225398965,30.7228703752159,37.8561448483379,60.8944788900454,117.05199841482,0.217247743900189,0.135668780138414,0.184660883623246,10,FALSE,6.01891037580508,5.34027278755034
"RT4_ZT10_leading_edge_dataset","357911","-",157.342025630465,2.74429725068514,"upregulated",0.0218491826844709,7.46483822450248e-08,7.46483822450248e-08,1.25347075186437e-05,2.98673828624807e-05,0.00466557933616504,12.4174039687322,0.0190556862060562,1.71997540741988,1,0.124089325878063,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",2.95970320638623,0.55017083878366,5.37960756504227,TRUE,TRUE,7.1269795997229,0.124089325878063,1,FALSE,TRUE,426.673852946125,199.078639441269,370.22664190307,321.555239418807,75.7049838171547,12.6293452212546,23.3070051122328,20.8861488818416,21.3130676115159,102.045331951381,0.497493326104613,0.148979958395194,0.343559138540843,10,FALSE,4.9018857952934,4.52480283090037
"RT4_ZT10_leading_edge_dataset","340122","Rnf208",221.870973294923,3.86654064259754,"upregulated",6.41682748584942e-13,2.03039934353038e-28,2.03039934353038e-28,6.85755519755783e-25,2.22044604925031e-16,6.41682748584942e-13,60.5251250695388,0.0190556862060562,1.71997540741988,1,9.06863858566771e-13,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",3.94833671344272,0.357093235252971,11.0568790546974,TRUE,TRUE,12,9.06863858566771e-13,1,FALSE,TRUE,454.246423947024,460.724851278365,312.151874545726,340.226188804415,515.282309207085,25.2586904425091,21.1881864656661,14.3592273562661,16.7459816947625,58.5259992074099,0.128542981908847,0.126684726978137,0.127646765226927,5,FALSE,12,12
"RT4_ZT10_leading_edge_dataset","96935","Cd300e",54.4518793696644,-3.11830541327486,"downregulated",0.0222637506435573,3.0513950173387e-07,3.0513950173387e-07,4.19220065450282e-05,7.0909176802969e-05,0.00859682057439798,12.9387770314002,0.0190556862060562,1.71997540741988,1,0.11354505681286,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",-3.40124206519346,0.664273347094207,-5.12024467046862,TRUE,TRUE,6.51550156726885,0.11354505681286,1,FALSE,TRUE,14.0199513563896,5.21396436631894,5.80747673573443,5.1863748293356,17.094673765164,37.8880356637637,41.316963608049,20.8861488818416,170.504540892127,226.60066359792,0.601925069486248,0.293830059010312,0.481013895640981,8,FALSE,4.37755793855825,4.14929755639677
"RT4_ZT10_leading_edge_dataset","65070","Cluap1",116.048965203552,1.96768219700765,"upregulated",0.000476385602374394,1.43601713106482e-11,1.43601713106482e-11,7.23393629773902e-09,1.59577295377744e-07,7.09476282197475e-05,13.3743927589046,0.0190556862060562,1.71997540741988,1,0.164306001675683,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",2.05787381168613,0.304679531136113,6.7542240334051,TRUE,TRUE,10.842840379117,0.164306001675683,1,FALSE,TRUE,175.249391954871,158.314918031866,148.090656761228,177.374019163277,275.95687649479,51.7803154071437,28.6040517286493,37.8561448483379,50.2379450842874,57.0253325610661,0.0533168166094725,0.176256775381877,0.0945379088285829,9,FALSE,8.14062531996785,6.79702889991261
"RT4_ZT10_leading_edge_dataset","496624","Polr2f",150.649695143887,2.50990975221403,"upregulated",0.000176518968039654,1.12326953818135e-11,1.12326953818135e-11,6.17287668936933e-09,1.37377999642752e-07,6.46951999058553e-05,17.2232085694944,0.0190556862060562,1.71997540741988,1,0.0158578864713261,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",2.62575272512905,0.386722956528945,6.78975137317073,TRUE,TRUE,10.949516018539,0.0158578864713261,1,FALSE,TRUE,329.468856875157,250.270289583309,198.906078198904,158.184432294736,358.988149068443,35.3621666195128,44.4951915778989,13.053843051151,50.2379450842874,67.529999085473,0.169368848850773,0.152385349621085,0.162248494618298,9,FALSE,8.20951239850047,6.86208281166347
"RT4_ZT10_leading_edge_dataset","236894","Camk2a",75.2323872645765,2.97407158636244,"upregulated",0.0324800956301603,8.65734668140508e-07,8.65734668140508e-07,9.02304494639546e-05,0.000134659606298992,0.0125731469327107,11.5119252434762,0.0190556862060562,1.71997540741988,1,0.183528866614882,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",3.264420420321,0.663509006476947,4.91993384935977,TRUE,TRUE,6.06261519091444,0.183528866614882,1,FALSE,TRUE,170.576074836074,101.909303523507,97.2752353235518,85.0565472011038,225.893903325381,6.31467261062728,6.35645593969984,11.7484587460359,47.1932211397852,0,0.767651638799695,0.232645607869541,0.47892093550349,11,FALSE,4.04464687928058,3.8707626596024
"RT4_ZT10_leading_edge_dataset","150946","-",129.657745075561,-2.41850953893758,"downregulated",0.000176518968039654,8.07242905920233e-12,8.07242905920233e-12,5.20501228069248e-09,1.1231325536265e-07,5.66817705392134e-05,16.8075988809779,0.0190556862060562,1.71997540741988,1,0.0195525540829231,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",-2.52969435983825,0.369986772208778,-6.83725622063801,TRUE,TRUE,11.0929957628896,0.0195525540829231,1,FALSE,TRUE,18.2259367633065,35.0757602825093,26.133645310805,62.7551354349607,48.8419250433256,222.27647589408,198.109543453978,161.867653834272,179.638712725634,343.65266201274,0.142734187417446,0.165347847266415,0.150959840394127,9,FALSE,8.28357824147896,6.94956898469017
