"rank_index","n_leading_edge","n_remainder","leading_mean_abs","leading_sd_dev","leading_skew_abs","leading_distortion","remainder_mean_abs","remainder_sd_dev","remainder_skew_abs","remainder_distortion","total_distortion","balance_penalty","split_score"
6012,6012,25646,0.0997000167919923,0.629975564734231,0.166225638456303,0.812788400754375,0.123113227227553,0.224341553372821,0.0972664383960448,0.396087999798396,1.20887640055277,0.416700400955979,-1.41722660103076
6013,6013,25645,0.0996613499467899,0.629842756914187,0.166167947137476,0.812588080429715,0.123112849356772,0.224365423535767,0.0972636163624457,0.396110081073762,1.20869816150348,0.416477999355953,-1.41693716118145
6014,6014,25644,0.0991919232745337,0.630113766480962,0.166057422518395,0.812334401014693,0.123011447164928,0.224281604476109,0.0974125745160982,0.395999338899085,1.20833373991378,0.416335062115608,-1.41650127097158
6015,6015,25643,0.0991356298368765,0.629984081335557,0.165967346582951,0.812103384463909,0.123006907849829,0.224305261021443,0.0973996374122255,0.396011987577385,1.20811537204129,0.416091396886524,-1.41616107048456
6016,6016,25642,0.0990991378538168,0.629851040109111,0.165913646247525,0.81190700108669,0.123007009509902,0.224329134656908,0.0973979871404211,0.396035137737021,1.20794213882371,0.41587186334967,-1.41587807049855
6017,6017,25641,0.0992408389386383,0.62975264111733,0.166153120046578,0.812070040079257,0.123048923693231,0.224334612354303,0.0974767984488898,0.396121935271979,1.20819197535124,0.415948104807278,-1.41616602775487
6018,6018,25640,0.0992192411287529,0.629618067788229,0.166127000887926,0.811900809360946,0.123052524088814,0.22435835279082,0.0974837346839449,0.396152744221606,1.20805355358255,0.41574806513934,-1.41592758615222
6019,6019,25639,0.0988071928878,0.629796211172384,0.165872054811028,0.811539431465698,0.122964461114553,0.224301024189814,0.0975300875108854,0.39603052905981,1.20756996052551,0.415508902405888,-1.41532441172845
6020,6020,25638,0.098513990509732,0.629819593280213,0.165508754488712,0.811087961034301,0.122904265051601,0.224286958350058,0.0974678852483445,0.395925166025831,1.20701312706013,0.41516279500847,-1.41459452456437
6021,6021,25637,0.0981212453480515,0.629969137932127,0.165220129801714,0.810700448181035,0.122820663211958,0.224237651061706,0.0974879136110761,0.395802271079202,1.20650271926024,0.414898177101833,-1.41395180781115
6022,6022,25636,0.0981335093431294,0.629834053162899,0.165256326750917,0.810595725881487,0.122832162497608,0.224260144482112,0.0975139756341848,0.395849294796813,1.2064450206783,0.414746431084674,-1.41381823622064
6023,6023,25635,0.0984204363225975,0.629850848333994,0.165553905439269,0.811048237376226,0.122908196313453,0.224223492657716,0.097555418343552,0.395909398142945,1.20695763551917,0.415138839233281,-1.41452705513581
6024,6024,25634,0.0982613607803016,0.629762307928888,0.165294375947614,0.810670856682997,0.122879447681396,0.224238718853075,0.0974936472803807,0.395864990174661,1.20653584685766,0.414805866508335,-1.41393878011183
6025,6025,25633,0.0980013300671827,0.629752018787172,0.16493893661273,0.81022281716072,0.122826955025909,0.224233750669018,0.0974218054592127,0.395771608424534,1.20599442558525,0.414451208736185,-1.41322002995335
6026,6026,25632,0.0980579230144081,0.629622685622898,0.165053477359727,0.81020734731717,0.122848875179821,0.224252601942049,0.0974710472425274,0.395837000743134,1.2060443480603,0.414370346574035,-1.41322952134732
6027,6027,25631,0.0982756335403416,0.629575117171225,0.165354656118464,0.810528078770799,0.122908687443798,0.224239032728152,0.0975480425325295,0.395921741438216,1.20644982020901,0.414606337332583,-1.41375298887531
