"rank","feature_id","mu","empirical_variance.x","log_nb1","log_nb2","log_alpha_mu","nb_gap","abs_pc1_loading","empirical_variance.y","log1p_empirical_variance","smooth_log1p_empirical_variance","d1_spline","d2_spline"
1,"1576",0,0,0,0,0,0,0,0,0,-1.02761988076033,0.00418254989476387,-2.03153046282528e-07
2,"4318",0,0,0,0,0,0,0,0,0,-1.02343743110069,0.00418235076591455,-1.95104652358175e-07
3,"7312",0,0,0,0,0,0,0,0,0,-1.01925517654571,0.00418215968545915,-1.87056258433823e-07
4,"7955",0,0,0,0,0,0,0,0,0,-1.01507310904698,0.00418197665339768,-1.7900786450947e-07
5,"8860",0,0,0,0,0,0,0,0,0,-1.01089122055611,0.00418180166973014,-1.70959470585118e-07
6,"10440",0,0,0,0,0,0,0,0,0,-1.00670950302472,0.00418163473445651,-1.62911076660765e-07
7,"10986",0,0,0,0,0,0,0,0,0,-1.0025279484044,0.00418147584757681,-1.54862682736413e-07
8,"11556",0,0,0,0,0,0,0,0,0,-0.998346548646767,0.00418132500909104,-1.46814288812061e-07
9,"12336",0,0,0,0,0,0,0,0,0,-0.994165295703421,0.00418118221899919,-1.38765894887708e-07
10,"13454",0,0,0,0,0,0,0,0,0,-0.98998418152597,0.00418104747730126,-1.30717500963356e-07
11,"15724",0,0,0,0,0,0,0,0,0,-0.98580319806602,0.00418092078399726,-1.22669107039003e-07
12,"15997",0,0,0,0,0,0,0,0,0,-0.981622337275178,0.00418080213908719,-1.14620713114651e-07
13,"16357",0,0,0,0,0,0,0,0,0,-0.977441591105048,0.00418069154257103,-1.06572319190298e-07
14,"16970",0,0,0,0,0,0,0,0,0,-0.973260951507238,0.00418058899444881,-9.8523925265946e-08
15,"19175",0,0,0,0,0,0,0,0,0,-0.969080410433352,0.0041804944947205,-9.04755313415935e-08
16,"21269",0,0,0,0,0,0,0,0,0,-0.964899959834999,0.00418040804338612,-8.24271374172411e-08
17,"22152",0,0,0,0,0,0,0,0,0,-0.960719591663783,0.00418032964044567,-7.43787434928886e-08
18,"22345",0,0,0,0,0,0,0,0,0,-0.95653929787131,0.00418025928589914,-6.63303495685362e-08
19,"22963",0,0,0,0,0,0,0,0,0,-0.952359070409186,0.00418019697974653,-5.82819556441838e-08
20,"23810",0,0,0,0,0,0,0,0,0,-0.948178901229018,0.00418014272198785,-5.02335617198314e-08
21,"25630",0,0,0,0,0,0,0,0,0,-0.943998782282412,0.00418009651262309,-4.21851677954789e-08
22,"26275",0,0,0,0,0,0,0,0,0,-0.939818705520975,0.00418005835165226,-3.41367738711265e-08
23,"26562",0,0,0,0,0,0,0,0,0,-0.93563866289631,0.00418002823907535,-2.6088379946774e-08
24,"27482",0,0,0,0,0,0,0,0,0,-0.931458646360026,0.00418000617489236,-1.80399860224216e-08
25,"27833",0,0,0,0,0,0,0,0,0,-0.927278647863727,0.0041799921591033,-9.99159209806920e-09
26,"29101",0,0,0,0,0,0,0,0,0,-0.923098659359021,0.00417998619170817,-1.94319817371676e-09
27,"29706",0,0,0,0,0,0,0,0,0,-0.918918672797513,0.00417998827270696,6.10519575063569e-09
28,"31694",0,0,0,0,0,0,0,0,0,-0.914738680130809,0.00417999840209967,1.41535896749881e-08
29,"32675",0,0,0,0,0,0,0,0,0,-0.910558673310516,0.00418001657988631,2.22019835993406e-08
30,"33459",0,0,0,0,0,0,0,0,0,-0.906378644288239,0.00418004280606687,3.0250377523693e-08
31,"33486",0,0,0,0,0,0,0,0,0,-0.902198585015584,0.00418007708064135,3.82987714480454e-08
32,"36051",0,0,0,0,0,0,0,0,0,-0.898018487444158,0.00418011940360976,4.63471653723978e-08
33,"36548",0,0,0,0,0,0,0,0,0,-0.893838343525567,0.0041801697749721,5.43955592967503e-08
34,"36977",0,0,0,0,0,0,0,0,0,-0.889658145211416,0.00418022819472836,6.24439532211027e-08
35,"37462",0,0,0,0,0,0,0,0,0,-0.885477884453312,0.00418029466287854,7.04923471454552e-08
36,"37691",0,0,0,0,0,0,0,0,0,-0.881297553202861,0.00418036917942265,7.85407410698076e-08
37,"39507",0,0,0,0,0,0,0,0,0,-0.877117143411668,0.00418045174436068,8.658913499416e-08
38,"39788",0,0,0,0,0,0,0,0,0,-0.872936647031341,0.00418054235769264,9.46375289185124e-08
39,"40899",0,0,0,0,0,0,0,0,0,-0.868756056013485,0.00418064101941852,1.02685922842865e-07
40,"41100",0,0,0,0,0,0,0,0,0,-0.864575362309706,0.00418074772953832,1.1073431676721e-07
41,"42185",0,0,0,0,0,0,0,0,0,-0.860394557871611,0.00418086248805205,1.1878271069157e-07
42,"43370",0,0,0,0,0,0,0,0,0,-0.856213634650804,0.00418098529495971,1.26831104615922e-07
43,"44219",0,0,0,0,0,0,0,0,0,-0.852032584598893,0.00418111615026128,1.34879498540275e-07
44,"45075",0,0,0,0,0,0,0,0,0,-0.847851399667484,0.00418125505395679,1.42927892464627e-07
45,"45864",0,0,0,0,0,0,0,0,0,-0.843670071808182,0.00418140200604621,1.50976286388979e-07
46,"45865",0,0,0,0,0,0,0,0,0,-0.839488592972593,0.00418155700652956,1.59024680313332e-07
47,"45958",0,0,0,0,0,0,0,0,0,-0.835306955112325,0.00418172005540684,1.67073074237684e-07
48,"49195",0,0,0,0,0,0,0,0,0,-0.831125150178982,0.00418189115267804,1.75121468162043e-07
49,"50824",0,0,0,0,0,0,0,0,0,-0.826943170124171,0.00418207029834316,1.83169862086389e-07
50,"51714",0,0,0,0,0,0,0,0,0,-0.822761006899497,0.00418225749240221,1.91218256010742e-07
51,"51791",0,0,0,0,0,0,0,0,0,-0.818578652456568,0.00418245273485518,1.99266649935094e-07
52,"53397",0,0,0,0,0,0,0,0,0,-0.814396098746989,0.00418265602570208,2.07315043859446e-07
53,"54669",0,0,0,0,0,0,0,0,0,-0.810213337722366,0.0041828673649429,2.15363437783799e-07
54,"55782",0,0,0,0,0,0,0,0,0,-0.806030361334305,0.00418308675257765,2.23411831708151e-07
55,"55993",0,0,0,0,0,0,0,0,0,-0.801847161534412,0.00418331418860632,2.31460225632504e-07
56,"56261",0,0,0,0,0,0,0,0,0,-0.797663730274295,0.00418354967302891,2.39508619556851e-07
57,"56270",0,0,0,0,0,0,0,0,0,-0.793480059505557,0.00418379320584543,2.47557013481209e-07
58,"56449",0,0,0,0,0,0,0,0,0,-0.789296141179806,0.00418404478705588,2.55605407405561e-07
59,"56878",0,0,0,0,0,0,0,0,0,-0.785111967248647,0.00418430441666025,2.63653801329914e-07
60,"57412",0,0,0,0,0,0,0,0,0,-0.780927529663687,0.00418457209465854,2.71702195254266e-07
61,"57516",0,0,0,0,0,0,0,0,0,-0.776742820376532,0.00418484782105075,2.79750589178618e-07
62,"57965",0,0,0,0,0,0,0,0,0,-0.772557831338788,0.00418513159583689,2.87798983102971e-07
63,"58752",0,0,0,0,0,0,0,0,0,-0.76837255450206,0.00418542341901696,2.95847377027323e-07
64,"59804",0,0,0,0,0,0,0,0,0,-0.764186981817956,0.00418572329059095,3.03895770951676e-07
65,"61705",0,0,0,0,0,0,0,0,0,-0.760001105238081,0.00418603121055886,3.11944164876028e-07
66,"61982",0,0,0,0,0,0,0,0,0,-0.75581491671404,0.0041863471789207,3.19992558800381e-07
67,"62368",0,0,0,0,0,0,0,0,0,-0.751628408197441,0.00418667119567646,3.28040952724733e-07
68,"62913",0,0,0,0,0,0,0,0,0,-0.747441571639889,0.00418700326082615,3.36089346649085e-07
69,"63160",0,0,0,0,0,0,0,0,0,-0.743254398992991,0.00418734337436976,3.44137740573438e-07
70,"65889",0,0,0,0,0,0,0,0,0,-0.739066882208352,0.0041876915363073,3.5218613449779e-07
71,"67386",0,0,0,0,0,0,0,0,0,-0.734879013237578,0.00418804774663876,3.60234528422143e-07
72,"67764",0,0,0,0,0,0,0,0,0,-0.730690784032276,0.00418841200536414,3.68282922346495e-07
73,"67942",0,0,0,0,0,0,0,0,0,-0.726502186544052,0.00418878431248345,3.76331316270848e-07
74,"69012",0,0,0,0,0,0,0,0,0,-0.722313212724511,0.00418916466799668,3.843797101952e-07
75,"70034",0,0,0,0,0,0,0,0,0,-0.718123854525261,0.00418955307190384,3.92428104119552e-07
76,"70282",0,0,0,0,0,0,0,0,0,-0.713934103897906,0.00418994952420492,4.00476498043905e-07
77,"71698",0,0,0,0,0,0,0,0,0,-0.709743952794053,0.00419035402489993,4.08524891968257e-07
78,"71934",0,0,0,0,0,0,0,0,0,-0.705553393165308,0.00419076657398886,4.1657328589261e-07
79,"72399",0,0,0,0,0,0,0,0,0,-0.701362416963277,0.00419118717147171,4.24621679816962e-07
80,"73097",0,0,0,0,0,0,0,0,0,-0.697171016139567,0.00419161581734849,4.32670073741315e-07
81,"73210",0,0,0,0,0,0,0,0,0,-0.692979182645782,0.0041920525116192,4.40718467665667e-07
82,"73234",0,0,0,0,0,0,0,0,0,-0.68878690843353,0.00419249725428382,4.48766861590019e-07
83,"73566",0,0,0,0,0,0,0,0,0,-0.684594185454417,0.00419295004534238,4.56815255514372e-07
84,"75200",0,0,0,0,0,0,0,0,0,-0.680401005660047,0.00419341088479485,4.64863649438724e-07
85,"76292",0,0,0,0,0,0,0,0,0,-0.676207361002029,0.00419387977264125,4.72912043363077e-07
86,"77109",0,0,0,0,0,0,0,0,0,-0.672013243431967,0.00419435670888158,4.80960437287429e-07
87,"77485",0,0,0,0,0,0,0,0,0,-0.667818644901468,0.00419484169351583,4.89008831211782e-07
88,"78938",0,0,0,0,0,0,0,0,0,-0.663623557362137,0.004195334726544,4.97057225136134e-07
89,"79008",0,0,0,0,0,0,0,0,0,-0.659427972765582,0.0041958358079661,5.05105619060487e-07
90,"79685",0,0,0,0,0,0,0,0,0,-0.655231883063407,0.00419634493778212,5.13154012984839e-07
91,"80913",0,0,0,0,0,0,0,0,0,-0.65103528020722,0.00419686211599207,5.21202406909191e-07
92,"82296",0,0,0,0,0,0,0,0,0,-0.646838156148625,0.00419738734259594,5.29250800833544e-07
93,"82661",0,0,0,0,0,0,0,0,0,-0.64264050283923,0.00419792061759374,5.37299194757896e-07
94,"82756",0,0,0,0,0,0,0,0,0,-0.63844231223064,0.00419846194098546,5.45347588682249e-07
95,"83973",0,0,0,0,0,0,0,0,0,-0.634243576274461,0.0041990113127711,5.53395982606601e-07
96,"84038",0,0,0,0,0,0,0,0,0,-0.630044286922299,0.00419956873295067,5.61444376530954e-07
97,"84540",0,0,0,0,0,0,0,0,0,-0.625844436125761,0.00420013420152416,5.69492770455306e-07
98,"85840",0,0,0,0,0,0,0,0,0,-0.621644015836453,0.00420070771849158,5.77541164379658e-07
99,"86690",0,0,0,0,0,0,0,0,0,-0.61744301800598,0.00420128928385292,5.85589558304011e-07
100,"86782",0,0,0,0,0,0,0,0,0,-0.613241434585949,0.00420187889760819,5.93637952228363e-07
101,"87222",0,0,0,0,0,0,0,0,0,-0.609039257527966,0.00420247655975738,6.01686346152716e-07
102,"87275",0,0,0,0,0,0,0,0,0,-0.604836478783637,0.00420308227030049,6.09734740077068e-07
103,"89120",0,0,0,0,0,0,0,0,0,-0.600633090304567,0.00420369602923753,6.17783134001421e-07
104,"89318",0,0,0,0,0,0,0,0,0,-0.596429084042363,0.0042043178365685,6.25831527925773e-07
105,"89852",0,0,0,0,0,0,0,0,0,-0.592224451948632,0.00420494769229339,6.33879921850125e-07
106,"89941",0,0,0,0,0,0,0,0,0,-0.588019185974979,0.0042055855964122,6.41928315774478e-07
107,"92470",0,0,0,0,0,0,0,0,0,-0.58381327807301,0.00420623154892493,6.4997670969883e-07
108,"92712",0,0,0,0,0,0,0,0,0,-0.579606720194331,0.00420688554983159,6.58025103623183e-07
109,"92801",0,0,0,0,0,0,0,0,0,-0.575399504290549,0.00420754759913218,6.66073497547535e-07
110,"92913",0,0,0,0,0,0,0,0,0,-0.571191622313269,0.00420821769682669,6.74121891471888e-07
111,"93993",0,0,0,0,0,0,0,0,0,-0.566983066214097,0.00420889584291512,6.8217028539624e-07
112,"94816",0,0,0,0,0,0,0,0,0,-0.56277382794464,0.00420958203739748,6.90218679320593e-07
113,"95063",0,0,0,0,0,0,0,0,0,-0.558563899456504,0.00421027628027377,6.98267073244945e-07
114,"95448",0,0,0,0,0,0,0,0,0,-0.554353272701295,0.00421097857154397,7.06315467169297e-07
115,"97129",0,0,0,0,0,0,0,0,0,-0.550141939630618,0.0042116889112081,7.1436386109365e-07
116,"99495",0,0,0,0,0,0,0,0,0,-0.545929892196081,0.00421240729926616,7.22412255018002e-07
117,"100055",0,0,0,0,0,0,0,0,0,-0.541717122349288,0.00421313373571814,7.30460648942355e-07
118,"101737",0,0,0,0,0,0,0,0,0,-0.537503622041846,0.00421386822056404,7.38509042866707e-07
119,"102854",0,0,0,0,0,0,0,0,0,-0.533289383225362,0.00421461075380387,7.46557436791059e-07
120,"103403",0,0,0,0,0,0,0,0,0,-0.529074397851441,0.00421536133543763,7.54605830715412e-07
121,"103455",0,0,0,0,0,0,0,0,0,-0.524858657871689,0.0042161199654653,7.62654224639764e-07
122,"104291",0,0,0,0,0,0,0,0,0,-0.520642155237712,0.00421688664388691,7.70702618564117e-07
123,"105790",0,0,0,0,0,0,0,0,0,-0.516424881901117,0.00421766137070243,7.78751012488469e-07
124,"106460",0,0,0,0,0,0,0,0,0,-0.512206829813509,0.00421844414591188,7.86799406412822e-07
125,"107554",0,0,0,0,0,0,0,0,0,-0.507987990926495,0.00421923496951526,7.94847800337174e-07
126,"107697",0,0,0,0,0,0,0,0,0,-0.503768357191681,0.00422003384151256,8.02896194261527e-07
127,"108286",0,0,0,0,0,0,0,0,0,-0.499547920560672,0.00422084076190378,8.10944588185879e-07
128,"108699",0,0,0,0,0,0,0,0,0,-0.495326672985075,0.00422165573068893,8.18992982110231e-07
129,"109152",0,0,0,0,0,0,0,0,0,-0.491104606416496,0.004222478747868,8.27041376034584e-07
130,"109875",0,0,0,0,0,0,0,0,0,-0.486881712806541,0.004223309813441,8.35089769958936e-07
131,"111191",0,0,0,0,0,0,0,0,0,-0.482657984106816,0.00422414892740792,8.43138163883289e-07
132,"112593",0,0,0,0,0,0,0,0,0,-0.478433412268927,0.00422499608976877,8.51186557807641e-07
133,"112799",0,0,0,0,0,0,0,0,0,-0.474207989244481,0.00422585130052353,8.59234951731994e-07
134,"112945",0,0,0,0,0,0,0,0,0,-0.469981706985082,0.00422671455967223,8.67283345656346e-07
135,"113059",0,0,0,0,0,0,0,0,0,-0.465754557442338,0.00422758586721485,8.75331739580698e-07
