"feature_id","rank_trt","iod_fitted_trt","cv2_fitted_trt","window_left_trt","window_right_trt","window_n_trt","rank_ctrl","iod_fitted_ctrl","cv2_fitted_ctrl","window_left_ctrl","window_right_ctrl","window_n_ctrl","combined_rank","composite_iod","composite_cv2","regime_difference","local_window_left_rank","local_window_right_rank","local_window_n"
"157795",15,2.18171204807122,0.822762602900142,1,1847,1847,1,1.97658027802208,0.654251899784356,1,1848,1848,8,4.1582923260933,1.4770145026845,2.6812778234088,1,1848,1848
"534198",12,2.19316382445358,0.823028349738952,1,1844,1844,13,1.93273553852955,0.643611488441754,1,1860,1860,12,4.12589936298313,1.46663983818071,2.65925952480242,1,1860,1860
"457865",29,2.120178687421,0.801133821264834,1,1861,1861,33,1.8647769801853,0.634071243930021,1,1880,1880,31,3.9849556676063,1.43520506519485,2.54975060241145,1,1880,1880
"281697",54,2.02893182645269,0.786342123823829,1,1886,1886,34,1.86108845555526,0.632467052434184,1,1881,1881,44,3.89002028200795,1.41880917625801,2.47121110574994,1,1886,1886
"359327",112,1.867319051788,0.766262143233803,1,1944,1944,36,1.85386111201575,0.629462011626035,1,1883,1883,74,3.72118016380375,1.39572415485984,2.32545600894391,1,1944,1944
"535807",43,2.06667616988469,0.789402878219931,1,1875,1875,122,1.63572312441892,0.579475869879332,1,1969,1969,82,3.7023992943036,1.36887874809926,2.33352054620434,1,1969,1969
"112224",1,2.23879802058946,0.835325538050029,1,1833,1833,196,1.51633419682696,0.538911621771277,1,2043,2043,98,3.75513221741642,1.37423715982131,2.38089505759511,1,2043,2043
"96935",231,1.64843515941288,0.693346820216846,1,2063,2063,17,1.91925343204259,0.643670691538316,1,1864,1864,124,3.56768859145548,1.33701751175516,2.23067107970032,1,2063,2063
"315919",148,1.78771462756526,0.745425904152427,1,1980,1980,119,1.64154391577421,0.579934420192416,1,1966,1966,134,3.42925854333947,1.32536032434484,2.10389821899463,1,1980,1980
"85211",217,1.66916238296733,0.700278259370464,1,2049,2049,54,1.80040486401612,0.619045292302818,1,1901,1901,136,3.46956724698344,1.31932355167328,2.15024369531016,1,2049,2049
"373273",324,1.55285450490533,0.671722915574605,1,2156,2156,28,1.88136204429708,0.637857875578134,1,1875,1875,176,3.4342165492024,1.30958079115274,2.12463575804966,1,2156,2156
"133139",365,1.5187052237851,0.644231799637964,1,2197,2197,86,1.71492007676846,0.5980081188887,1,1933,1933,226,3.23362530055357,1.24223991852666,1.99138538202691,1,2197,2197
"186870",421,1.48130346676044,0.618796343976342,1,2253,2253,75,1.74212480063562,0.604646719437483,1,1922,1922,248,3.22342826739606,1.22344306341382,1.99998520398223,1,2253,2253
"317873",182,1.7237732736512,0.719687329909689,1,2014,2014,320,1.39460101675922,0.487882600777425,1,2167,2167,251,3.11837429041043,1.20756993068711,1.91080435972331,1,2167,2167
"546917",367,1.51714527667434,0.643076014056646,1,2199,2199,143,1.59680643142269,0.567220791143185,1,1990,1990,255,3.11395170809703,1.21029680519983,1.9036549028972,1,2199,2199
"318931",358,1.52475040910485,0.649570557180482,1,2190,2190,162,1.56529394612528,0.55592868359534,1,2009,2009,260,3.09004435523013,1.20549924077582,1.88454511445431,1,2190,2190
"442563",401,1.49358479679074,0.625301755155061,1,2233,2233,146,1.59234725676674,0.565275097989982,1,1993,1993,274,3.08593205355749,1.19057685314504,1.89535520041244,1,2233,2233
