"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","combined_rank","alpha","mu_ctrl","mu_trt","var_ctrl","var_trt","iod_emp_ctrl","iod_emp_trt","cv2_emp_ctrl","cv2_emp_trt","iod_nb_ctrl","iod_nb_trt","cv2_nb_ctrl","cv2_nb_trt"
"534198",0.0286874275809065,0.000674949943236098,1,28436,1,10,49.6680312182153,0.274255300727633,4634.03787646275,0.376079849886021,93.3002126881819,1.37127650363816,1.87847616263003,5,497.680312182153,3.74255300727633,10.0201336750315,13.6462376382403
"417902",0.000740522818132946,0.023261509090661,25460,1,1,0.967688361366492,81.066307404897,62.4380293403713,2883.12851307488,1316.00604102018,35.5650652579338,21.076995140993,0.438715742661117,0.337566629883448,79.446922174677,61.4205542993368,0.980023942349666,0.983704241601094
"433098",0.0272925849074974,0.00374470867843956,2,15763,2,2.1697721298551,523.984739375382,44.6921909348411,787278.230478834,1353.79894530306,1502.48312845392,30.2916218020466,2.86741772335766,0.677783325642061,1137.92748396609,97.9718703125812,2.17168058238216,2.19214740345621
"152260",0.000506178915075721,0.0217159601892638,26966,2,2,1.0447378950091,50.5974508422272,45.2072774700515,1181.01691651308,823.541488311393,23.3414311759643,18.217011383996,0.461316346721646,0.40296634532049,53.861074285735,48.229755903154,1.06450173653381,1.06685822730875
"18321",0.0261582351183524,9.28699615099611e-05,3,30976,3,1.73384637544896,53.2547467497294,93.8351957319698,2465.78148336642,321.398991167685,46.3016281901472,3.42514329149722,0.869436642103317,0.0365016907012245,93.3355496274703,163.695814009419,1.75262404431478,1.74450335753547
"18054",0.00604857735038205,0.0216811872259757,7805,3,3,1.34131118461851,38.7237294595494,48.7326356912463,1502.43131874404,928.410669329601,38.7987247022133,19.0511072541141,1.00193667406809,0.390931189825552,52.9405714342348,66.3656293086078,1.36713514356969,1.36183131421576
"457865",0.0249958682607604,0.0020625617890449,4,22189,4,8.74626561833483,29.5947954681371,0.545535485138495,3282.38520941591,0.558044470763357,110.910893537002,1.02292973778174,3.7476485909968,1.87509294197801,259.843942084618,5.77139825724843,8.7800553433247,10.5793269447601
"412822",0.00361795748450819,0.0213165002832588,13939,4,4,0.814545840943496,47.0317914355065,43.5719110582544,640.85345108037,774.822232780405,13.6259630245885,17.7826084273534,0.289718137640439,0.408120920002305,39.3095501059138,36.491318934461,0.835808054639337,0.837496406473271
"35860",0.0248815302805118,0.0116930668161702,5,1277,5,2.7981417184327,35.8534074196289,7.72698067897889,1887.61595806355,51.0315919091114,52.6481607723043,6.60433797226152,1.46842837435531,0.854711335079238,101.322915048828,22.6211869953742,2.8260330702447,2.92755837437445
"351023",0.00265848947934881,0.0209303447307584,17109,5,5,0.862655691429298,33.5406517920799,40.1933511882562,315.899510031117,770.347563692497,9.41840701216521,19.1660446546089,0.280805724067331,0.476846147136119,29.934034162686,35.6730231601657,0.892470258128807,0.887535428262293
"146021",0.0243905702218851,0.00493622242201846,6,11833,6,1.80867758292863,36.1940537985837,46.5371584368422,2156.16954543169,581.417759349063,59.5724799833297,12.4936239959329,1.64591897649389,0.268465553454206,66.4633737408113,85.1707152379146,1.83630643062734,1.83016578791556
"167027",0.0101353148912531,0.0208579955606824,2896,6,6,2.57668143402312,56.695307512042,45.7226427230123,7204.65599269385,8047.98836517241,127.076760120996,176.017567792988,2.24139819850179,3.84968053704381,147.08574626251,118.812684618858,2.59431957805802,2.59855243579478
"354681",0.0243297861449733,0.00103504942520759,7,26775,7,1.75282835403454,31.9419993655179,15.5996072766405,949.901874538183,141.369469409637,29.738334900965,9.06237361637487,0.931010440538305,0.580936010481829,56.988842172433,28.3434339462991,1.78413509812895,1.81693253193249
"154030",0.00284229572018441,0.0205128519640781,16486,7,7,0.860902236169665,55.2623570472635,36.7178679665958,1130.94502319893,564.893150977067,20.4650160367153,15.3846936726005,0.370324704377202,0.418997467026049,48.5754867579956,32.6104946398248,0.878997736496312,0.888136932936639
"208999",0.0241710224438342,0.00318296109494292,8,17703,8,1.85964277812322,33.3838279531981,25.9106716299024,1741.50500198339,273.087571085693,52.1661267972284,10.5395790192692,1.56261669184138,0.406765952261381,63.081994559273,49.1845933728702,1.88959740170329,1.89823691471233
"570401",0.00694723490613487,0.0204679895997325,6124,8,8,0.995044125448197,53.5416702269238,36.1699688052679,1526.72168257484,532.576079957138,28.5146443154311,14.7242615227131,0.532569196937235,0.407085270158391,54.2763244259852,36.9907149773264,1.01372116700782,1.02269137074674
"270602",0.0240663703360458,0.00353215591602318,9,16442,9,1.5101079573143,29.5532715912843,20.9955769796938,869.115139071791,63.4771131859414,29.4084239163595,3.02335645490163,0.995098760065281,0.143999684210903,45.628630594669,32.7055878654406,1.54394515861742,1.55773703657071
"59411",0.0060508643603573,0.0202703374602468,7802,9,9,0.815557400347586,41.8949826251643,34.6283518484378,559.333533886619,432.03211318749,13.3508477349422,12.4762539978344,0.318674144214181,0.360290147577361,35.1677631173863,29.2414086118335,0.839426607048232,0.844435471252515
"275669",0.0238645175729707,0.000774110446431083,10,27979,10,1.68110616776805,26.6203342924849,5.21946319677726,914.444086888354,4.23113896342863,34.351337471615,0.810646383337109,1.29041720867167,0.155312213684664,45.7516081671436,9.77447177254058,1.71867143607057,1.87269675137777
"494158",0.00238789829340316,0.019680619851577,18053,10,10,0.914038033949418,42.4688015370884,32.1067392381064,731.207824759467,520.972887471137,17.217529063562,16.2262783401191,0.405415939240146,0.505385433873668,39.8180998611483,30.3467808097254,0.937584730908283,0.945184142951142
"128848",0.0235296232268352,0.00339825803331998,11,16942,11,2.92775510653407,19.6815743636979,25.2072928722948,807.455780095178,291.129941343289,41.0259751163254,11.5494330477379,2.08448645205927,0.45817823858554,58.6228298479466,74.800780428761,2.9785640500424,2.9674261654243
"319615",0.00563849689048881,0.0196641450784081,8581,11,11,4.33160191394847,144.718536951778,99.7233597586587,15632.9311587733,15273.755772901,108.02300443365,153.16126341777,0.746435161030164,1.53586144498578,627.863091644145,432.961895995978,4.33851187877442,4.34162965471473
"23297",0.0234388878036121,0.00970809862025671,12,2752,12,10,26.8866678863282,1.04341537656897,3132.69132709135,5.44357824030281,116.514673381461,5.21707688284484,4.33354828028757,5,269.866678863282,11.4341537656897,10.037193154772,10.9583910899303
"163094",0.0107554168170606,0.0194854805712228,2437,12,12,7.58075550922162,9.16505783058327,9.58697671285786,240.490031489938,407.385628474986,26.2398815081599,42.4936495285952,2.86303501769502,4.43243483335091,70.4780626415289,73.6765265327766,7.68986556815252,7.68506367956054
"170748",0.0234116002464369,0.00464404705473701,13,12764,13,1.31358000098698,52.9762745487709,98.739650922863,3466.68738618002,2513.371203375,65.4384895070061,25.4545279417535,1.23524143712224,0.25779438861536,70.5885747740608,130.702430756708,1.33245637552478,1.32370764465042
"2485",0.00220323768691081,0.0194852606511203,18787,13,13,0.688708473735397,34.858534342829,30.1893174811311,306.9248332725,307.888251618691,8.804869139188,10.1985827208955,0.252588621558017,0.337820910567779,25.0073679839027,21.7916387655431,0.717395853134804,0.721832773435946
"494843",0.0232372600533746,0.00138958264604772,14,25020,14,1.82257965867204,26.8038057446572,7.10631432906608,721.297608727815,30.2249855175594,26.9102684745278,4.25325761259024,1.00397192588563,0.598518080630583,49.852071125209,13.9518239442855,1.85988779355134,1.9632995809403
"482089",0.00210888033344575,0.0194744567664707,19124,14,14,0.591289979570313,30.7061292896186,31.3129693137242,88.6371770579394,377.247904913302,2.88662814586359,12.047656711622,0.0940082065908428,0.384749737111057,19.1562265603419,19.5150449857978,0.623856767476664,0.623225628661301
"465508",0.0232014035439691,0.00179172788458117,15,23354,15,1.55141660434659,26.6529196047214,17.2483743136499,647.65762484543,61.153625824299,24.2996877809477,3.54547186373985,0.911708290923713,0.205553972755221,42.3497820290795,27.7594143081817,1.58893594612342,1.60939308269844
"380194",0.000314227720286911,0.0194680384632763,28236,15,15,0.69107113651972,23.5059039518838,30.9764157490595,180.369806648764,323.102425772204,7.67338312187347,10.430594307284,0.326444927945794,0.336726960013142,17.2442517589517,22.4069068370099,0.733613639971065,0.723353761084842
"157795",0.0230348288738268,0.00635892149730069,16,7867,16,2.00980506628598,117.462566722226,4.47522184596735,25875.0850791853,11.1227576968926,220.283668246194,2.48540923326859,1.87535207507527,0.55537117908651,237.076861697284,9.99432353877885,2.0183184167763,2.23325767588143
"438786",0.00226983641261646,0.019261247725752,18511,16,16,0.73638701699981,24.7729954502916,29.3772229723166,121.267480683281,436.617640731342,4.89514806259949,14.8624545329824,0.197600167990257,0.505917613349225,19.2425122217901,22.6330055923225,0.776753552488283,0.770426994193785
"572970",0.0225963506599177,0.00174428476977183,17,23534,17,1.39460922082935,229.285935032464,14.7059337594239,87608.248217851,17.5162233563117,382.091680440175,1.19109902457481,1.66644186171331,0.0809944505435794,320.764279202754,21.5090308217982,1.39897058734692,1.46260898312661
