"percentile","rank_index","lo_rank","hi_rank","n_bin","iod_emp","cv2_emp","iod_nb","cv2_nb","iod_emp_scaled","cv2_emp_scaled","iod_nb_scaled","cv2_nb_scaled"
0.01,317,1,317,317,18.8911938873704,0.796569606137861,33.3946303651756,1.50340116356489,0.561650180616139,0.320755965370239,0.789262737968248,0.381394911793868
0.02,633,318,633,316,11.1936215582311,0.918092873440375,18.2235644339807,1.78161710503782,0.276109167346697,0.3793370339285,0.349928186269761,0.46838952028577
0.03,950,634,950,317,7.14790345942819,0.826118221857839,14.3303081087171,1.71278319101113,0.126033481670891,0.335000064642066,0.237184491788154,0.446866025370222
0.04,1266,951,1266,316,8.51746787822182,0.868161062832149,14.4877757415684,1.74880964090311,0.176837396874093,0.355267085140857,0.241744551852456,0.458131040908559
0.05,1583,1267,1583,317,30.5142108902206,1.11277996463875,40.671792801144,2.38753449277278,0.992805343611911,0.473187191927538,1,0.657852229163539
0.06,1899,1584,1899,316,5.75369512071088,0.812542742730745,10.5857387631387,1.62161355593804,0.0743154016420726,0.328455918067436,0.128746580951521,0.418358432787483
0.07,2216,1900,2216,317,10.5185951370877,0.906980838216944,13.1155150814634,1.83745857304155,0.251069100162492,0.373980406249743,0.202005648557532,0.485850441543119
0.08,2533,2217,2533,317,7.4192156536731,0.922383426836361,12.7579558502456,1.96734993203843,0.136097792280066,0.381405322645734,0.191651193223598,0.526465827788029
0.09,2849,2534,2849,316,6.01836682721793,1.08877001986369,11.4401640206389,2.44736079770824,0.0841333837315277,0.46161304442337,0.153489637185419,0.676559158564578
0.1,3166,2850,3166,317,7.00233915265866,0.921824608047821,11.6947174821318,2.02156621856645,0.120633781885871,0.381135940473169,0.16086117794567,0.5434185753388
0.11,3482,3167,3482,316,6.19578417702305,0.905929602828646,10.2704407398481,1.92815041476118,0.0907146703591517,0.373473651504584,0.119615955829858,0.514208634183121
0.12,3799,3483,3799,317,12.5813668134896,0.957050549871758,14.7460394890791,2.14502956132003,0.327587499657565,0.398116831119241,0.249223537722479,0.582024002148946
0.13,4116,3800,4116,317,9.49672221983558,0.979301596984852,12.6230720715797,2.28727013025756,0.213162781683327,0.408843090751319,0.187745132522237,0.626500830259062
0.14,4432,4117,4432,316,6.90272790143924,1.37392778179147,12.0597421349047,3.20555893599437,0.116938708115851,0.599075168115516,0.171431822283531,0.913638133443913
0.15,4749,4433,4749,317,10.4934882915125,0.909640036022455,14.5400140493199,2.2478376187036,0.250137763135832,0.375262289566514,0.243257306040039,0.614170782288671
0.16,5065,4750,5065,316,12.3410020934751,0.886879238858195,14.3494576451,2.04014323966816,0.318671183867021,0.364290301660684,0.237739037725808,0.549227375039969
0.17,5382,5066,5382,317,9.94348868935616,0.982341986945676,13.1367964570968,2.35708119702286,0.229735558780698,0.410308730185581,0.202621929817255,0.648329868485617
0.18,5698,5383,5698,316,12.5712672226316,0.907271115342166,17.7107777921911,2.36341327115742,0.32721285590186,0.374120336195267,0.335078544826679,0.650309828035606
0.19,6015,5699,6015,317,9.97134150771332,0.937380001307566,14.8003318186474,2.57551740520933,0.230768757513499,0.388634517323736,0.250795773739362,0.716632109942499
0.2,6332,6016,6332,317,16.744689055939,0.966698739370991,18.8981024650434,2.52110903258201,0.482025704437533,0.40276780260037,0.369461939852043,0.699619299496281
0.21,6648,6333,6648,316,16.3780499603346,0.896824545741017,17.4786616029885,2.11828240443448,0.468425247775791,0.36908450047765,0.328356758606267,0.573660504251554
0.22,6965,6649,6965,317,16.1352039468431,0.885537121447489,19.3373154869803,2.22699892350584,0.459416888543061,0.363643325375442,0.382180983917102,0.607654785683249
0.23,7281,6966,7281,316,17.0957246482073,0.856532212298764,18.4398195562548,1.91691154807252,0.495047350019279,0.349661323335143,0.356190656397284,0.510694382619042
0.24,7598,7282,7598,317,11.2562486253961,0.893542766121962,16.0477389705694,2.30154625673657,0.278432314886175,0.367502497614129,0.286919080062111,0.63096479457127
0.25,7914,7599,7914,316,17.295901833719,0.806976681656665,18.2805445909524,1.97106926658819,0.502472911474293,0.325772762712763,0.351578258310341,0.527628816692598
0.26,8231,7915,8231,317,22.7066040285905,0.807051035904038,21.424340373854,2.16124824342219,0.70318260553904,0.325808605653458,0.44261853967071,0.587095379052303
0.27,8548,8232,8548,317,19.1843688835711,0.83046305319391,20.0069504502485,1.95204204100074,0.572525490636094,0.33709451838761,0.401572750963881,0.521679243738926
0.28,8864,8549,8864,316,12.1356175058754,0.867818500734939,14.2036348673094,2.10661861306122,0.311052454123991,0.355101950890046,0.233516197682886,0.570013384109277
0.29,9181,8865,9181,317,15.110663778789,0.756013728329632,15.4068589132751,1.88400187807884,0.421411628545181,0.30120574497985,0.268360018098971,0.500403944761525
0.3,9497,9182,9497,316,16.6939653854544,0.879833151470061,16.3337468491612,2.11648442598095,0.480144112729443,0.360893690151513,0.295201500275248,0.573098299114013
0.31,9814,9498,9814,317,11.6626214059913,0.811070888872715,15.95536587703,1.94999976359187,0.293506690361288,0.327746401497656,0.284244074111757,0.521040649405776
0.32,10131,9815,10131,317,13.0156736207839,0.879138507039097,13.6392932303265,2.13960878301706,0.343698086284362,0.36055883235895,0.217173589904819,0.580328993287515
0.33,10447,10132,10447,316,16.8867266730655,0.75963882398017,16.9597987360874,1.77513445457923,0.487294581868294,0.302953245533022,0.313331157501056,0.466362477422412
0.34,10764,10448,10764,317,23.248267343072,0.762929123444709,22.4256421955833,1.78432360248419,0.723275575771021,0.304539355442571,0.471614952247085,0.469235807829485
0.35,11080,10765,11080,316,11.5239991852769,0.709150772206235,13.679144564712,1.8021028280236,0.288364506868628,0.278615157132392,0.218327633279641,0.474795146941766
0.36,11397,11081,11397,317,16.9735410660594,0.712761950683709,18.3871726373622,1.81085689524937,0.490514956901086,0.280355948823241,0.354666069356737,0.477532433119495
0.37,11713,11398,11713,316,16.2677364489856,0.775492050022777,16.4519033648281,1.89730017195369,0.464333174267282,0.310595394582222,0.29862316095988,0.504562153177362
0.38,12030,11714,12030,317,12.1918691243654,0.788789181723696,15.9850583110769,2.04275039105198,0.313139104752902,0.317005361999084,0.285103928802257,0.550042598325572
0.39,12347,12031,12347,317,10.6161574967874,0.764159946504744,13.1932746879838,2.03023018199278,0.25468817041665,0.305132681573966,0.204257466724153,0.546127687197277
0.4,12663,12348,12663,316,30.7081633711497,0.725130253550451,25.2204697144767,1.83463500329669,1,0.286318168357566,0.552549561631576,0.484967546971359
0.41,12980,12664,12980,317,8.99172444715503,0.824543373729167,11.1929683992983,2.04797321231254,0.194429917665388,0.334240899025123,0.14633117001007,0.551675708521848
0.42,13296,12981,13296,316,15.7376748535094,0.771653793733713,15.4551320139702,1.88181523211087,0.44467056915027,0.30874513857936,0.269757944991464,0.499720208204636
0.43,13613,13297,13613,317,10.0772214982416,0.701715964541309,12.3590197888326,1.78332097473485,0.234696369816141,0.275031160526604,0.180098518118753,0.468922298804608
0.44,13930,13614,13930,317,14.7971036769599,0.747850996824324,15.3942988632263,1.99592251275775,0.40978013417673,0.297270848029254,0.267996295208139,0.535400112646478
0.45,14246,13931,14246,316,6.85944706916826,0.758173550554577,9.78746239898518,1.91596885951174,0.115333208073322,0.302246901102802,0.10562952443305,0.510399615820848
0.46,14563,14247,14563,317,8.48770200017338,0.714612402858593,11.849552815936,1.89274709790494,0.175733233299478,0.281247971134086,0.165345010016038,0.5031384644692
0.47,14879,14564,14879,316,9.51122630850118,0.738637609297956,13.3260112563408,1.83041877208133,0.213700810037857,0.292829475621183,0.208101346977366,0.483649184759799
0.48,15196,14880,15196,317,10.8764916027384,0.751082949461927,13.2710852189644,1.98683320577263,0.264345249457069,0.298828831477552,0.206510759597628,0.532558001233139
0.49,15512,15197,15512,316,9.45469660321991,0.797589755077178,12.6855795792222,2.08811826773029,0.211603843795041,0.321247734693763,0.189555269527274,0.564228559952516
0.5,15829,15513,15829,317,11.0040978392524,0.7068186551861,13.7535094890569,1.84864742711646,0.26907879563445,0.277490945201007,0.220481145817738,0.489349054794991
0.51,16146,15830,16146,317,7.43235147653842,0.681187032651249,10.2994076802686,1.95967237514433,0.136585064891574,0.26513505755658,0.120454801158289,0.524065152784862
0.52,16462,16147,16462,316,12.2855194047156,0.722410705897516,13.6576625654814,1.75370054758397,0.316613056643282,0.285007193010701,0.217705542218644,0.459660365610873
0.53,16779,16463,16779,317,9.25952210950344,0.813346776072118,11.2317549062603,1.91138596835885,0.204363856911231,0.328843507484176,0.147454377352611,0.508966603681082
0.54,17095,16780,17095,316,7.39550746101359,0.787060356200181,9.90695442525436,2.03035492875543,0.135218338204765,0.316171970593748,0.109089859786585,0.546166693933265
0.55,17412,17096,17412,317,11.3611809559702,0.718816035131437,13.900503282006,2.07278356407771,0.282324773796038,0.283274358967753,0.224737896953134,0.559433591937624
0.56,17728,17413,17728,316,6.39082855626648,0.957868685786492,9.47601367703995,2.41726170052995,0.0979498306538917,0.398511218771703,0.096610370126198,0.667147551303244
0.57,18045,17729,18045,317,14.7818848945622,0.779730950188017,31.5891365614839,2.09090980354294,0.40921559429834,0.312638783529076,0.736977960192134,0.565101437918552
0.58,18362,18046,18362,317,7.34586170161175,0.848624931199451,10.0225378261696,2.06782854563806,0.133376731547759,0.345849567887232,0.112437006378338,0.557884220298653
0.59,18678,18363,18678,316,7.00210702398837,0.596663076752418,10.1917652921732,1.63459400764031,0.120625171085882,0.224389743797044,0.117337616081636,0.422417255973203
0.6,18995,18679,18995,317,7.88784060731586,0.634616618669371,10.8918618262719,1.50238668499895,0.153481408618422,0.242685491520245,0.137611511030669,0.381077697168422
0.61,19311,18996,19311,316,6.02988997018747,1.17693904673987,8.8207286314603,2.71228066043431,0.0845608340728668,0.504115487970179,0.0776341582344222,0.759396251283168
0.62,19628,19312,19628,317,6.94813033008042,0.642508040346991,10.6124077534427,1.62008353860543,0.118622908656588,0.246489601832454,0.129518880600905,0.41788001570566
0.63,19945,19629,19945,317,5.69439111029062,0.673688301310604,8.60108648144939,1.62263699429133,0.0721155227059256,0.261520246133902,0.0712736041410727,0.41867844902519
0.64,20261,19946,20261,316,6.9880458090261,0.733928119889687,10.3591425640392,1.75493786203241,0.120103571106506,0.290559236118706,0.122184646542992,0.460047258200326
0.65,20578,20262,20578,317,7.16046297697116,1.00261577422911,10.7002700435534,2.46801290266124,0.126499376268831,0.420081839065463,0.132063259487139,0.683016810758796
0.66,20894,20579,20894,316,7.83423350994419,0.543912083643446,9.50543046913479,1.35617305669552,0.151492856351885,0.198960790046645,0.0974622425803822,0.33535854361059
0.67,21211,20895,21211,317,7.89681717668527,0.795019766590595,10.231143491506,1.66763909964729,0.153814393955074,0.320008855299978,0.118477958074018,0.432750038582664
0.68,21527,21212,21527,316,6.70015228570929,0.45640967095089,10.6802306743697,1.17508148679791,0.109424177026582,0.156779692132321,0.13148294513635,0.278733498543
0.69,21844,21528,21844,317,13.3651658015313,0.718881674472063,12.7777675115163,1.68405250312296,0.356662479102419,0.283306000831889,0.192224913446171,0.43788230239841
0.7,22161,21845,22161,317,6.74293463492105,0.959147872751484,9.43395127714929,1.9650558917436,0.111011185868023,0.399127859032934,0.0953922971388989,0.525748510382503
