"percentile","rank_index","lo_rank","hi_rank","n_bin","iod_emp","cv2_emp","iod_nb","cv2_nb","iod_emp_scaled","cv2_emp_scaled","iod_nb_scaled","cv2_nb_scaled"
0.01,316,1,316,316,25.1822581161472,1.36088731558978,45.0169969194734,2.73572115211299,0.698440689851605,0.382734882495578,1,0.443906560562402
0.02,632,317,632,316,14.0201644356405,1.29852619956089,22.4773078180604,2.49028560945988,0.329226469009348,0.362839976597255,0.424352468006055,0.398775686536846
0.03,947,633,947,315,18.9606921797713,1.19879307630991,29.1697342323983,2.45101589205341,0.492646805176606,0.331022375688626,0.595272250046137,0.391554741069321
0.04,1263,948,1263,316,9.56897508616357,1.35681696778547,14.4106194161505,2.5580185927185,0.181992226533981,0.381436329940769,0.218335018118847,0.411230478951081
0.05,1579,1264,1579,316,9.80879027681944,1.28853155438246,14.7601160199903,2.50474027152748,0.189924714945073,0.359651410741253,0.227260911308209,0.401433620778167
0.06,1895,1580,1895,316,9.76558704476335,1.34543667688553,14.513961398889,2.7035729135065,0.188495659776928,0.377805705106456,0.220974298414469,0.437995118026372
0.07,2211,1896,2211,316,8.72913048450905,1.13366755888828,11.9721148446483,1.97318193366226,0.154212261672194,0.310245549948645,0.156057356167726,0.303690269818867
0.08,2526,2212,2526,315,12.928497038292,1.6175089397223,20.8663724515944,3.13042522707374,0.29311683410861,0.464604216925483,0.383210331407119,0.516485045698941
0.09,2842,2527,2842,316,6.36077665009811,1.19693025090262,10.767520203195,2.48773973585353,0.0758730234719363,0.33042808330672,0.125292870939656,0.398307549364165
0.1,3158,2843,3158,316,7.39161706356376,1.86046133731221,12.0460664670096,3.5262394696807,0.109970653447494,0.54211269329053,0.157946027688777,0.589267669305592
0.11,3474,3159,3474,316,6.55708220752677,1.26855378069592,10.5477505875384,2.32112464269074,0.0823663217283023,0.353277953162857,0.119680112205904,0.367670239466005
0.12,3790,3475,3790,316,7.05510371104928,1.12802247544417,10.4878089363627,2.01557594415906,0.0988396310060118,0.30844461354692,0.118149245324481,0.311485712673178
0.13,4105,3791,4105,315,8.75914299297336,2.19512000322818,12.1176013144034,3.86723814752316,0.155205000601408,0.648877983754093,0.15977297650642,0.651970765223287
0.14,4421,4106,4421,316,9.77614880582776,1.31213009875574,12.6701255716559,2.33296783552384,0.188845016492051,0.367179993446963,0.173884050693073,0.36984797476071
0.15,4737,4422,4737,316,7.78717343155934,1.29272216025889,11.3840704573235,2.45383413992676,0.123054671588619,0.360988328918436,0.141039123274478,0.392072962629124
0.16,5053,4738,5053,316,9.51555160588374,1.27042698416606,11.5904044244835,2.4221149783382,0.180225111043753,0.353875556431367,0.146308745159136,0.386240419101096
0.17,5369,5054,5369,316,5.64994460990468,2.87432742991829,9.32760031874418,5.55314713610637,0.0523604723877191,0.865563776118385,0.0885183473859493,0.961976990726818
0.18,5684,5370,5684,315,8.03502959216142,1.27110262405078,10.7878267048285,2.30268019975717,0.131253135231463,0.354091104080022,0.125811484461615,0.364278661288255
0.19,6000,5685,6000,316,11.2735039283093,1.40331906658343,14.04941616804,2.86298400562647,0.238373789560554,0.39627177450259,0.209110145611181,0.467307750740334
0.2,6316,6001,6316,316,6.80009416936093,1.36846153089308,10.535491552926,2.73293387878264,0.0904045513572687,0.38515126485543,0.119367025233519,0.443394034625095
0.21,6632,6317,6632,316,7.49551677910158,1.31733801216167,10.7261308667997,2.79808277931102,0.113407396913016,0.368841460619706,0.124235816903123,0.455373663943923
0.22,6948,6633,6948,316,7.25333825015148,1.3629342919398,10.1472688571075,2.78924548571996,0.105396735165284,0.383387924077467,0.109452095364413,0.453748655685242
0.23,7263,6949,7263,315,10.726679585923,1.29559181920718,12.6140699976703,2.5101689342302,0.220286204086843,0.361903828806382,0.172452431442509,0.402431847399769
0.24,7579,7264,7579,316,5.86943151574826,1.4284629303566,9.63262914458089,3.11681871761315,0.0596205518356848,0.404293356468118,0.0963085653428112,0.513983070403288
0.25,7895,7580,7895,316,9.06343794190347,1.15905360873495,10.4978055427155,2.20427159554065,0.165270318604578,0.318344395912142,0.118404551497935,0.34618321238987
0.26,8211,7896,8211,316,7.34445075246061,1.13942307862321,10.0501731232543,2.31688923499608,0.108410509508336,0.312081718555207,0.106972339795992,0.366891429481728
0.27,8527,8212,8527,316,12.4078123423751,1.11303933844715,15.2260983100146,2.29933902135154,0.275893882948188,0.303664582020874,0.239161765574587,0.363664282864938
0.28,8842,8528,8842,315,7.85402475560901,1.23057198996082,10.0216669265757,2.66137024513916,0.125265946661895,0.341160720492186,0.106244311929648,0.430234859308178
0.29,9158,8843,9158,316,8.59749287329678,1.19339266629811,10.7157315769141,2.4821953831735,0.149858017795693,0.329299496820529,0.12397022648037,0.397288049581652
0.3,9474,9159,9474,316,8.94545659941513,1.15488970977507,11.4891442119855,2.50259216353982,0.161367790038917,0.317015997973617,0.143722631785904,0.401038625049608
0.31,9790,9475,9790,316,7.34465570107826,1.41290384019259,9.78968693033569,3.05988574243031,0.108417288697469,0.39932958008969,0.100319708812599,0.503514191678137
0.32,10106,9791,10106,316,10.2881599645893,1.06140517612354,11.5001938358792,2.20144057985668,0.205781068675057,0.287191868477856,0.144004831273893,0.345662643075352
0.33,10421,10107,10421,315,8.79921203865191,1.05434653296546,11.2911776190442,1.93955134374507,0.156530384700803,0.28493996776885,0.138666706651746,0.297506251397772
0.34,10737,10422,10737,316,6.76179550569678,1.20146658300476,8.4504026244761,2.38622435342228,0.0891377270796017,0.331875297629406,0.0661153459290861,0.379640823727624
0.35,11053,10738,11053,316,7.55177346868013,1.10908407696872,9.49561421440645,1.9738701455048,0.115268227900861,0.302402745159582,0.0928093020634301,0.303816818735265
0.36,11369,11054,11369,316,12.8731672781254,1.10120435210105,14.3575156714692,1.87266268264566,0.291286663633963,0.299888896871902,0.216978786476616,0.285206713583553
0.37,11685,11370,11685,316,34.2990068221604,0.943679798407895,32.4565905530173,1.72512211474293,1,0.249634245063736,0.679216208654882,0.258076841879974
0.38,12000,11686,12000,315,12.0878807001108,1.11462942203518,12.5834188446864,1.88887370206959,0.265311342127223,0.304171862284101,0.171669622926892,0.288187608149754
0.39,12316,12001,12316,316,10.8203961321155,0.723019334146944,11.414970969006,1.24223930036728,0.223386113707107,0.179237506655173,0.141828300232836,0.16928398315578
0.4,12632,12317,12632,316,11.0926063435677,1.32505965723221,12.9520641809507,2.23676204316357,0.232390148613402,0.371304877117694,0.181084561041026,0.352157580579797
0.41,12948,12633,12948,316,9.2429353913816,0.807153117656812,10.3332888857175,1.27818018891055,0.171207646569131,0.206078490466675,0.114202913793585,0.17589282104323
0.42,13264,12949,13264,316,13.3779112909895,0.94834397724748,15.3490255945319,1.73150481970417,0.307982336754848,0.251122246001107,0.242301240463913,0.2592504985168
0.43,13579,13265,13579,315,12.5578273428961,1.48374007284352,14.3252990719465,2.45373426428885,0.280856005030063,0.421928280570438,0.21615599757651,0.392054597420956
0.44,13895,13580,13895,316,13.7532596508392,0.538512582607655,15.3462724212882,0.937040790590306,0.320397924385004,0.120374793906754,0.242230926389227,0.113163849337185
