"percentile","rank_index","lo_rank","hi_rank","n_bin","iod_emp","cv2_emp","iod_nb","cv2_nb","iod_emp_scaled","cv2_emp_scaled","iod_nb_scaled","cv2_nb_scaled"
0.01,316,1,316,316,39.8194636584698,1.66266075794452,67.0259844867967,3.55197638979387,1,0.442894826415218,1,0.454136493660694
0.02,631,317,631,315,18.2801442835805,1.53091463645126,30.2384827160934,3.44808004652911,0.426430832534021,0.399278240670727,0.407527482453047,0.436880404986143
0.03,947,632,947,316,17.5075372192962,1.52401474682564,29.5558521414586,3.31594497878296,0.405857128094852,0.396993925777262,0.396533535170915,0.414934161505419
0.04,1262,948,1262,315,19.0524913001204,1.31144553546818,29.2908182263893,3.19058271359447,0.446997612178325,0.32661960941239,0.39226509335404,0.394112809217567
0.05,1578,1263,1578,316,11.9212582807515,1.3484354849938,20.2433298094685,3.11543169524993,0.257100461078289,0.33886570278411,0.246552881819229,0.381631016348001
0.06,1893,1579,1893,315,10.3129104499196,1.32542351339241,17.3970572705336,3.12328178708526,0.214271868852602,0.331247234618784,0.200712904229055,0.382934833946937
0.07,2209,1894,2209,316,14.5729399427145,1.51720007710498,22.1076680928076,3.4936265765404,0.327711923621066,0.394737824247875,0.276578546599999,0.444445204054095
0.08,2524,2210,2524,315,15.4730592617789,1.27918730831038,23.2670045826828,3.16939884948683,0.351681143793255,0.315940025718797,0.295249969658887,0.390594392437686
0.09,2840,2525,2840,316,13.4142966862709,1.46763507839165,19.2899103029076,3.21950832809993,0.296858485941732,0.378328566868589,0.231197806640399,0.39891704922436
0.1,3155,2841,3155,315,14.9735050889193,1.4733499183871,20.2868535836021,3.35680320470893,0.338378547455633,0.380220552802234,0.247253843797969,0.421720282628725
0.11,3471,3156,3471,316,16.7999921403484,1.52480284041953,19.8388690639943,3.43728399643825,0.387015955130499,0.397254836318103,0.2400389337503,0.435087294739443
0.12,3786,3472,3786,315,26.75968115963,1.57659589603749,23.9130808357759,3.53630468002897,0.652231881389947,0.414401726304124,0.305655199853186,0.451533587678759
0.13,4102,3787,4102,316,26.3082753152032,1.2591505631506,27.0393284575171,2.59430882270642,0.640211423831804,0.309306552160743,0.356004250747511,0.295077994207158
0.14,4417,4103,4417,315,22.9203055167802,1.20381968204911,23.972108909761,2.61267444841598,0.549993391271927,0.290988410476361,0.306605862711944,0.298128331262815
0.15,4733,4418,4733,316,22.2973954864006,1.71481026284974,23.0303450268727,3.67643650615912,0.533405959639915,0.460159724436123,0.291438504457844,0.474808008527879
0.16,5048,4734,5048,315,14.9068658907067,1.8249751603462,21.3458511953239,3.84809936140224,0.336604016479322,0.496631513079505,0.264309282490267,0.503319401317259
0.17,5364,5049,5364,316,14.0621949390043,1.17461386164017,18.8496272969861,2.72479345782423,0.314111327359561,0.281319373121283,0.224106931522612,0.316750118205992
0.18,5680,5365,5680,316,13.1328443233773,1.77524175540331,17.3519542546739,3.87318630665408,0.289363708847967,0.480166502220207,0.199986508141549,0.507486078779008
0.19,5995,5681,5995,315,11.4760904822137,1.08091901833312,16.7574183668694,2.41725897994102,0.245246116047885,0.25030024997292,0.190411349262453,0.265671879510807
0.2,6311,5996,6311,316,12.9783503380531,1.95416369517713,16.8695566858264,3.93985074424314,0.285249698326158,0.539401370307874,0.192217366766986,0.518558339941696
0.21,6626,6312,6626,315,28.4123425374957,0.865131413966115,55.4943645512586,2.00010539105773,0.696240496244821,0.178860434957546,0.814280188494782,0.196387060676199
0.22,6942,6627,6942,316,33.0589139004567,1.16158940917788,46.2728865104836,2.64390153444367,0.819973749920972,0.277007427227487,0.665765827710629,0.303314821456877
0.23,7257,6943,7257,315,18.5827505487963,1.86373896207462,20.8076380163982,3.7927526320102,0.434488915549037,0.509464867585173,0.255641215844083,0.494126892320078
0.24,7573,7258,7573,316,27.2807255796854,0.794592628796722,26.2717378544485,1.76923840918852,0.666106740155095,0.155507482044922,0.34364199957101,0.158042485824234
0.25,7888,7574,7888,315,13.0371961641708,1.34384759520033,16.9447658363316,2.993137724075,0.286816700091983,0.337346811098383,0.193428630174328,0.361319275389228
0.26,8204,7889,8204,316,13.4533591197916,2.5583951102578,18.3222639728062,5.14047293516585,0.297898677002726,0.739441500724384,0.215613604677905,0.717969044304984
0.27,8519,8205,8519,315,20.2983875180475,0.886912039253474,21.7755163219635,2.15157609080429,0.480174503426735,0.186071246931721,0.27122915383323,0.221544749044134
0.28,8835,8520,8835,316,13.8001203603575,0.944522102437759,19.9460699248815,2.14964060421629,0.307132560051635,0.205143947001692,0.2417654321771,0.221223285100925
0.29,9150,8836,9150,315,15.5129961438659,0.930494593579436,17.9911721776027,2.09744279541226,0.352744620489576,0.200499923815538,0.210281283101245,0.21255377865791
0.3,9466,9151,9466,316,6.81136194094288,3.24415197903173,10.435006344841,6.34717898150234,0.121029356023858,0.966471890141058,0.0885872191269454,0.918390212994581
0.31,9781,9467,9781,315,15.5097512143936,0.896767553935238,21.319547246224,2.24474084731596,0.352658211468775,0.189334067091442,0.263885650381683,0.237018434153642
0.32,10097,9782,10097,316,13.4674134160425,0.932011776631294,18.0276026802638,2.39416540079121,0.298272927964868,0.201002210667867,0.210868006053014,0.261836279170126
0.33,10412,10098,10412,315,11.4758179411616,1.11863211031563,16.1413014383789,2.94200957209475,0.245238858569522,0.26278575080969,0.180488621973132,0.352827427682049
0.34,10728,10413,10728,316,8.58921618814029,0.963918335558756,12.5647414638762,2.61133889871961,0.16837172384397,0.211565369169216,0.12288717065798,0.297906510520471
0.35,11044,10729,11044,316,12.0881810749265,1.12880407402973,16.5221020802103,2.68659942535239,0.261545437561513,0.266153336302889,0.186621517768982,0.310406491563684
0.36,11359,11045,11359,315,5.92696707826169,3.14045638569504,8.74352313946052,6.0165246765346,0.0974788614018876,0.932141864430759,0.0613454314315858,0.863472014453126
0.37,11675,11360,11675,316,9.09252367016583,1.43291025918704,13.5280528892209,2.84837908658792,0.181774266812962,0.366832379829965,0.138401557824391,0.337276389890182
0.38,11990,11676,11990,315,9.79052185457374,0.840092484543857,14.5331804219029,1.77524267623991,0.200361216129027,0.170570911139177,0.154589404540802,0.159039731361552
0.39,12306,11991,12306,316,10.1211801115194,1.08042274122344,15.4427695071402,2.82534340903408,0.209166293849969,0.250135949780535,0.169238579106195,0.333450406394935
0.4,12621,12307,12621,315,13.2438140979808,0.904582253159608,17.6567449640154,2.54132999238014,0.292318715927132,0.191921243813791,0.204895243722836,0.286278768312801
0.41,12937,12622,12937,316,9.95361360051099,1.26957177516152,15.0292079059506,2.82684300340826,0.204704175872075,0.312756655147332,0.162578059331171,0.333699473231011
0.42,13252,12938,13252,315,11.6114586369692,0.846683081822417,16.2486041033682,2.2153038649536,0.248850826042343,0.17275283003022,0.182216759982122,0.232129261330094
0.43,13568,13253,13568,316,6.01946414029793,3.238496515604,11.0524742678598,6.83853937054483,0.0999419597914786,0.964599561736056,0.0985317045430977,1
0.44,13883,13569,13883,315,11.2743457245549,2.21548726773609,14.8291054116615,4.35896022501719,0.239873867710925,0.625916569999409,0.159355355346054,0.588168011825451
0.45,14199,13884,14199,316,12.0054829830851,0.591760009098991,16.7749351133979,1.42555923369564,0.259343275326815,0.0883566145389038,0.190693461132393,0.100960993429564
0.46,14514,14200,14514,315,12.0377588374686,0.692947254303016,17.1432404452354,1.65703311025621,0.260202747003044,0.121856212907846,0.196625116631585,0.139406367099667
0.47,14830,14515,14830,316,9.12365860453714,1.32911996738354,13.9527450804493,2.93247076176842,0.182603357002658,0.33247100273148,0.145241338717585,0.351243131722552
0.48,15145,14831,15145,315,6.67682776508811,1.64619750677762,10.6377257925897,3.62375336738914,0.117446854000572,0.437444413165739,0.0918520698447802,0.466057893887639
0.49,15461,15146,15461,316,10.2791173534386,0.808486239829375,13.6202637069435,2.20205450957607,0.213371994632932,0.160107176290473,0.139886637612132,0.229928682906535
0.5,15776,15462,15776,315,10.9958923866941,0.735052730687379,14.6178796288471,1.94592477596294,0.232458951464262,0.135795880354718,0.15595350783559,0.187388230985583
0.51,16092,15777,16092,316,7.27607398111518,1.60084017900456,11.6820379031243,3.45417074788488,0.133404143423305,0.422428170155837,0.108670994627706,0.437892006351338
0.52,16408,16093,16408,316,10.2091973025723,0.868912154741244,15.4483464262901,2.18727010738866,0.211510098039704,0.180112107510234,0.169328396874999,0.227473149370613
0.53,16723,16409,16723,315,7.52101448093068,0.672401555840389,12.0506847704322,1.65311877304168,0.139926648434381,0.115054242508122,0.114608150646645,0.138756236903036
0.54,17039,16724,17039,316,7.85216023312482,2.39002514918509,11.6299692026086,4.45740072601782,0.148744707635328,0.68370002795321,0.107832414332903,0.604517942545392
0.55,17354,17040,17354,315,9.73270341854374,1.28123441521737,16.2300481145501,2.78447303055409,0.198821572668585,0.316617752037607,0.181917910838215,0.326662266860361
0.56,17670,17355,17670,316,7.46722221658047,0.956306795920768,13.5635335945655,2.37747756715864,0.13849421764386,0.209045451561737,0.138972984037317,0.259064605712707
